Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Kidney and Renal Pelvis,Female,Black,50-54,172564.2,130,7.549999999999999e-4,6.299999999999999e-4,8.949999999999999e-4,38,2.2020789943684725e-4,1.8097677849750993e-4,3.6195355699501986e-4
Kidney and Renal Pelvis,Female,Black,60-64,96576.4,123,0.001275,0.0010600000000000002,0.0015199999999999999,44,4.555978479214384e-4,3.2337209711689406e-4,6.467441942337881e-4
Kidney and Renal Pelvis,Female,Black,70-74,66563.6,152,0.002285,0.0019349999999999999,0.0026749999999999994,58,8.713471026206514e-4,4.691770427080266e-4,9.383540854160532e-4
Larynx,Male,All,50-54,1482093,717,4.85e-4,4.5000000000000004e-4,5.2e-4,271,1.8284952428761217e-4,1.7905469494829273e-4,1.7905469494829273e-4
Larynx,Male,All,60-64,836793,1098,0.00131,0.001235,0.00139,455,5.437425982291917e-4,6.342684749991934e-4,6.342684749991934e-4
Larynx,Male,All,70-74,592901.4,1046,0.0017649999999999999,0.00166,0.0018750000000000001,495,8.348774349326886e-4,8.951765335686508e-4,8.951765335686508e-4
Larynx,Male,Black,50-54,148162.6,135,9.1e-4,7.650000000000001e-4,0.00108,65,4.387072041122388e-4,3.8925958372760736e-4,5.83889375591411e-4
Larynx,Male,Black,60-64,78088,190,0.002435,0.0021000000000000003,0.002805,81,0.0010372912611412764,7.385733019157874e-4,0.0011078599528736809
Larynx,Male,Black,70-74,45789.2,128,0.002795,0.00233,0.0033250000000000003,51,0.0011137997606422475,6.297741825583326e-4,0.0012595483651166653
Larynx,Female,All,50-54,1548758.2,166,1.0500000000000002e-4,9e-5,1.25e-4,62,4.003207214657524e-5,0,0
Larynx,Female,All,60-64,918696.2,257,2.8000000000000003e-4,2.4500000000000005e-4,3.15e-4,115,1.2517739814315115e-4,0,2.9599012056433894e-4
Larynx,Female,All,70-74,750127.4,266,3.55e-4,3.1499999999999996e-4,3.9999999999999996e-4,134,1.7863632231005026e-4,0,3.6250508780241866e-4
Larynx,Female,Black,50-54,172564.2,30,1.7499999999999997e-4,1.1499999999999999e-4,2.5e-4,15,8.692417083033444e-5,0,1.8097677849750993e-4
Larynx,Female,Black,60-64,96576.4,41,4.2500000000000003e-4,3.05e-4,5.75e-4,17,1.7602644124237394e-4,0,3.2337209711689406e-4
Larynx,Female,Black,70-74,66563.6,29,4.349999999999999e-4,2.8999999999999995e-4,6.249999999999999e-4,14,2.1032516270153655e-4,0,4.691770427080266e-4
Leukemia,Male,All,50-54,1482093,1019,6.900000000000001e-4,6.45e-4,7.3e-4,391,2.638161033079571e-4,1.7905469494829273e-4,3.5810938989658546e-4
Leukemia,Male,All,60-64,836793,1457,0.00174,0.001655,0.001835,682,8.150163780050742e-4,6.342684749991934e-4,9.5140271249879e-4
Leukemia,Male,All,70-74,592901.4,2092,0.0035299999999999997,0.0033799999999999998,0.0036850000000000003,1272,0.002145382014614909,0.0022379413339216267,0.0022379413339216267
Leukemia,Male,Black,50-54,148162.6,108,7.299999999999999e-4,6e-4,8.8e-4,48,3.239683968828841e-4,1.9462979186380368e-4,3.8925958372760736e-4
Leukemia,Male,Black,60-64,78088,117,0.0015,0.00124,0.001795,56,7.171396373322406e-4,3.692866509578937e-4,0.0011078599528736809
Leukemia,Male,Black,70-74,45789.2,127,0.002775,0.0023100000000000004,0.0033000000000000004,79,0.0017252976684458345,0.0012595483651166653,0.0018893225476749975
Leukemia,Female,All,50-54,1548758.2,676,4.3499999999999995e-4,4.049999999999999e-4,4.7000000000000004e-4,285,1.8401839615764424e-4,1.7557614803911936e-4,1.7557614803911936e-4
Leukemia,Female,All,60-64,918696.2,940,0.001025,9.6e-4,0.00109,397,4.321341483724435e-4,2.9599012056433894e-4,5.919802411286779e-4
Leukemia,Female,All,70-74,750127.4,1349,0.0017999999999999997,0.0017050000000000001,0.0018949999999999995,772,0.0010291585136071551,0.001087515263407256,0.001087515263407256
Leukemia,Female,Black,50-54,172564.2,62,3.5999999999999997e-4,2.7499999999999996e-4,4.5999999999999996e-4,31,1.796432863826912e-4,1.8097677849750993e-4,1.8097677849750993e-4
Leukemia,Female,Black,60-64,96576.4,83,8.6e-4,6.85e-4,0.001065,36,3.7276187557208596e-4,3.2337209711689406e-4,6.467441942337881e-4
Leukemia,Female,Black,70-74,66563.6,110,0.001655,0.0013599999999999999,0.0019899999999999996,64,9.614864580641671e-4,9.383540854160532e-4,0.0014075311281240798
Lip,Male,All,50-54,1482093,121,8e-5,7e-5,1e-4,17,1.1470265361215523e-5,0,0
Lip,Male,All,60-64,836793,152,1.7999999999999998e-4,1.55e-4,2.15e-4,24,2.8680928258243078e-5,0,0
Lip,Male,All,70-74,592901.4,212,3.6e-4,3.1e-4,4.1e-4,64,1.0794374916301428e-4,0,0
Lip,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Lip,Male,Black,60-64,78088,1,1.4999999999999999e-5,0,7.000000000000001e-5,0,0,0,0
Lip,Male,Black,70-74,45789.2,4,8.5e-5,2.5e-5,2.25e-4,1,2.183921099298525e-5,0,0
Lip,Female,All,50-54,1548758.2,36,2.5e-5,1.4999999999999999e-5,2.9999999999999997e-5,4,2.582714332037112e-6,0,0
Lip,Female,All,60-64,918696.2,38,4.000000000000001e-5,3e-5,5.500000000000001e-5,5,5.442495571441353e-6,0,0
Lip,Female,All,70-74,750127.4,55,7.5e-5,5.5e-5,9.499999999999999e-5,13,1.7330389477840697e-5,0,0
Lip,Female,Black,50-54,172564.2,2,1e-5,0,4e-5,0,0,0,0
Lip,Female,Black,60-64,96576.4,2,2e-5,5e-6,7.500000000000001e-5,1,1.0354496543669054e-5,0,0
Lip,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Liver,Male,All,50-54,1482093,1116,7.55e-4,7.1e-4,8e-4,880,5.937549128158624e-4,5.371640848448781e-4,7.162187797931709e-4
Liver,Male,All,60-64,836793,969,0.00116,0.001085,0.001235,786,9.393004004574608e-4,9.5140271249879e-4,9.5140271249879e-4
Liver,Male,All,70-74,592901.4,1054,0.00178,0.0016699999999999998,0.00189,896,0.0015112124882821999,0.001342764800352976,0.0017903530671373015
Liver,Male,Black,50-54,148162.6,200,0.0013499999999999999,0.0011699999999999998,0.00155,155,0.0010461479482676464,9.731489593190184e-4,0.001167778751182822
Liver,Male,Black,60-64,78088,121,0.00155,0.001285,0.0018499999999999999,90,0.0011525458457125293,0.0011078599528736809,0.0014771466038315747
Liver,Male,Black,70-74,45789.2,89,0.0019450000000000001,0.00156,0.0023899999999999998,73,0.001594262402487923,0.0012595483651166653,0.0018893225476749975
Liver,Female,All,50-54,1548758.2,215,1.4e-4,1.1999999999999999e-4,1.6e-4,164,1.058912876135216e-4,1.7557614803911936e-4,1.7557614803911936e-4
Liver,Female,All,60-64,918696.2,368,4e-4,3.6e-4,4.45e-4,287,3.123992458007337e-4,2.9599012056433894e-4,2.9599012056433894e-4
Liver,Female,All,70-74,750127.4,553,7.349999999999999e-4,6.75e-4,7.999999999999999e-4,488,6.505561588604816e-4,7.250101756048373e-4,7.250101756048373e-4
Liver,Female,Black,50-54,172564.2,37,2.15e-4,1.5e-4,2.95e-4,28,1.6225845221662429e-4,1.8097677849750993e-4,1.8097677849750993e-4
Liver,Female,Black,60-64,96576.4,36,3.75e-4,2.6e-4,5.15e-4,25,2.5886241359172635e-4,3.2337209711689406e-4,3.2337209711689406e-4
Liver,Female,Black,70-74,66563.6,46,6.9e-4,5.049999999999999e-4,9.199999999999998e-4,41,6.15952262197357e-4,4.691770427080266e-4,9.383540854160532e-4
Lung and Bronchus,Male,All,50-54,1482093,4779,0.003225,0.003135,0.003315,3664,0.0024721795460878634,0.0023277110343278055,0.002506765729276098
Lung and Bronchus,Male,All,60-64,836793,10451,0.01249,0.01225,0.012729999999999998,8065,0.0096379869334471,0.0095140271249879,0.009831161362487498
Lung and Bronchus,Male,All,70-74,592901.4,14927,0.025175,0.024775,0.025584999999999997,11992,0.020225959999419802,0.019693883738510314,0.020589060272078966
Lung and Bronchus,Male,Black,50-54,148162.6,865,0.005839999999999999,0.005455,0.006239999999999999,595,0.004015858253027417,0.00369796604541227,0.004281855421003681
Lung and Bronchus,Male,Black,60-64,78088,1428,0.018285,0.01735,0.01926,1023,0.013100604446265752,0.01218645948161049,0.014032892736399958
Lung and Bronchus,Male,Black,70-74,45789.2,1396,0.03049,0.02891,0.03213,1028,0.022450708900788832,0.021412322206983306,0.023931418937216637
Lung and Bronchus,Female,All,50-54,1548758.2,3803,0.002455,0.00238,0.0025350000000000004,2683,0.001732355638213893,0.001580185332352074,0.0017557614803911934
Lung and Bronchus,Female,All,60-64,918696.2,7603,0.008275,0.008090000000000002,0.008465000000000002,5640,0.006139135004585847,0.005919802411286778,0.0062157925318511165
Lung and Bronchus,Female,All,70-74,750127.4,11441,0.015249999999999998,0.014975,0.015534999999999998,8944,0.011923307960754399,0.011600162809677397,0.012325172985282233
Lung and Bronchus,Female,Black,50-54,172564.2,547,0.0031699999999999996,0.00291,0.003445,361,0.002091975044650049,0.001809767784975099,0.0023526981204676288
Lung and Bronchus,Female,Black,60-64,96576.4,769,0.007965000000000002,0.007409999999999999,0.008545,545,0.005643200616299635,0.005173953553870305,0.0061440698452209855
Lung and Bronchus,Female,Black,70-74,66563.6,869,0.013055,0.012199999999999999,0.013955,655,0.00984021296925046,0.008914363811452504,0.010791071982284609
Lymphoma,Male,All,50-54,1482093,2251,0.0015199999999999999,0.001455,0.001585,686,4.628589433996382e-4,3.5810938989658546e-4,5.371640848448781e-4
Lymphoma,Male,All,60-64,836793,2323,0.002775,0.002665,0.0028899999999999998,881,0.0010528290748130064,9.5140271249879e-4,0.0012685369499983868
Lymphoma,Male,All,70-74,592901.4,2930,0.004939999999999999,0.004764999999999999,0.005124999999999999,1502,0.0025333048631694913,0.0022379413339216267,0.002685529600705952
Lymphoma,Male,Black,50-54,148162.6,233,0.001575,0.001375,0.00179,91,6.141900857571344e-4,5.83889375591411e-4,7.785191674552147e-4
Lymphoma,Male,Black,60-64,78088,153,0.0019600000000000004,0.0016600000000000005,0.002295,79,0.0010116791312365537,7.385733019157874e-4,0.0011078599528736809
Lymphoma,Male,Black,70-74,45789.2,150,0.003275,0.002775,0.0038450000000000008,79,0.0017252976684458345,0.0012595483651166653,0.0018893225476749975
Lymphoma,Female,All,50-54,1548758.2,1578,0.0010199999999999999,9.699999999999999e-4,0.00107,337,2.175936824741267e-4,1.7557614803911936e-4,1.7557614803911936e-4
Lymphoma,Female,All,60-64,918696.2,1877,0.002045,0.0019500000000000001,0.00214,572,6.226214933728909e-4,5.919802411286779e-4,5.919802411286779e-4
Lymphoma,Female,All,70-74,750127.4,2703,0.0036049999999999997,0.00347,0.00374,1179,0.0015717330149518601,0.0014500203512096746,0.001812525439012093
Lymphoma,Female,Black,50-54,172564.2,169,9.8e-4,8.349999999999999e-4,0.00114,43,2.491826230469587e-4,1.8097677849750993e-4,3.6195355699501986e-4
Lymphoma,Female,Black,60-64,96576.4,129,0.001335,0.0011149999999999999,0.0015850000000000003,36,3.7276187557208596e-4,3.2337209711689406e-4,6.467441942337881e-4
Lymphoma,Female,Black,70-74,66563.6,144,0.0021649999999999994,0.001825,0.0025449999999999995,70,0.0010516258135076827,9.383540854160532e-4,0.0014075311281240798
Melanoma of the Skin,Male,All,50-54,1482093,2517,0.0017000000000000001,0.0016350000000000002,0.0017649999999999999,350,2.3615252214267255e-4,1.7905469494829273e-4,1.7905469494829273e-4
Melanoma of the Skin,Male,All,60-64,836793,2342,0.0028,0.002685,0.002915,407,4.8638074171270554e-4,3.171342374995967e-4,6.342684749991934e-4
Melanoma of the Skin,Male,All,70-74,592901.4,2662,0.00449,0.00432,0.004665,737,0.0012430397364553364,0.001342764800352976,0.001342764800352976
Melanoma of the Skin,Male,Black,50-54,148162.6,9,6e-5,3e-5,1.1499999999999998e-4,2,1.3498683203453502e-5,0,0
Melanoma of the Skin,Male,Black,60-64,78088,19,2.4500000000000005e-4,1.45e-4,3.7999999999999997e-4,7,8.964245466653007e-5,0,3.692866509578937e-4
Melanoma of the Skin,Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,1,2.183921099298525e-5,0,0
Melanoma of the Skin,Female,All,50-54,1548758.2,1798,0.00116,0.00111,0.0012150000000000002,158,1.0201721611546593e-4,0,1.7557614803911936e-4
Melanoma of the Skin,Female,All,60-64,918696.2,1318,0.001435,0.00136,0.0015150000000000003,155,1.6871736271468197e-4,0,2.9599012056433894e-4
Melanoma of the Skin,Female,All,70-74,750127.4,1438,0.0019149999999999998,0.0018199999999999998,0.0020199999999999997,305,4.0659759928780094e-4,3.6250508780241866e-4,3.6250508780241866e-4
Melanoma of the Skin,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,1,5.794944722022296e-6,0,0
Melanoma of the Skin,Female,Black,60-64,96576.4,11,1.1499999999999999e-4,5.500000000000001e-5,2.05e-4,3,3.1063489631007164e-5,0,0
Melanoma of the Skin,Female,Black,70-74,66563.6,8,1.1999999999999999e-4,4.9999999999999996e-5,2.35e-4,2,3.0046451814505222e-5,0,0
Mesothelioma,Male,All,50-54,1482093,67,4.5e-5,3.5e-5,5.500000000000001e-5,52,3.508551757548278e-5,0,0
Mesothelioma,Male,All,60-64,836793,152,1.7999999999999998e-4,1.55e-4,2.15e-4,131,1.5655006674291015e-4,0,3.171342374995967e-4
Mesothelioma,Male,All,70-74,592901.4,364,6.15e-4,5.5e-4,6.799999999999999e-4,314,5.295990193310388e-4,4.475882667843254e-4,4.475882667843254e-4
Mesothelioma,Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,3,2.0248024805180255e-5,0,0
Mesothelioma,Male,Black,60-64,78088,6,7.500000000000001e-5,2.9999999999999997e-5,1.65e-4,4,5.1224259809445757e-5,0,0
Mesothelioma,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,12,0.00026207053191582296,0,6.297741825583326e-4
Mesothelioma,Female,All,50-54,1548758.2,41,2.5e-5,2e-5,3.5e-5,22,1.4204928826204117e-5,0,0
Mesothelioma,Female,All,60-64,918696.2,45,5e-5,3.5000000000000004e-5,6.5e-5,31,3.374347254293639e-5,0,0
Mesothelioma,Female,All,70-74,750127.4,54,7e-5,5.5e-5,9.499999999999999e-5,47,6.265602349680867e-5,0,0
Mesothelioma,Female,Black,50-54,172564.2,4,2.4999999999999998e-5,5e-6,5.9999999999999995e-5,0,0,0,0
Mesothelioma,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Mesothelioma,Female,Black,70-74,66563.6,5,7.5e-5,2.4999999999999998e-5,1.75e-4,4,6.0092903629010445e-5,0,0
Myeloma,Male,All,50-54,1482093,562,3.7999999999999997e-4,3.4999999999999994e-4,4.0999999999999994e-4,276,1.8622313174679323e-4,1.7905469494829273e-4,1.7905469494829273e-4
Myeloma,Male,All,60-64,836793,746,8.9e-4,8.3e-4,9.6e-4,436,5.210368633580826e-4,3.171342374995967e-4,6.342684749991934e-4
Myeloma,Male,All,70-74,592901.4,1100,0.0018549999999999999,0.0017449999999999996,0.00197,763,0.0012868918845528108,0.001342764800352976,0.001342764800352976
Myeloma,Male,Black,50-54,148162.6,121,8.15e-4,6.799999999999998e-4,9.750000000000001e-4,67,4.5220588731569234e-4,3.8925958372760736e-4,5.83889375591411e-4
Myeloma,Male,Black,60-64,78088,136,0.0017399999999999996,0.0014600000000000001,0.00206,73,9.34842741522385e-4,7.385733019157874e-4,0.0011078599528736809
Myeloma,Male,Black,70-74,45789.2,141,0.00308,0.00259,0.0036300000000000004,95,0.0020747250443335983,0.0018893225476749975,0.0025190967302333306
Myeloma,Female,All,50-54,1548758.2,413,2.65e-4,2.3999999999999998e-4,2.9500000000000007e-4,201,1.2978139518486488e-4,1.7557614803911936e-4,1.7557614803911936e-4
Myeloma,Female,All,60-64,918696.2,578,6.3e-4,5.8e-4,6.85e-4,316,3.4396572011509354e-4,2.9599012056433894e-4,2.9599012056433894e-4
Myeloma,Female,All,70-74,750127.4,904,0.0012050000000000001,0.00113,0.001285,612,8.158614123414236e-4,7.250101756048373e-4,7.250101756048373e-4
Myeloma,Female,Black,50-54,172564.2,125,7.25e-4,6.05e-4,8.65e-4,59,3.419017385993155e-4,1.8097677849750993e-4,3.6195355699501986e-4
Myeloma,Female,Black,60-64,96576.4,124,0.0012850000000000001,0.00107,0.0015300000000000003,71,7.351692546005028e-4,6.467441942337881e-4,9.701162913506821e-4
Myeloma,Female,Black,70-74,66563.6,159,0.0023899999999999993,0.00203,0.0027899999999999995,106,0.0015924619461687769,0.0014075311281240798,0.0018767081708321064
Nasopharynx,Male,All,50-54,1482093,138,9.499999999999999e-5,8e-5,1.1000000000000002e-4,56,3.778440354282761e-5,0,0
Nasopharynx,Male,All,60-64,836793,125,1.5000000000000001e-4,1.25e-4,1.7999999999999998e-4,64,7.648247535531487e-5,0,0
Nasopharynx,Male,All,70-74,592901.4,73,1.2499999999999998e-4,9.499999999999999e-5,1.55e-4,46,7.758456971091651e-5,0,0
Nasopharynx,Male,Black,50-54,148162.6,13,9e-5,4.5e-5,1.5e-4,6,4.049604961036051e-5,0,0
Nasopharynx,Male,Black,60-64,78088,13,1.65e-4,9e-5,2.85e-4,7,8.964245466653007e-5,0,3.692866509578937e-4
Nasopharynx,Male,Black,70-74,45789.2,6,1.3000000000000002e-4,5e-5,2.85e-4,2,4.36784219859705e-5,0,0
Nasopharynx,Female,All,50-54,1548758.2,59,4e-5,2.9999999999999997e-5,5e-5,21,1.3559250243194839e-5,0,0
Nasopharynx,Female,All,60-64,918696.2,45,5e-5,3.5000000000000004e-5,6.5e-5,20,2.1769982285765414e-5,0,0
Nasopharynx,Female,All,70-74,750127.4,43,5.5e-5,4e-5,7.5e-5,19,2.5329030775305634e-5,0,0
Nasopharynx,Female,Black,50-54,172564.2,6,3.5e-5,1.4999999999999999e-5,7.5e-5,3,1.7384834166066887e-5,0,0
Nasopharynx,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Nasopharynx,Female,Black,70-74,66563.6,1,1.4999999999999999e-5,0,8.499999999999999e-5,1,1.5023225907252611e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,50-54,1482093,106,7e-5,5.9999999999999995e-5,8.5e-5,45,3.036246713262933e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,60-64,836793,100,1.2e-4,9.499999999999999e-5,1.45e-4,47,5.6166817839059364e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,70-74,592901.4,92,1.55e-4,1.2499999999999998e-4,1.8999999999999998e-4,49,8.264443295293281e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,5,3.3746708008633755e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,60-64,78088,12,1.55e-4,8e-5,2.7e-4,5,6.403032476180719e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,4,8.7356843971941e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,50-54,1548758.2,45,2.9999999999999997e-5,2e-5,4e-5,17,1.0976535911157727e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,60-64,918696.2,62,6.5e-5,5e-5,8.5e-5,24,2.61239787429185e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,70-74,750127.4,61,8e-5,5.999999999999999e-5,1.05e-4,31,4.1326313370235506e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,3,1.7384834166066887e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,60-64,96576.4,5,5.000000000000001e-5,1.5000000000000002e-5,1.2000000000000002e-4,2,2.0708993087338108e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,70-74,66563.6,3,4.4999999999999996e-5,9.999999999999999e-6,1.3e-4,1,1.5023225907252611e-5,0,0
Oropharynx,Male,All,50-54,1482093,81,5.500000000000001e-5,4.5e-5,7e-5,42,2.8338302657120708e-5,0,0
Oropharynx,Male,All,60-64,836793,88,1.05e-4,8.499999999999999e-5,1.3e-4,49,5.855689519391295e-5,0,0
Oropharynx,Male,All,70-74,592901.4,61,1.0499999999999999e-4,8e-5,1.3000000000000002e-4,45,7.589794863024442e-5,0,0
Oropharynx,Male,Black,50-54,148162.6,16,1.1e-4,6e-5,1.75e-4,11,7.424275761899426e-5,0,1.9462979186380368e-4
Oropharynx,Male,Black,60-64,78088,15,1.8999999999999998e-4,1.1000000000000002e-4,3.15e-4,10,1.2806064952361438e-4,0,3.692866509578937e-4
Oropharynx,Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,7,1.5287447695089672e-4,0,6.297741825583326e-4
Oropharynx,Female,All,50-54,1548758.2,13,1e-5,5e-6,1.4999999999999999e-5,7,4.519750081064946e-6,0,0
Oropharynx,Female,All,60-64,918696.2,17,2.0000000000000005e-5,1.0000000000000003e-5,3e-5,7,7.619493800017895e-6,0,0
Oropharynx,Female,All,70-74,750127.4,30,4e-5,2.4999999999999998e-5,5.5e-5,20,2.6662137658216457e-5,0,0
Oropharynx,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,1,5.794944722022296e-6,0,0
Oropharynx,Female,Black,60-64,96576.4,3,3.0000000000000004e-5,5e-6,9e-5,1,1.0354496543669054e-5,0,0
Oropharynx,Female,Black,70-74,66563.6,3,4.4999999999999996e-5,9.999999999999999e-6,1.3e-4,2,3.0046451814505222e-5,0,0
Other Biliary,Male,All,50-54,1482093,102,7e-5,5.500000000000001e-5,8.5e-5,72,4.8579947412206924e-5,0,0
Other Biliary,Male,All,60-64,836793,178,2.15e-4,1.85e-4,2.45e-4,131,1.5655006674291015e-4,0,3.171342374995967e-4
Other Biliary,Male,All,70-74,592901.4,296,4.999999999999999e-4,4.45e-4,5.6e-4,224,3.7780312207054997e-4,4.475882667843254e-4,4.475882667843254e-4
Other Biliary,Male,Black,50-54,148162.6,10,6.5e-5,3e-5,1.25e-4,8,5.399473281381401e-5,0,1.9462979186380368e-4
Other Biliary,Male,Black,60-64,78088,14,1.8e-4,9.999999999999999e-5,3.0000000000000003e-4,11,1.4086671447597582e-4,0,3.692866509578937e-4
Other Biliary,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,10,2.1839210992985247e-4,0,6.297741825583326e-4
Other Biliary,Female,All,50-54,1548758.2,81,5e-5,4e-5,6.500000000000001e-5,61,3.938639356356596e-5,0,0
Other Biliary,Female,All,60-64,918696.2,135,1.45e-4,1.25e-4,1.7500000000000003e-4,92,1.0014191851452091e-4,0,0
Other Biliary,Female,All,70-74,750127.4,237,3.1499999999999996e-4,2.7499999999999996e-4,3.5999999999999997e-4,185,2.466247733385022e-4,3.6250508780241866e-4,3.6250508780241866e-4
Other Biliary,Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,4,2.3179778888089184e-5,0,0
Other Biliary,Female,Black,60-64,96576.4,16,1.65e-4,9.499999999999999e-5,2.7000000000000006e-4,11,1.138994619803596e-4,0,3.2337209711689406e-4
Other Biliary,Female,Black,70-74,66563.6,17,2.5499999999999996e-4,1.5e-4,4.0999999999999994e-4,14,2.1032516270153655e-4,0,4.691770427080266e-4
Other Digestive Organs,Male,All,50-54,1482093,39,2.5e-5,2e-5,3.5e-5,35,2.3615252214267256e-5,0,0
Other Digestive Organs,Male,All,60-64,836793,43,4.9999999999999996e-5,3.5000000000000004e-5,7.000000000000001e-5,38,4.541146974221821e-5,0,0
Other Digestive Organs,Male,All,70-74,592901.4,73,1.2499999999999998e-4,9.499999999999999e-5,1.55e-4,67,1.1300361240503058e-4,0,0
Other Digestive Organs,Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,4,2.6997366406907005e-5,0,0
Other Digestive Organs,Male,Black,60-64,78088,11,1.4000000000000001e-4,7.000000000000001e-5,2.5e-4,10,1.2806064952361438e-4,0,3.692866509578937e-4
Other Digestive Organs,Male,Black,70-74,45789.2,7,1.55e-4,6.000000000000001e-5,3.15e-4,7,1.5287447695089672e-4,0,6.297741825583326e-4
Other Digestive Organs,Female,All,50-54,1548758.2,29,2e-5,1.4999999999999999e-5,2.5e-5,24,1.5496285992222673e-5,0,0
Other Digestive Organs,Female,All,60-64,918696.2,35,4.000000000000001e-5,2.5e-5,5.500000000000001e-5,29,3.156647431435985e-5,0,0
Other Digestive Organs,Female,All,70-74,750127.4,76,9.999999999999999e-5,8e-5,1.25e-4,67,8.931816115502513e-5,0,0
Other Digestive Organs,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,2,1.1589889444044592e-5,0,0
Other Digestive Organs,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Other Digestive Organs,Female,Black,70-74,66563.6,15,2.25e-4,1.2499999999999998e-4,3.7e-4,12,1.8027871088703134e-4,0,4.691770427080266e-4
Other Endocrine including Thymus,Male,All,50-54,1482093,62,4e-5,2.9999999999999997e-5,5.500000000000001e-5,25,1.6868037295905183e-5,0,0
Other Endocrine including Thymus,Male,All,60-64,836793,73,8.499999999999999e-5,7.000000000000001e-5,1.1e-4,35,4.182635370993782e-5,0,0
Other Endocrine including Thymus,Male,All,70-74,592901.4,65,1.1e-4,8.499999999999999e-5,1.4e-4,37,6.240497998486764e-5,0,0
Other Endocrine including Thymus,Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,2,1.3498683203453502e-5,0,0
Other Endocrine including Thymus,Male,Black,60-64,78088,8,9.999999999999999e-5,4.5e-5,1.9999999999999998e-4,3,3.8418194857084316e-5,0,0
Other Endocrine including Thymus,Male,Black,70-74,45789.2,3,6.500000000000001e-5,1.5000000000000002e-5,1.8999999999999998e-4,3,6.551763297895574e-5,0,0
Other Endocrine including Thymus,Female,All,50-54,1548758.2,60,4e-5,2.9999999999999997e-5,5e-5,25,1.614196457523195e-5,0,0
Other Endocrine including Thymus,Female,All,60-64,918696.2,56,6e-5,4.5e-5,8.000000000000002e-5,24,2.61239787429185e-5,0,0
Other Endocrine including Thymus,Female,All,70-74,750127.4,62,8.499999999999999e-5,6.500000000000001e-5,1.05e-4,21,2.799524454112728e-5,0,0
Other Endocrine including Thymus,Female,Black,50-54,172564.2,9,4.9999999999999996e-5,2.4999999999999998e-5,9.999999999999999e-5,3,1.7384834166066887e-5,0,0
Other Endocrine including Thymus,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Other Endocrine including Thymus,Female,Black,70-74,66563.6,9,1.35e-4,5.9999999999999995e-5,2.5499999999999996e-4,2,3.0046451814505222e-5,0,0
Other Female Genital Organs,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Other Female Genital Organs,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Other Female Genital Organs,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Other Female Genital Organs,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Other Female Genital Organs,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
