Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Larynx,Male,Black,60-64,390440,190,4.87e-4,4.2e-4,5.61e-4,103,2.6380493801864564e-4,2.622418092408565e-4,2.622418092408565e-4
Larynx,Male,Black,70-74,228946,128,5.59e-4,4.66e-4,6.65e-4,72,3.144846382989875e-4,2.2361100870947734e-4,4.472220174189547e-4
Larynx,Female,All,50-54,7743791,166,2.1000000000000002e-5,1.8e-5,2.5e-5,73,9.426907311935458e-6,0,0
Larynx,Female,All,60-64,4593481,257,5.6e-5,4.9000000000000005e-5,6.3e-5,158,3.4396572011509354e-5,0,0
Larynx,Female,All,70-74,3750637,266,7.099999999999999e-5,6.3e-5,8e-5,185,4.932495466770045e-5,0,0
Larynx,Female,Black,50-54,862821,30,3.5e-5,2.2999999999999997e-5,5e-5,18,2.086180099928027e-5,0,6.421318326744482e-5
Larynx,Female,Black,60-64,482882,41,8.5e-5,6.1e-5,1.15e-4,22,4.555978479214384e-5,0,1.1473710554545417e-4
Larynx,Female,Black,70-74,332818,29,8.699999999999999e-5,5.8e-5,1.25e-4,18,5.408361326610941e-5,0,1.6647081287670738e-4
Leukemia,Male,All,50-54,7410465,1019,1.3800000000000002e-4,1.29e-4,1.46e-4,494,6.666248339341729e-5,6.275399667902082e-5,6.275399667902082e-5
Leukemia,Male,All,60-64,4183965,1457,3.4799999999999995e-4,3.31e-4,3.6700000000000003e-4,867,2.0721970666580624e-4,2.2229454405091822e-4,2.2229454405091822e-4
Leukemia,Male,All,70-74,2964507,2092,7.059999999999999e-4,6.76e-4,7.37e-4,1573,5.306109919794421e-4,4.706040120667619e-4,6.274720160890158e-4
Leukemia,Male,Black,50-54,740813,108,1.46e-4,1.2e-4,1.7600000000000002e-4,62,8.369183586141172e-5,6.910630078035887e-5,1.3821260156071774e-4
Leukemia,Male,Black,60-64,390440,117,3e-4,2.48e-4,3.59e-4,78,1.9977461325683843e-4,1.3112090462042824e-4,2.622418092408565e-4
Leukemia,Male,Black,70-74,228946,127,5.55e-4,4.62e-4,6.6e-4,97,4.236806932639138e-4,4.472220174189547e-4,4.472220174189547e-4
Leukemia,Female,All,50-54,7743791,676,8.699999999999999e-5,8.099999999999999e-5,9.400000000000001e-5,327,4.222737932880678e-5,6.155404981875157e-5,6.155404981875157e-5
Leukemia,Female,All,60-64,4593481,940,2.05e-4,1.92e-4,2.18e-4,499,1.0863221160596941e-4,1.0376916699992881e-4,1.0376916699992881e-4
Leukemia,Female,All,70-74,3750637,1349,3.6e-4,3.41e-4,3.79e-4,915,2.4395855957268058e-4,2.541763956362613e-4,2.541763956362613e-4
Leukemia,Female,Black,50-54,862821,62,7.2e-5,5.5e-5,9.199999999999999e-5,34,3.940562410975162e-5,0,6.421318326744482e-5
Leukemia,Female,Black,60-64,482882,83,1.7199999999999998e-4,1.37e-4,2.13e-4,45,9.319046889302148e-5,1.1473710554545417e-4,1.1473710554545417e-4
Leukemia,Female,Black,70-74,332818,110,3.31e-4,2.72e-4,3.9799999999999997e-4,79,2.3736696933459128e-4,1.6647081287670738e-4,3.3294162575341475e-4
Lip,Male,All,50-54,7410465,121,1.6e-5,1.4e-5,2e-5,24,3.238663160813795e-6,0,0
Lip,Male,All,60-64,4183965,152,3.6e-5,3.1e-5,4.2999999999999995e-5,40,9.56030941941436e-6,0,0
Lip,Male,All,70-74,2964507,212,7.2e-5,6.2e-5,8.199999999999999e-5,117,3.94669332877271e-5,0,0
Lip,Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
Lip,Male,Black,60-64,390440,1,3e-6,0,1.4e-5,0,0,0,0
Lip,Male,Black,70-74,228946,4,1.7e-5,5e-6,4.5e-5,2,8.735684397194098e-6,0,0
Lip,Female,All,50-54,7743791,36,5e-6,3e-6,6e-6,7,9.039500162129892e-7,0,0
Lip,Female,All,60-64,4593481,38,8e-6,6e-6,1.1000000000000001e-5,13,2.8300976971495037e-6,0,0
Lip,Female,All,70-74,3750637,55,1.5e-5,1.1000000000000001e-5,1.8999999999999998e-5,22,5.86567028480762e-6,0,0
Lip,Female,Black,50-54,862821,2,2e-6,0,8e-6,0,0,0,0
Lip,Female,Black,60-64,482882,2,4e-6,1e-6,1.5e-5,1,2.070899308733811e-6,0,0
Lip,Female,Black,70-74,332818,0,0,0,1.1000000000000001e-5,0,0,0,0
Liver,Male,All,50-54,7410465,1116,1.5099999999999998e-4,1.4199999999999998e-4,1.6e-4,924,1.2468853169133112e-4,1.2550799335804165e-4,1.2550799335804165e-4
Liver,Male,All,60-64,4183965,969,2.32e-4,2.17e-4,2.47e-4,811,1.9383527347862614e-4,2.2229454405091822e-4,2.2229454405091822e-4
Liver,Male,All,70-74,2964507,1054,3.5600000000000003e-4,3.34e-4,3.7799999999999997e-4,930,3.137115210050103e-4,3.137360080445079e-4,3.137360080445079e-4
Liver,Male,Black,50-54,740813,200,2.7e-4,2.34e-4,3.1e-4,159,2.146290629349107e-4,2.0731890234107665e-4,2.764252031214355e-4
Liver,Male,Black,60-64,390440,121,3.1e-4,2.57e-4,3.7e-4,94,2.4075402110439504e-4,1.3112090462042824e-4,2.622418092408565e-4
Liver,Male,Black,70-74,228946,89,3.8899999999999997e-4,3.12e-4,4.7799999999999996e-4,74,3.232203226961816e-4,2.2361100870947734e-4,4.472220174189547e-4
Liver,Female,All,50-54,7743791,215,2.8e-5,2.4e-5,3.2e-5,174,2.2469614688722876e-5,0,0
Liver,Female,All,60-64,4593481,368,8e-5,7.2e-5,8.900000000000001e-5,309,6.726924526301513e-5,1.0376916699992881e-4,1.0376916699992881e-4
Liver,Female,All,70-74,3750637,553,1.47e-4,1.35e-4,1.6e-4,499,0.00013304406691450011,1.2708819781813064e-4,1.2708819781813064e-4
Liver,Female,Black,50-54,862821,37,4.2999999999999995e-5,3e-5,5.9000000000000004e-5,30,3.476966833213378e-5,0,6.421318326744482e-5
Liver,Female,Black,60-64,482882,36,7.5e-5,5.2000000000000004e-5,1.0300000000000001e-4,27,5.591428133581289e-5,0,1.1473710554545417e-4
Liver,Female,Black,70-74,332818,46,1.3800000000000002e-4,1.01e-4,1.8399999999999997e-4,41,1.2319045243947143e-4,1.6647081287670738e-4,1.6647081287670738e-4
Lung and Bronchus,Male,All,50-54,7410465,4779,6.45e-4,6.270000000000001e-4,6.63e-4,3833,5.172414956416366e-4,5.020319734321666e-4,5.647859701111874e-4
Lung and Bronchus,Male,All,60-64,4183965,10451,0.0024980000000000002,0.00245,0.002546,8559,0.0020456672080191875,0.002000650896458264,0.002111798168483723
Lung and Bronchus,Male,All,70-74,2964507,14927,0.005035,0.004955,0.005117,12708,0.004286716138636205,0.004235436108600857,0.004392304112623111
Lung and Bronchus,Male,Black,50-54,740813,865,0.001168,0.001091,0.001248,616,8.315188853327358e-4,7.601693085839477e-4,8.983819101446654e-4
Lung and Bronchus,Male,Black,60-64,390440,1428,0.003657,0.00347,0.003852,1074,0.002750742751767237,0.0026224180924085652,0.0028846599016494213
Lung and Bronchus,Male,Black,70-74,228946,1396,0.006097999999999999,0.005782000000000001,0.006426,1074,0.004691062521293231,0.004472220174189547,0.004919442191608502
Lung and Bronchus,Female,All,50-54,7743791,3803,4.91e-4,4.76e-4,5.070000000000001e-4,2883,3.722982709631497e-4,3.693242989125094e-4,3.693242989125094e-4
Lung and Bronchus,Female,All,60-64,4593481,7603,0.001655,0.001618,0.001693,6116,0.0013314521165974128,0.0013489991709990747,0.0013489991709990747
Lung and Bronchus,Female,All,70-74,3750637,11441,0.00305,0.002995,0.003107,9650,0.002572896284017888,0.0025417639563626126,0.0026688521541807435
Lung and Bronchus,Female,Black,50-54,862821,547,6.34e-4,5.82e-4,6.89e-4,395,4.578006330397614e-4,3.8527909960466884e-4,5.137054661395585e-4
Lung and Bronchus,Female,Black,60-64,482882,769,0.001593,0.0014819999999999998,0.001709,598,0.0012383977866228188,0.001147371055454542,0.00137684526654545
Lung and Bronchus,Female,Black,70-74,332818,869,0.002611,0.00244,0.002791,699,0.0021002469818339154,0.001997649754520489,0.0023305913802739034
Lymphoma,Male,All,50-54,7410465,2251,3.0399999999999996e-4,2.91e-4,3.17e-4,880,1.1875098256317248e-4,1.2550799335804165e-4,1.2550799335804165e-4
Lymphoma,Male,All,60-64,4183965,2323,5.55e-4,5.329999999999999e-4,5.78e-4,1178,2.815511124017529e-4,2.2229454405091822e-4,3.334418160763773e-4
Lymphoma,Male,All,70-74,2964507,2930,9.88e-4,9.53e-4,0.001025,1973,6.6554067843321e-4,6.274720160890158e-4,6.274720160890158e-4
Lymphoma,Male,Black,50-54,740813,233,3.15e-4,2.75e-4,3.58e-4,119,1.6063433012109669e-4,1.3821260156071774e-4,2.0731890234107665e-4
Lymphoma,Male,Black,60-64,390440,153,3.9200000000000004e-4,3.3200000000000005e-4,4.59e-4,96,2.4587644708533963e-4,2.622418092408565e-4,2.622418092408565e-4
Lymphoma,Male,Black,70-74,228946,150,6.55e-4,5.55e-4,7.69e-4,93,4.0620932446952556e-4,2.2361100870947734e-4,4.472220174189547e-4
Lymphoma,Female,All,50-54,7743791,1578,2.04e-4,1.94e-4,2.14e-4,465,6.004810821986286e-5,6.155404981875157e-5,6.155404981875157e-5
Lymphoma,Female,All,60-64,4593481,1877,4.0899999999999997e-4,3.9e-4,4.28e-4,779,1.6958816200611258e-4,2.0753833399985761e-4,2.0753833399985761e-4
Lymphoma,Female,All,70-74,3750637,2703,7.21e-4,6.940000000000001e-4,7.48e-4,1622,4.324598728162709e-4,3.812645934543919e-4,5.083527912725225e-4
Lymphoma,Female,Black,50-54,862821,169,1.9600000000000002e-4,1.67e-4,2.28e-4,62,7.185731455307648e-5,6.421318326744482e-5,6.421318326744482e-5
Lymphoma,Female,Black,60-64,482882,129,2.67e-4,2.23e-4,3.17e-4,53,1.0975766336289197e-4,1.1473710554545417e-4,1.1473710554545417e-4
Lymphoma,Female,Black,70-74,332818,144,4.3299999999999995e-4,3.65e-4,5.09e-4,82,2.4638090487894286e-4,1.6647081287670738e-4,3.3294162575341475e-4
Melanoma of the Skin,Male,All,50-54,7410465,2517,3.4e-4,3.2700000000000003e-4,3.5299999999999996e-4,496,6.693237199015176e-5,6.275399667902082e-5,6.275399667902082e-5
Melanoma of the Skin,Male,All,60-64,4183965,2342,5.6e-4,5.37e-4,5.83e-4,653,1.560720512719394e-4,1.1114727202545911e-4,2.2229454405091822e-4
Melanoma of the Skin,Male,All,70-74,2964507,2662,8.979999999999999e-4,8.640000000000001e-4,9.33e-4,1247,4.206432975196213e-4,4.706040120667619e-4,4.706040120667619e-4
Melanoma of the Skin,Male,Black,50-54,740813,9,1.2e-5,6e-6,2.2999999999999997e-5,3,4.049604961036051e-6,0,0
Melanoma of the Skin,Male,Black,60-64,390440,19,4.9000000000000005e-5,2.9e-5,7.599999999999999e-5,10,2.5612129904722878e-5,0,0
Melanoma of the Skin,Male,Black,70-74,228946,9,3.9e-5,1.8e-5,7.5e-5,3,1.3103526595791147e-5,0,0
Melanoma of the Skin,Female,All,50-54,7743791,1798,2.32e-4,2.22e-4,2.43e-4,239,3.086343626784349e-5,0,6.155404981875157e-5
Melanoma of the Skin,Female,All,60-64,4593481,1318,2.87e-4,2.72e-4,3.03e-4,249,5.420725589155588e-5,0,1.0376916699992881e-4
Melanoma of the Skin,Female,All,70-74,3750637,1438,3.83e-4,3.64e-4,4.04e-4,540,1.4397554335436887e-4,1.2708819781813064e-4,1.2708819781813064e-4
Melanoma of the Skin,Female,Black,50-54,862821,3,3e-6,1e-6,1e-5,1,1.1589889444044592e-6,0,0
Melanoma of the Skin,Female,Black,60-64,482882,11,2.2999999999999997e-5,1.1000000000000001e-5,4.0999999999999994e-5,5,1.0354496543669054e-5,0,0
Melanoma of the Skin,Female,Black,70-74,332818,8,2.4e-5,1e-5,4.7000000000000004e-5,4,1.201858072580209e-5,0,0
Mesothelioma,Male,All,50-54,7410465,67,9e-6,7e-6,1.1000000000000001e-5,55,7.42193641019828e-6,0,0
Mesothelioma,Male,All,60-64,4183965,152,3.6e-5,3.1e-5,4.2999999999999995e-5,133,3.178802881955274e-5,0,0
Mesothelioma,Male,All,70-74,2964507,364,1.23e-4,1.1e-4,1.36e-4,321,1.0828107337914871e-4,1.5686800402225394e-4,1.5686800402225394e-4
Mesothelioma,Male,Black,50-54,740813,4,5e-6,1e-6,1.4e-5,3,4.049604961036051e-6,0,0
Mesothelioma,Male,Black,60-64,390440,6,1.5e-5,6e-6,3.2999999999999996e-5,4,1.0244851961889151e-5,0,0
Mesothelioma,Male,Black,70-74,228946,16,7e-5,4e-5,1.1300000000000001e-4,13,5.678194858176164e-5,0,0
Mesothelioma,Female,All,50-54,7743791,41,5e-6,4e-6,7e-6,31,4.003207214657524e-6,0,0
Mesothelioma,Female,All,60-64,4593481,45,1e-5,7e-6,1.3000000000000001e-5,34,7.4017939771602405e-6,0,0
Mesothelioma,Female,All,70-74,3750637,54,1.4e-5,1.1000000000000001e-5,1.8999999999999998e-5,47,1.2531204699361735e-5,0,0
Mesothelioma,Female,Black,50-54,862821,4,5e-6,1e-6,1.2e-5,1,1.1589889444044592e-6,0,0
Mesothelioma,Female,Black,60-64,482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
Mesothelioma,Female,Black,70-74,332818,5,1.5e-5,5e-6,3.5e-5,4,1.201858072580209e-5,0,0
Myeloma,Male,All,50-54,7410465,562,7.599999999999999e-5,7e-5,8.199999999999999e-5,367,4.9524557500777614e-5,6.275399667902082e-5,6.275399667902082e-5
Myeloma,Male,All,60-64,4183965,746,1.7800000000000002e-4,1.6600000000000002e-4,1.92e-4,564,1.3480036281374248e-4,1.1114727202545911e-4,1.1114727202545911e-4
Myeloma,Male,All,70-74,2964507,1100,3.71e-4,3.4899999999999997e-4,3.94e-4,922,3.110129272759349e-4,3.137360080445079e-4,3.137360080445079e-4
Myeloma,Male,Black,50-54,740813,121,1.63e-4,1.36e-4,1.95e-4,82,1.1068920226831872e-4,6.910630078035887e-5,1.3821260156071774e-4
Myeloma,Male,Black,60-64,390440,136,3.4799999999999995e-4,2.92e-4,4.1200000000000004e-4,93,2.3819280811392276e-4,1.3112090462042824e-4,2.622418092408565e-4
Myeloma,Male,Black,70-74,228946,141,6.16e-4,5.18e-4,7.26e-4,108,4.717269574484813e-4,4.472220174189547e-4,6.708330261284321e-4
Myeloma,Female,All,50-54,7743791,413,5.3e-5,4.8e-5,5.9000000000000004e-5,260,3.3575286316482455e-5,0,6.155404981875157e-5
Myeloma,Female,All,60-64,4593481,578,1.26e-4,1.16e-4,1.37e-4,409,8.903922754878054e-5,1.0376916699992881e-4,1.0376916699992881e-4
Myeloma,Female,All,70-74,3750637,904,2.41e-4,2.2600000000000002e-4,2.57e-4,732,1.9516684765814448e-4,1.2708819781813064e-4,2.541763956362613e-4
Myeloma,Female,Black,50-54,862821,125,1.45e-4,1.21e-4,1.73e-4,77,8.924214871914337e-5,6.421318326744482e-5,1.2842636653488963e-4
Myeloma,Female,Black,60-64,482882,124,2.57e-4,2.14e-4,3.06e-4,89,1.8431003847730915e-4,1.1473710554545417e-4,2.2947421109090834e-4
Myeloma,Female,Black,70-74,332818,159,4.7799999999999996e-4,4.06e-4,5.58e-4,123,3.695713573184143e-4,3.3294162575341475e-4,4.994124386301222e-4
Nasopharynx,Male,All,50-54,7410465,138,1.8999999999999998e-5,1.6e-5,2.2000000000000003e-5,78,1.0525655272644834e-5,0,0
Nasopharynx,Male,All,60-64,4183965,125,3e-5,2.5e-5,3.6e-5,78,1.8642603367858e-5,0,0
Nasopharynx,Male,All,70-74,2964507,73,2.5e-5,1.8999999999999998e-5,3.1e-5,58,1.956480453579634e-5,0,0
Nasopharynx,Male,Black,50-54,740813,13,1.8e-5,9e-6,3e-5,6,8.099209922072103e-6,0,0
Nasopharynx,Male,Black,60-64,390440,13,3.2999999999999996e-5,1.8e-5,5.7e-5,7,1.7928490933306013e-5,0,0
Nasopharynx,Male,Black,70-74,228946,6,2.6000000000000002e-5,1e-5,5.7e-5,2,8.735684397194098e-6,0,0
Nasopharynx,Female,All,50-54,7743791,59,8e-6,6e-6,1e-5,27,3.486664348250101e-6,0,0
Nasopharynx,Female,All,60-64,4593481,45,1e-5,7e-6,1.3000000000000001e-5,25,5.442495571441353e-6,0,0
Nasopharynx,Female,All,70-74,3750637,43,1.1000000000000001e-5,8e-6,1.5e-5,25,6.665534414554114e-6,0,0
Nasopharynx,Female,Black,50-54,862821,6,7e-6,3e-6,1.5e-5,3,3.476966833213378e-6,0,0
Nasopharynx,Female,Black,60-64,482882,4,8e-6,2e-6,2.1000000000000002e-5,2,4.141798617467622e-6,0,0
Nasopharynx,Female,Black,70-74,332818,1,3e-6,0,1.7e-5,1,3.0046451814505223e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,50-54,7410465,106,1.4e-5,1.2e-5,1.7e-5,57,7.691825006932763e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,60-64,4183965,100,2.4e-5,1.8999999999999998e-5,2.9e-5,56,1.3384433187180102e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,70-74,2964507,92,3.1e-5,2.5e-5,3.7999999999999995e-5,56,1.88901561035275e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,50-54,740813,11,1.5e-5,7e-6,2.7000000000000002e-5,6,8.099209922072103e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,60-64,390440,12,3.1e-5,1.6e-5,5.4000000000000005e-5,7,1.7928490933306013e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,70-74,228946,9,3.9e-5,1.8e-5,7.5e-5,5,2.1839210992985245e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,50-54,7743791,45,6e-6,4e-6,8e-6,17,2.1953071822315453e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,60-64,4593481,62,1.3000000000000001e-5,1e-5,1.7e-5,32,6.966394331444933e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,70-74,3750637,61,1.6e-5,1.2e-5,2.1000000000000002e-5,38,1.0131612310122254e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,50-54,862821,5,6e-6,2e-6,1.4e-5,3,3.476966833213378e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,60-64,482882,5,1e-5,3e-6,2.4e-5,3,6.212697926201432e-6,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,70-74,332818,3,9e-6,2e-6,2.6000000000000002e-5,1,3.0046451814505223e-6,0,0
Oropharynx,Male,All,50-54,7410465,81,1.1000000000000001e-5,9e-6,1.4e-5,53,7.152047813463797e-6,0,0
Oropharynx,Male,All,60-64,4183965,88,2.1000000000000002e-5,1.7e-5,2.6000000000000002e-5,62,1.4818479600092256e-5,0,0
Oropharynx,Male,All,70-74,2964507,61,2.1000000000000002e-5,1.6e-5,2.6000000000000002e-5,50,1.6866210806720984e-5,0,0
Oropharynx,Male,Black,50-54,740813,16,2.2000000000000003e-5,1.2e-5,3.5e-5,13,1.7548288164489553e-5,0,0
Oropharynx,Male,Black,60-64,390440,15,3.7999999999999995e-5,2.2000000000000003e-5,6.3e-5,10,2.5612129904722878e-5,0,0
Oropharynx,Male,Black,70-74,228946,9,3.9e-5,1.8e-5,7.5e-5,8,3.494273758877639e-5,0,0
Oropharynx,Female,All,50-54,7743791,13,2e-6,1e-6,3e-6,7,9.039500162129892e-7,0,0
Oropharynx,Female,All,60-64,4593481,17,4e-6,2e-6,6e-6,9,1.959298405718887e-6,0,0
Oropharynx,Female,All,70-74,3750637,30,8e-6,5e-6,1.1000000000000001e-5,24,6.3989130379719496e-6,0,0
Oropharynx,Female,Black,50-54,862821,3,3e-6,1e-6,1e-5,1,1.1589889444044592e-6,0,0
Oropharynx,Female,Black,60-64,482882,3,6e-6,1e-6,1.8e-5,2,4.141798617467622e-6,0,0
Oropharynx,Female,Black,70-74,332818,3,9e-6,2e-6,2.6000000000000002e-5,2,6.009290362901045e-6,0,0
Other Biliary,Male,All,50-54,7410465,102,1.4e-5,1.1000000000000001e-5,1.7e-5,74,9.985878079175868e-6,0,0
Other Biliary,Male,All,60-64,4183965,178,4.2999999999999995e-5,3.7000000000000005e-5,4.9000000000000005e-5,142,3.393909843892098e-5,0,0
Other Biliary,Male,All,70-74,2964507,296,1e-4,8.900000000000001e-5,1.12e-4,247,8.331908138520166e-5,0,1.5686800402225394e-4
Other Biliary,Male,Black,50-54,740813,10,1.3000000000000001e-5,6e-6,2.5e-5,9,1.2148814883108153e-5,0,0
Other Biliary,Male,Black,60-64,390440,14,3.6e-5,2e-5,6e-5,12,3.0734555885667454e-5,0,0
Other Biliary,Male,Black,70-74,228946,16,7e-5,4e-5,1.1300000000000001e-4,10,4.367842198597049e-5,0,0
Other Biliary,Female,All,50-54,7743791,81,1e-5,8e-6,1.3000000000000001e-5,65,8.393821579120614e-6,0,0
Other Biliary,Female,All,60-64,4593481,135,2.9e-5,2.5e-5,3.5e-5,102,2.2205381931480723e-5,0,0
Other Biliary,Female,All,70-74,3750637,237,6.3e-5,5.5e-5,7.2e-5,192,5.1191304303775597e-5,0,0
Other Biliary,Female,Black,50-54,862821,5,6e-6,2e-6,1.4e-5,4,4.635955777617837e-6,0,0
Other Biliary,Female,Black,60-64,482882,16,3.2999999999999996e-5,1.8999999999999998e-5,5.4000000000000005e-5,11,2.277989239607192e-5,0,0
Other Biliary,Female,Black,70-74,332818,17,5.1e-5,3e-5,8.199999999999999e-5,14,4.206503254030731e-5,0,0
Other Digestive Organs,Male,All,50-54,7410465,39,5e-6,4e-6,7e-6,35,4.723050442853451e-6,0,0
Other Digestive Organs,Male,All,60-64,4183965,43,1e-5,7e-6,1.4e-5,38,9.082293948443642e-6,0,0
Other Digestive Organs,Male,All,70-74,2964507,73,2.5e-5,1.8999999999999998e-5,3.1e-5,69,2.3275370913274954e-5,0,0
Other Digestive Organs,Male,Black,50-54,740813,4,5e-6,1e-6,1.4e-5,4,5.399473281381401e-6,0,0
Other Digestive Organs,Male,Black,60-64,390440,11,2.8e-5,1.4e-5,5e-5,10,2.5612129904722878e-5,0,0
Other Digestive Organs,Male,Black,70-74,228946,7,3.1e-5,1.2e-5,6.3e-5,7,3.057489539017934e-5,0,0
Other Digestive Organs,Female,All,50-54,7743791,29,4e-6,3e-6,5e-6,24,3.0992571984445344e-6,0,0
Other Digestive Organs,Female,All,60-64,4593481,35,8e-6,5e-6,1.1000000000000001e-5,30,6.530994685729624e-6,0,0
Other Digestive Organs,Female,All,70-74,3750637,76,2e-5,1.6e-5,2.5e-5,70,1.866349636075152e-5,0,0
Other Digestive Organs,Female,Black,50-54,862821,3,3e-6,1e-6,1e-5,2,2.3179778888089185e-6,0,0
Other Digestive Organs,Female,Black,60-64,482882,4,8e-6,2e-6,2.1000000000000002e-5,3,6.212697926201432e-6,0,0
Other Digestive Organs,Female,Black,70-74,332818,15,4.5e-5,2.5e-5,7.400000000000001e-5,13,3.906038735885679e-5,0,0
Other Endocrine including Thymus,Male,All,50-54,7410465,62,8e-6,6e-6,1.1000000000000001e-5,30,4.048328951017244e-6,0,0
Other Endocrine including Thymus,Male,All,60-64,4183965,73,1.7e-5,1.4e-5,2.2000000000000003e-5,44,1.0516340361355796e-5,0,0
Other Endocrine including Thymus,Male,All,70-74,2964507,65,2.2000000000000003e-5,1.7e-5,2.8e-5,47,1.5854238158317724e-5,0,0
Other Endocrine including Thymus,Male,Black,50-54,740813,11,1.5e-5,7e-6,2.7000000000000002e-5,3,4.049604961036051e-6,0,0
Other Endocrine including Thymus,Male,Black,60-64,390440,8,2e-5,9e-6,4e-5,5,1.2806064952361439e-5,0,0
Other Endocrine including Thymus,Male,Black,70-74,228946,3,1.3000000000000001e-5,3e-6,3.7999999999999995e-5,3,1.3103526595791147e-5,0,0
Other Endocrine including Thymus,Female,All,50-54,7743791,60,8e-6,6e-6,1e-5,34,4.390614364463091e-6,0,0
Other Endocrine including Thymus,Female,All,60-64,4593481,56,1.2e-5,9e-6,1.6e-5,31,6.748694508587279e-6,0,0
Other Endocrine including Thymus,Female,All,70-74,3750637,62,1.7e-5,1.3000000000000001e-5,2.1000000000000002e-5,29,7.732019920882772e-6,0,0
Other Endocrine including Thymus,Female,Black,50-54,862821,9,1e-5,5e-6,2e-5,4,4.635955777617837e-6,0,0
Other Endocrine including Thymus,Female,Black,60-64,482882,4,8e-6,2e-6,2.1000000000000002e-5,2,4.141798617467622e-6,0,0
Other Endocrine including Thymus,Female,Black,70-74,332818,9,2.7000000000000002e-5,1.2e-5,5.1e-5,4,1.201858072580209e-5,0,0
Other Female Genital Organs,Male,All,50-54,7410465,0,0,0,0,0,0,0,0
Other Female Genital Organs,Male,All,60-64,4183965,0,0,0,1e-6,0,0,0,0
Other Female Genital Organs,Male,All,70-74,2964507,0,0,0,1e-6,0,0,0,0
Other Female Genital Organs,Male,Black,50-54,740813,0,0,0,5e-6,0,0,0,0
Other Female Genital Organs,Male,Black,60-64,390440,0,0,0,9e-6,0,0,0,0
Other Female Genital Organs,Male,Black,70-74,228946,0,0,0,1.6e-5,0,0,0,0
Other Female Genital Organs,Female,All,50-54,7743791,85,1.1000000000000001e-5,9e-6,1.4e-5,34,4.390614364463091e-6,0,0
Other Female Genital Organs,Female,All,60-64,4593481,97,2.1000000000000002e-5,1.7e-5,2.6000000000000002e-5,44,9.578792205736782e-6,0,0
Other Female Genital Organs,Female,All,70-74,3750637,101,2.7000000000000002e-5,2.2000000000000003e-5,3.2999999999999996e-5,69,1.8396874984169356e-5,0,0
Other Female Genital Organs,Female,Black,50-54,862821,8,9e-6,4e-6,1.8e-5,4,4.635955777617837e-6,0,0
Other Female Genital Organs,Female,Black,60-64,482882,7,1.4e-5,6e-6,3e-5,3,6.212697926201432e-6,0,0
Other Female Genital Organs,Female,Black,70-74,332818,6,1.8e-5,7e-6,3.9e-5,2,6.009290362901045e-6,0,0
Other Male Genital Organs,Male,All,50-54,7410465,23,3e-6,2e-6,5e-6,6,8.096657902034488e-7,0,0
Other Male Genital Organs,Male,All,60-64,4183965,27,6e-6,4e-6,9e-6,4,9.56030941941436e-7,0,0
Other Male Genital Organs,Male,All,70-74,2964507,38,1.3000000000000001e-5,9e-6,1.8e-5,21,7.083808538822813e-6,0,0
Other Male Genital Organs,Male,Black,50-54,740813,3,4e-6,1e-6,1.2e-5,2,2.6997366406907004e-6,0,0
Other Male Genital Organs,Male,Black,60-64,390440,1,3e-6,0,1.4e-5,0,0,0,0
Other Male Genital Organs,Male,Black,70-74,228946,3,1.3000000000000001e-5,3e-6,3.7999999999999995e-5,3,1.3103526595791147e-5,0,0
Other Male Genital Organs,Female,All,50-54,7743791,0,0,0,0,0,0,0,0
Other Male Genital Organs,Female,All,60-64,4593481,0,0,0,1e-6,0,0,0,0
Other Male Genital Organs,Female,All,70-74,3750637,0,0,0,1e-6,0,0,0,0
Other Male Genital Organs,Female,Black,50-54,862821,0,0,0,4e-6,0,0,0,0
Other Male Genital Organs,Female,Black,60-64,482882,0,0,0,8e-6,0,0,0,0
Other Male Genital Organs,Female,Black,70-74,332818,0,0,0,1.1000000000000001e-5,0,0,0,0
Other Non-Epithelial Skin,Male,All,50-54,7410465,132,1.8e-5,1.5e-5,2.1000000000000002e-5,21,2.833830265712071e-6,0,0
Other Non-Epithelial Skin,Male,All,60-64,4183965,149,3.6e-5,3e-5,4.2000000000000004e-5,45,1.0755348096841155e-5,0,0
Other Non-Epithelial Skin,Male,All,70-74,2964507,281,9.5e-5,8.400000000000001e-5,1.07e-4,161,5.430919879764156e-5,0,0
