Age,Site,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
60-64,"C77.9-Lymph node, NOS",4183965,354,8.5e-5,7.599999999999999e-5,9.400000000000001e-5,227,5.425475595517649e-5,0,0
60-64,C80.9-Unknown primary site,4183965,1095,2.6199999999999997e-4,2.46e-4,2.78e-4,925,2.2108215532395706e-4,1.6079086034419504e-4,1.6079086034419504e-4
70-74,C00.0-External upper lip,2964507,16,5e-6,3e-6,9e-6,8,2.698593729075357e-6,0,0
70-74,C00.1-External lower lip,2964507,150,5.1e-5,4.2999999999999995e-5,5.9000000000000004e-5,102,3.4407070045710806e-5,0,0
70-74,"C00.2-External lip, NOS",2964507,5,2e-6,1e-6,4e-6,4,1.3492968645376785e-6,0,0
70-74,C00.3-Mucosa of upper lip,2964507,3,1e-6,0,3e-6,3,1.011972648403259e-6,0,0
70-74,C00.4-Mucosa of lower lip,2964507,24,8e-6,5e-6,1.2e-5,19,6.409160106553973e-6,0,0
70-74,"C00.5-Mucosa of lip, NOS",2964507,2,1e-6,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,C00.6-Commissure of lip,2964507,2,1e-6,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,C00.8-Overlapping lesion of lip,2964507,3,1e-6,0,3e-6,1,3.3732421613441963e-7,0,0
70-74,"C00.9-Lip, NOS",2964507,8,3e-6,1e-6,5e-6,6,2.023945296806518e-6,0,0
70-74,"C01.9-Base of tongue, NOS",2964507,226,7.599999999999999e-5,6.7e-5,8.699999999999999e-5,189,6.375427684940531e-5,0,0
70-74,"C02.0-Dorsal surface of tongue, NOS",2964507,12,4e-6,2e-6,7e-6,12,4.047890593613036e-6,0,0
70-74,C02.1-Border of tongue,2964507,48,1.6e-5,1.2e-5,2.1000000000000002e-5,39,1.3155644429242366e-5,0,0
70-74,"C02.2-Ventral surface of tongue, NOS",2964507,31,1e-5,7e-6,1.5e-5,23,7.758456971091653e-6,0,0
70-74,"C02.3-Anterior 2/3 of tongue, NOS",2964507,32,1.1000000000000001e-5,7e-6,1.5e-5,25,8.433105403360492e-6,0,0
70-74,C02.4-Lingual tonsil,2964507,4,1e-6,0,3e-6,2,6.746484322688393e-7,0,0
70-74,C02.8-Overlapping lesion of tongue,2964507,20,7e-6,4e-6,1e-5,16,5.397187458150714e-6,0,0
70-74,"C02.9-Tongue, NOS",2964507,86,2.9e-5,2.2999999999999997e-5,3.6e-5,70,2.3612695129409377e-5,0,0
70-74,C03.0-Upper gum,2964507,14,5e-6,3e-6,8e-6,8,2.698593729075357e-6,0,0
70-74,C03.1-Lower gum,2964507,39,1.3000000000000001e-5,9e-6,1.8e-5,29,9.78240226789817e-6,0,0
70-74,"C03.9-Gum, NOS",2964507,9,3e-6,1e-6,6e-6,8,2.698593729075357e-6,0,0
70-74,C04.0-Anterior floor of mouth,2964507,37,1.2e-5,9e-6,1.7e-5,34,1.1469023348570268e-5,0,0
70-74,C04.1-Lateral floor of mouth,2964507,19,6e-6,4e-6,1e-5,16,5.397187458150714e-6,0,0
70-74,C04.8-Overlapping lesion of floor of mouth,2964507,3,1e-6,0,3e-6,3,1.011972648403259e-6,0,0
70-74,"C04.9-Floor of mouth, NOS",2964507,70,2.4e-5,1.8e-5,3e-5,57,1.922748031966192e-5,0,0
70-74,C05.0-Hard palate,2964507,25,8e-6,5e-6,1.2e-5,19,6.409160106553973e-6,0,0
70-74,"C05.1-Soft palate, NOS",2964507,46,1.6e-5,1.1000000000000001e-5,2.1000000000000002e-5,37,1.2480995996973528e-5,0,0
70-74,C05.2-Uvula,2964507,7,2e-6,1e-6,5e-6,6,2.023945296806518e-6,0,0
70-74,C05.8-Overlapping lesion of palate,2964507,7,2e-6,1e-6,5e-6,5,1.6866210806720983e-6,0,0
70-74,"C05.9-Palate, NOS",2964507,7,2e-6,1e-6,5e-6,5,1.6866210806720983e-6,0,0
70-74,C06.0-Cheek mucosa,2964507,40,1.3000000000000001e-5,1e-5,1.8e-5,27,9.10775383562933e-6,0,0
70-74,C06.1-Vestibule of mouth,2964507,2,1e-6,0,2e-6,2,6.746484322688393e-7,0,0
70-74,C06.2-Retromolar area,2964507,48,1.6e-5,1.2e-5,2.1000000000000002e-5,39,1.3155644429242366e-5,0,0
70-74,C06.8-Overlapping lesion of other & unspecified mouth,2964507,2,1e-6,0,2e-6,0,0,0,0
70-74,"C06.9-Mouth, NOS",2964507,16,5e-6,3e-6,9e-6,12,4.047890593613036e-6,0,0
70-74,C07.9-Parotid gland,2964507,185,6.2e-5,5.4000000000000005e-5,7.2e-5,134,4.520144496201223e-5,0,0
70-74,C08.0-Submandibular gland,2964507,29,1e-5,7e-6,1.4e-5,18,6.071835890419554e-6,0,0
70-74,C08.1-Sublingual gland,2964507,0,0,0,1e-6,0,0,0,0
70-74,C08.8-Overlapping lesion of major salivary glands,2964507,0,0,0,1e-6,0,0,0,0
70-74,"C08.9-Major salivary gland, NOS",2964507,4,1e-6,0,3e-6,4,1.3492968645376785e-6,0,0
70-74,C09.0-Tonsillar fossa,2964507,51,1.7e-5,1.3000000000000001e-5,2.2999999999999997e-5,43,1.4504941293780045e-5,0,0
70-74,C09.1-Tonsillar pillar,2964507,22,7e-6,5e-6,1.1000000000000001e-5,18,6.071835890419554e-6,0,0
70-74,C09.8-Overlapping lesion of tonsil,2964507,0,0,0,1e-6,0,0,0,0
70-74,"C09.9-Tonsil, NOS",2964507,135,4.599999999999999e-5,3.7999999999999995e-5,5.4000000000000005e-5,106,3.575636691024848e-5,0,0
70-74,C10.0-Vallecula,2964507,7,2e-6,1e-6,5e-6,7,2.3612695129409377e-6,0,0
70-74,C10.1-Anterior surface of epiglottis,2964507,6,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
70-74,C10.2-Lateral wall of oropharynx,2964507,7,2e-6,1e-6,5e-6,6,2.023945296806518e-6,0,0
70-74,C10.3-Posterior wall of oropharynx,2964507,4,1e-6,0,3e-6,4,1.3492968645376785e-6,0,0
70-74,C10.4-Branchial cleft,2964507,0,0,0,1e-6,0,0,0,0
70-74,C10.8-Overlapping lesion of oropharynx,2964507,5,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
70-74,"C10.9-Oropharynx, NOS",2964507,34,1.1000000000000001e-5,8e-6,1.6e-5,28,9.44507805176375e-6,0,0
70-74,C11.0-Superior wall of nasopharynx,2964507,0,0,0,1e-6,0,0,0,0
70-74,C11.1-Posterior wall of nasopharynx,2964507,4,1e-6,0,3e-6,4,1.3492968645376785e-6,0,0
70-74,C11.2-Lateral wall of nasopharynx,2964507,6,2e-6,1e-6,4e-6,6,2.023945296806518e-6,0,0
70-74,C11.3-Anterior wall of nasopharynx,2964507,2,1e-6,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,C11.8-Overlapping lesion of nasopharynx,2964507,7,2e-6,1e-6,5e-6,7,2.3612695129409377e-6,0,0
70-74,"C11.9-Nasopharynx, NOS",2964507,64,2.2000000000000003e-5,1.7e-5,2.8e-5,53,1.787818345512424e-5,0,0
70-74,C12.9-Pyriform sinus,2964507,125,4.2000000000000004e-5,3.5e-5,5e-5,108,3.643101534251732e-5,0,0
70-74,C13.0-Postcricoid region,2964507,3,1e-6,0,3e-6,2,6.746484322688393e-7,0,0
70-74,"C13.1-Aryepiglottic fold, hypopharyngeal",2964507,14,5e-6,3e-6,8e-6,13,4.3852148097474555e-6,0,0
70-74,C13.2-Posterior wall of hypopharynx,2964507,16,5e-6,3e-6,9e-6,14,4.722539025881875e-6,0,0
70-74,C13.8-Overlapping lesion of hypopharynx,2964507,12,4e-6,2e-6,7e-6,11,3.710566377478616e-6,0,0
70-74,"C13.9-Hypopharynx, NOS",2964507,40,1.3000000000000001e-5,1e-5,1.8e-5,37,1.2480995996973528e-5,0,0
70-74,"C14.0-Pharynx, NOS",2964507,43,1.5e-5,1e-5,2e-5,38,1.2818320213107947e-5,0,0
70-74,C14.2-Waldeyers ring,2964507,2,1e-6,0,2e-6,2,6.746484322688393e-7,0,0
70-74,"C14.8-Overlapping lesion of lip, oral cavity & pharynx",2964507,7,2e-6,1e-6,5e-6,5,1.6866210806720983e-6,0,0
70-74,C15.0-Cervical esophagus,2964507,32,1.1000000000000001e-5,7e-6,1.5e-5,28,9.44507805176375e-6,0,0
70-74,C15.1-Thoracic esophagus,2964507,23,8e-6,5e-6,1.2e-5,21,7.083808538822813e-6,0,0
70-74,C15.2-Abdominal esophagus,2964507,19,6e-6,4e-6,1e-5,16,5.397187458150714e-6,0,0
70-74,C15.3-Upper third of esophagus,2964507,62,2.1000000000000002e-5,1.6e-5,2.7000000000000002e-5,53,1.787818345512424e-5,0,0
70-74,C15.4-Middle third of esophagus,2964507,201,6.8e-5,5.9000000000000004e-5,7.8e-5,173,5.83570893912546e-5,0,0
70-74,C15.5-Lower third of esophagus,2964507,665,2.24e-4,2.0800000000000001e-4,2.42e-4,590,1.990212875193076e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C15.8-Overlapping lesion of esophagus,2964507,52,1.8e-5,1.3000000000000001e-5,2.2999999999999997e-5,44,1.4842265509914464e-5,0,0
70-74,"C15.9-Esophagus, NOS",2964507,146,4.9000000000000005e-5,4.2000000000000004e-5,5.8e-5,123,4.1490878584533614e-5,0,0
70-74,"C16.0-Cardia, NOS",2964507,540,1.82e-4,1.67e-4,1.9800000000000002e-4,479,1.6157829952838701e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C16.1-Fundus of stomach,2964507,86,2.9e-5,2.2999999999999997e-5,3.6e-5,71,2.3950019345543796e-5,0,0
70-74,C16.2-Body of stomach,2964507,126,4.2999999999999995e-5,3.5e-5,5.1e-5,114,3.845496063932384e-5,0,0
70-74,C16.3-Gastric antrum,2964507,301,1.02e-4,9e-5,1.14e-4,245,8.264443295293281e-5,0,0
70-74,C16.4-Pylorus,2964507,43,1.5e-5,1e-5,2e-5,40,1.3492968645376786e-5,0,0
70-74,C16.5-Lesser curvature of stomach NOS,2964507,150,5.1e-5,4.2999999999999995e-5,5.9000000000000004e-5,119,4.014158171999594e-5,0,0
70-74,C16.6-Greater curvature of stomach NOS,2964507,78,2.6000000000000002e-5,2.1000000000000002e-5,3.2999999999999996e-5,63,2.1251425616468437e-5,0,0
70-74,C16.8-Overlapping lesion of stomach,2964507,130,4.4000000000000006e-5,3.7000000000000005e-5,5.2000000000000004e-5,107,3.6093691126382905e-5,0,0
70-74,"C16.9-Stomach, NOS",2964507,374,1.26e-4,1.14e-4,1.4e-4,324,1.0929304602755197e-4,0,2.2693261712655765e-4
70-74,C17.0-Duodenum,2964507,114,3.7999999999999995e-5,3.2e-5,4.599999999999999e-5,87,2.934720680369451e-5,0,0
70-74,C17.1-Jejunum,2964507,31,1e-5,7e-6,1.5e-5,22,7.421132754957232e-6,0,0
70-74,C17.2-Ileum,2964507,78,2.6000000000000002e-5,2.1000000000000002e-5,3.2999999999999996e-5,51,1.7203535022855403e-5,0,0
70-74,C17.3-Meckels diverticulum,2964507,4,1e-6,0,3e-6,1,3.3732421613441963e-7,0,0
70-74,C17.8-Overlapping lesion of small intestine,2964507,6,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
70-74,"C17.9-Small intestine, NOS",2964507,75,2.5e-5,2e-5,3.2e-5,54,1.821550767125866e-5,0,0
70-74,C18.0-Cecum,2964507,1354,4.5700000000000005e-4,4.3299999999999995e-4,4.82e-4,974,3.2855378651492473e-4,2.2693261712655765e-4,4.538652342531153e-4
70-74,C18.1-Appendix,2964507,56,1.8999999999999998e-5,1.4e-5,2.5e-5,45,1.5179589726048884e-5,0,0
70-74,C18.2-Ascending colon,2964507,1065,3.59e-4,3.38e-4,3.81e-4,708,2.388255450231691e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C18.3-Hepatic flexure of colon,2964507,379,1.28e-4,1.15e-4,1.4099999999999998e-4,264,8.905359305948679e-5,0,0
70-74,C18.4-Transverse colon,2964507,592,2e-4,1.8399999999999997e-4,2.1600000000000002e-4,417,1.40664198128053e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C18.5-Splenic flexure of colon,2964507,281,9.5e-5,8.400000000000001e-5,1.07e-4,183,6.173033155259879e-5,0,0
70-74,C18.6-Descending colon,2964507,478,1.61e-4,1.47e-4,1.7600000000000002e-4,310,1.045705070016701e-4,0,2.2693261712655765e-4
70-74,C18.7-Sigmoid colon,2964507,2069,6.979999999999999e-4,6.68e-4,7.29e-4,1414,4.7697644161406936e-4,4.538652342531153e-4,4.538652342531153e-4
70-74,C18.8-Overlapping lesion of colon,2964507,60,2e-5,1.5e-5,2.6000000000000002e-5,52,1.7540859238989822e-5,0,0
70-74,"C18.9-Colon, NOS",2964507,267,9e-5,8e-5,1.02e-4,232,7.825921814318536e-5,0,0
70-74,C19.9-Rectosigmoid junction,2964507,734,2.48e-4,2.3e-4,2.66e-4,549,1.851909946577964e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,"C20.9-Rectum, NOS",2964507,1846,6.23e-4,5.95e-4,6.52e-4,1367,4.6112220345575166e-4,4.538652342531153e-4,4.538652342531153e-4
70-74,"C21.0-Anus, NOS",2964507,54,1.8e-5,1.4e-5,2.4e-5,42,1.4167617077645626e-5,0,0
70-74,C21.1-Anal canal,2964507,39,1.3000000000000001e-5,9e-6,1.8e-5,29,9.78240226789817e-6,0,0
70-74,C21.2-Cloacogenic zone,2964507,9,3e-6,1e-6,6e-6,8,2.698593729075357e-6,0,0
70-74,"C21.8-Overlapping lesion of rectum, anus, and anal canal",2964507,32,1.1000000000000001e-5,7e-6,1.5e-5,27,9.10775383562933e-6,0,0
70-74,C22.0-Liver,2964507,1065,3.59e-4,3.38e-4,3.81e-4,953,3.214699779761019e-4,2.2693261712655765e-4,4.538652342531153e-4
70-74,C22.1-Intrahepatic bile duct,2964507,132,4.5e-5,3.7000000000000005e-5,5.3e-5,121,4.0816230152264776e-5,0,0
70-74,C23.9-Gallbladder,2964507,128,4.2999999999999995e-5,3.6e-5,5.1e-5,111,3.744298799092058e-5,0,0
70-74,C24.0-Extrahepatic bile duct,2964507,167,5.6e-5,4.8e-5,6.599999999999999e-5,148,4.992398398789411e-5,0,0
70-74,C24.1-Ampulla of Vater,2964507,111,3.7000000000000005e-5,3.1e-5,4.5e-5,91,3.069650366823219e-5,0,0
70-74,C24.8-Overlapping lesion of biliary tract,2964507,3,1e-6,0,3e-6,3,1.011972648403259e-6,0,0
70-74,"C24.9-Biliary tract, NOS",2964507,15,5e-6,3e-6,8e-6,13,4.3852148097474555e-6,0,0
70-74,C25.0-Head of pancreas,2964507,949,3.2e-4,3e-4,3.41e-4,833,2.8099107203997156e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C25.1-Body of pancreas,2964507,140,4.7000000000000004e-5,4e-5,5.6e-5,115,3.879228485545826e-5,0,0
70-74,C25.2-Tail of pancreas,2964507,218,7.400000000000001e-5,6.4e-5,8.400000000000001e-5,195,6.577822214621183e-5,0,0
70-74,C25.3-Pancreatic duct,2964507,11,4e-6,2e-6,7e-6,8,2.698593729075357e-6,0,0
70-74,C25.4-Islets of Langerhans,2964507,3,1e-6,0,3e-6,3,1.011972648403259e-6,0,0
70-74,C25.7-Other specified parts of pancreas,2964507,10,3e-6,2e-6,6e-6,10,3.3732421613441966e-6,0,0
70-74,C25.8-Overlapping lesion of pancreas,2964507,138,4.7000000000000004e-5,3.9e-5,5.5e-5,124,4.182820280066804e-5,0,0
70-74,"C25.9-Pancreas, NOS",2964507,460,1.55e-4,1.4099999999999998e-4,1.7e-4,411,1.3864025283124649e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,"C26.0-Intestinal tract, NOS",2964507,8,3e-6,1e-6,5e-6,6,2.023945296806518e-6,0,0
70-74,C26.8-Overlapping lesion of digestive system,2964507,5,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
70-74,"C26.9-Gastrointestinal tract, NOS",2964507,74,2.5e-5,2e-5,3.1e-5,70,2.3612695129409377e-5,0,0
70-74,C30.0-Nasal cavity,2964507,65,2.2000000000000003e-5,1.7e-5,2.8e-5,48,1.6191562374452143e-5,0,0
70-74,C30.1-Middle ear,2964507,5,2e-6,1e-6,4e-6,4,1.3492968645376785e-6,0,0
70-74,C31.0-Maxillary sinus,2964507,31,1e-5,7e-6,1.5e-5,23,7.758456971091653e-6,0,0
70-74,C31.1-Ethmoid sinus,2964507,10,3e-6,2e-6,6e-6,7,2.3612695129409377e-6,0,0
70-74,C31.2-Frontal sinus,2964507,2,1e-6,0,2e-6,2,6.746484322688393e-7,0,0
70-74,C31.3-Sphenoid sinus,2964507,3,1e-6,0,3e-6,1,3.3732421613441963e-7,0,0
70-74,C31.8-Overlapping lesion of accessory sinuses,2964507,1,0,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,"C31.9-Accessory sinus, NOS",2964507,5,2e-6,1e-6,4e-6,3,1.011972648403259e-6,0,0
70-74,C32.0-Glottis,2964507,630,2.13e-4,1.9600000000000002e-4,2.3e-4,478,1.6124097531225259e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C32.1-Supraglottis,2964507,288,9.7e-5,8.599999999999999e-5,1.09e-4,243,8.196978452066398e-5,0,0
70-74,C32.2-Subglottis,2964507,17,6e-6,3e-6,9e-6,15,5.059863242016295e-6,0,0
70-74,C32.3-Laryngeal cartilage,2964507,6,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
70-74,C32.8-Overlapping lesion of larynx,2964507,28,9e-6,6e-6,1.4e-5,23,7.758456971091653e-6,0,0
70-74,"C32.9-Larynx, NOS",2964507,81,2.7000000000000002e-5,2.2000000000000003e-5,3.4e-5,66,2.2263398264871697e-5,0,0
70-74,C33.9-Trachea,2964507,12,4e-6,2e-6,7e-6,10,3.3732421613441966e-6,0,0
70-74,C34.0-Main bronchus,2964507,782,2.6399999999999997e-4,2.46e-4,2.83e-4,681,2.297177911875398e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,"C34.1-Upper lobe, lung",2964507,7038,0.0023740000000000002,0.002319,0.00243,6077,0.002049919261448868,0.002042393554139019,0.002042393554139019
70-74,"C34.2-Middle lobe, lung",2964507,580,1.9600000000000002e-4,1.8e-4,2.12e-4,481,1.6225294796065585e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,"C34.3-Lower lobe, lung",2964507,3557,0.0012,0.001161,0.00124,3066,0.0010342360466681307,9.077304685062306e-4,0.0011346630856327884
70-74,C34.8-Overlapping lesion of lung,2964507,227,7.7e-5,6.7e-5,8.699999999999999e-5,204,6.881414009142161e-5,0,0
70-74,"C34.9-Lung, NOS",2964507,2790,9.41e-4,9.07e-4,9.77e-4,2562,8.642246417363831e-4,9.077304685062306e-4,9.077304685062306e-4
70-74,C37.9-Thymus,2964507,37,1.2e-5,9e-6,1.7e-5,31,1.045705070016701e-5,0,0
70-74,C38.0-Heart,2964507,4,1e-6,0,3e-6,4,1.3492968645376785e-6,0,0
70-74,C38.1-Anterior mediastinum,2964507,2,1e-6,0,2e-6,0,0,0,0
70-74,C38.2-Posterior mediastinum,2964507,1,0,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,"C38.3-Mediastinum, NOS",2964507,9,3e-6,1e-6,6e-6,7,2.3612695129409377e-6,0,0
70-74,"C38.4-Pleura, NOS",2964507,333,1.12e-4,1.01e-4,1.25e-4,295,9.95106437596538e-5,0,0
70-74,"C38.8-Overlapping lesion of heart, mediastinum and pleura",2964507,0,0,0,1e-6,0,0,0,0
70-74,"C39.0-Upper respiratory tract, NOS",2964507,0,0,0,1e-6,0,0,0,0
70-74,C39.8-Overlapping lesion of respiratory system,2964507,0,0,0,1e-6,0,0,0,0
70-74,C39.9-Ill-defined sites within respiratory system,2964507,3,1e-6,0,3e-6,2,6.746484322688393e-7,0,0
70-74,"C40.0-Long bones: upper limb, scapula, and associated joints",2964507,12,4e-6,2e-6,7e-6,10,3.3732421613441966e-6,0,0
70-74,C40.1-Short bones of upper limb and associated joints,2964507,1,0,0,2e-6,0,0,0,0
70-74,C40.2-Long bones of lower limb and associated joints,2964507,27,9e-6,6e-6,1.3000000000000001e-5,23,7.758456971091653e-6,0,0
70-74,C40.3-Short bones of lower limb and associated joints,2964507,2,1e-6,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,"C40.8-Overlap of bones, joints, and art. cartilage of limbs",2964507,0,0,0,1e-6,0,0,0,0
70-74,"C40.9-Bone of limb, NOS",2964507,2,1e-6,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,C41.0-Bones of skull and face and associated joints,2964507,4,1e-6,0,3e-6,2,6.746484322688393e-7,0,0
70-74,C41.1-Mandible,2964507,7,2e-6,1e-6,5e-6,5,1.6866210806720983e-6,0,0
70-74,C41.2-Vertebral column,2964507,28,9e-6,6e-6,1.4e-5,24,8.095781187226072e-6,0,0
70-74,"C41.3-Rib, sternum, clavicle and associated joints",2964507,16,5e-6,3e-6,9e-6,12,4.047890593613036e-6,0,0
70-74,"C41.4-Pelvic bones, sacrum, coccyx and associated joints",2964507,32,1.1000000000000001e-5,7e-6,1.5e-5,26,8.770429619494911e-6,0,0
70-74,"C41.8-Overlap bones, joints, and art. cartilage",2964507,0,0,0,1e-6,0,0,0,0
70-74,"C41.9-Bone, NOS",2964507,6,2e-6,1e-6,4e-6,6,2.023945296806518e-6,0,0
70-74,C42.0-Blood,2964507,108,3.6e-5,3e-5,4.4000000000000006e-5,90,3.035917945209777e-5,0,0
70-74,C42.1-Bone marrow,2964507,3154,0.001064,0.0010270000000000001,0.0011020000000000001,2674,9.020049539434381e-4,9.077304685062306e-4,9.077304685062306e-4
70-74,C42.2-Spleen,2964507,43,1.5e-5,1e-5,2e-5,34,1.1469023348570268e-5,0,0
70-74,"C42.3-Reticuloendothelial system, NOS",2964507,0,0,0,1e-6,0,0,0,0
70-74,"C42.4-Hematopoietic system, NOS",2964507,0,0,0,1e-6,0,0,0,0
70-74,"C44.0-Skin of lip, NOS",2964507,7,2e-6,1e-6,5e-6,3,1.011972648403259e-6,0,0
70-74,C44.1-Eyelid,2964507,36,1.2e-5,9e-6,1.7e-5,22,7.421132754957232e-6,0,0
70-74,C44.2-External ear,2964507,175,5.9000000000000004e-5,5.1e-5,6.8e-5,101,3.4069745829576384e-5,0,0
70-74,C44.3-Skin other/unspec parts of face,2964507,443,1.4900000000000002e-4,1.36e-4,1.6399999999999997e-4,299,1.0085994062419147e-4,0,0
70-74,C44.4-Skin of scalp and neck,2964507,342,1.15e-4,1.0300000000000001e-4,1.28e-4,233,7.859654235931977e-5,0,0
70-74,C44.5-Skin of trunk,2964507,994,3.35e-4,3.15e-4,3.57e-4,637,2.1487552567762532e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C44.6-Skin of upper limb and shoulder,2964507,717,2.42e-4,2.24e-4,2.6e-4,454,1.5314519412502653e-4,2.2693261712655765e-4,2.2693261712655765e-4
70-74,C44.7-Skin of lower limb and hip,2964507,247,8.300000000000001e-5,7.3e-5,9.400000000000001e-5,156,5.262257771696946e-5,0,0
70-74,C44.8-Overlapping lesion of skin,2964507,15,5e-6,3e-6,8e-6,11,3.710566377478616e-6,0,0
70-74,"C44.9-Skin, NOS",2964507,199,6.7e-5,5.8e-5,7.7e-5,165,5.5658495662179244e-5,0,0
70-74,"C47.0-Periph nerves & autonomic nerv sys: head, face, neck",2964507,0,0,0,1e-6,0,0,0,0
70-74,"C47.1-Periph nerves & autonomic nerv sys: upr limb, shoulder",2964507,5,2e-6,1e-6,4e-6,5,1.6866210806720983e-6,0,0
70-74,"C47.2-Periph nerves & autonomic nerv sys: lower limb, hip",2964507,0,0,0,1e-6,0,0,0,0
70-74,C47.3-Periph nerves & autonomic nerv sys: thorax,2964507,2,1e-6,0,2e-6,2,6.746484322688393e-7,0,0
70-74,C47.4-Periph nerves & autonomic nerv sys: abdomen,2964507,0,0,0,1e-6,0,0,0,0
70-74,C47.5-Periph nerves & autonomic nerv sys: pelvis,2964507,1,0,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,"C47.6-Periph nerves & autonomic nerv sys: trunk, NOS",2964507,1,0,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,C47.8-Overlap of peripheral nerves and autonomic nerv sys,2964507,0,0,0,1e-6,0,0,0,0
70-74,"C47.9-Autonomic nervous system, NOS",2964507,0,0,0,1e-6,0,0,0,0
70-74,C48.0-Retroperitoneum,2964507,53,1.8e-5,1.3000000000000001e-5,2.2999999999999997e-5,50,1.6866210806720984e-5,0,0
70-74,C48.1-Specified parts of peritoneum,2964507,14,5e-6,3e-6,8e-6,13,4.3852148097474555e-6,0,0
70-74,"C48.2-Peritoneum, NOS",2964507,20,7e-6,4e-6,1e-5,18,6.071835890419554e-6,0,0
70-74,C48.8-Overlapping lesion of retroperitoneum & peritoneum,2964507,2,1e-6,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,"C49.0-Conn, subcutaneous, other soft tis: head, face, neck",2964507,48,1.6e-5,1.2e-5,2.1000000000000002e-5,37,1.2480995996973528e-5,0,0
70-74,"C49.1-Conn, subcutaneous, other soft tis: upr limb, shoulder",2964507,52,1.8e-5,1.3000000000000001e-5,2.2999999999999997e-5,40,1.3492968645376786e-5,0,0
70-74,"C49.2-Conn, subcutaneous, other soft tis: lower limb, hip",2964507,95,3.2e-5,2.6000000000000002e-5,3.9e-5,62,2.091410140033402e-5,0,0
70-74,"C49.3-Conn, subcutaneous, other soft tis: thorax",2964507,47,1.6e-5,1.2e-5,2.1000000000000002e-5,39,1.3155644429242366e-5,0,0
70-74,"C49.4-Conn, subcutaneous, other soft tis: abdomen",2964507,37,1.2e-5,9e-6,1.7e-5,23,7.758456971091653e-6,0,0
70-74,"C49.5-Conn, subcutaneous, other soft tis: pelvis",2964507,46,1.6e-5,1.1000000000000001e-5,2.1000000000000002e-5,34,1.1469023348570268e-5,0,0
70-74,"C49.6-Conn, subcutaneous, other soft tis: trunk, NOS",2964507,15,5e-6,3e-6,8e-6,13,4.3852148097474555e-6,0,0
70-74,"C49.8-Overlap conn, subcutaneous, and other soft tissues",2964507,3,1e-6,0,3e-6,3,1.011972648403259e-6,0,0
70-74,"C49.9-Conn, subcutaneous and other soft tissues, NOS",2964507,8,3e-6,1e-6,5e-6,6,2.023945296806518e-6,0,0
70-74,C50.0-Nipple,2964507,14,5e-6,3e-6,8e-6,11,3.710566377478616e-6,0,0
70-74,C50.1-Central portion of breast,2964507,54,1.8e-5,1.4e-5,2.4e-5,38,1.2818320213107947e-5,0,0
70-74,C50.2-Upper-inner quadrant of breast,2964507,7,2e-6,1e-6,5e-6,3,1.011972648403259e-6,0,0
70-74,C50.3-Lower-inner quadrant of breast,2964507,1,0,0,2e-6,1,3.3732421613441963e-7,0,0
70-74,C50.4-Upper-outer quadrant of breast,2964507,17,6e-6,3e-6,9e-6,10,3.3732421613441966e-6,0,0
70-74,C50.5-Lower-outer quadrant of breast,2964507,4,1e-6,0,3e-6,2,6.746484322688393e-7,0,0
70-74,C50.6-Axillary tail of breast,2964507,0,0,0,1e-6,0,0,0,0
70-74,C50.8-Overlapping lesion of breast,2964507,17,6e-6,3e-6,9e-6,13,4.3852148097474555e-6,0,0
70-74,"C50.9-Breast, NOS",2964507,49,1.7e-5,1.2e-5,2.2000000000000003e-5,32,1.0794374916301428e-5,0,0
70-74,C51.0-Labium majus,2964507,0,0,0,1e-6,0,0,0,0
70-74,C51.1-Labium minus,2964507,0,0,0,1e-6,0,0,0,0
70-74,C51.2-Clitoris,2964507,0,0,0,1e-6,0,0,0,0
