Age,Site,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
50-54,"C24.9-Biliary tract, NOS",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C25.0-Head of pancreas,740813,60,8.099999999999999e-5,6.2e-5,1.0400000000000001e-4,46,6.209394273588612e-5,6.910630078035887e-5,6.910630078035887e-5
50-54,C25.1-Body of pancreas,740813,10,1.3000000000000001e-5,6e-6,2.5e-5,8,1.0798946562762802e-5,0,0
50-54,C25.2-Tail of pancreas,740813,20,2.7000000000000002e-5,1.6e-5,4.2000000000000004e-5,18,2.4297629766216306e-5,0,6.910630078035887e-5
50-54,C25.3-Pancreatic duct,740813,3,4e-6,1e-6,1.2e-5,2,2.6997366406907004e-6,0,0
50-54,C25.4-Islets of Langerhans,740813,0,0,0,5e-6,0,0,0,0
50-54,C25.7-Other specified parts of pancreas,740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C25.8-Overlapping lesion of pancreas,740813,9,1.2e-5,6e-6,2.2999999999999997e-5,8,1.0798946562762802e-5,0,0
50-54,"C25.9-Pancreas, NOS",740813,32,4.2999999999999995e-5,3e-5,6.1e-5,28,3.779631296966981e-5,0,6.910630078035887e-5
50-54,"C26.0-Intestinal tract, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C26.8-Overlapping lesion of digestive system,740813,0,0,0,5e-6,0,0,0,0
50-54,"C26.9-Gastrointestinal tract, NOS",740813,4,5e-6,1e-6,1.4e-5,4,5.399473281381401e-6,0,0
50-54,C30.0-Nasal cavity,740813,2,3e-6,0,1e-5,0,0,0,0
50-54,C30.1-Middle ear,740813,0,0,0,5e-6,0,0,0,0
50-54,C31.0-Maxillary sinus,740813,6,8e-6,3e-6,1.8e-5,3,4.049604961036051e-6,0,0
50-54,C31.1-Ethmoid sinus,740813,3,4e-6,1e-6,1.2e-5,2,2.6997366406907004e-6,0,0
50-54,C31.2-Frontal sinus,740813,0,0,0,5e-6,0,0,0,0
50-54,C31.3-Sphenoid sinus,740813,0,0,0,5e-6,0,0,0,0
50-54,C31.8-Overlapping lesion of accessory sinuses,740813,0,0,0,5e-6,0,0,0,0
50-54,"C31.9-Accessory sinus, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C32.0-Glottis,740813,65,8.800000000000001e-5,6.8e-5,1.12e-4,30,4.049604961036051e-5,0,6.910630078035887e-5
50-54,C32.1-Supraglottis,740813,45,6.1e-5,4.4000000000000006e-5,8.099999999999999e-5,29,3.914618129001516e-5,0,6.910630078035887e-5
50-54,C32.2-Subglottis,740813,4,5e-6,1e-6,1.4e-5,2,2.6997366406907004e-6,0,0
50-54,C32.3-Laryngeal cartilage,740813,0,0,0,5e-6,0,0,0,0
50-54,C32.8-Overlapping lesion of larynx,740813,5,7e-6,2e-6,1.6e-5,3,4.049604961036051e-6,0,0
50-54,"C32.9-Larynx, NOS",740813,16,2.2000000000000003e-5,1.2e-5,3.5e-5,12,1.6198419844144205e-5,0,0
50-54,C33.9-Trachea,740813,4,5e-6,1e-6,1.4e-5,2,2.6997366406907004e-6,0,0
50-54,C34.0-Main bronchus,740813,56,7.599999999999999e-5,5.7e-5,9.800000000000001e-5,42,5.669446945450471e-5,6.910630078035887e-5,6.910630078035887e-5
50-54,"C34.1-Upper lobe, lung",740813,481,0.00064900000000000005,5.93e-4,7.1e-4,331,4.4680641403431096e-4,4.146378046821533e-4,4.8374410546251213e-4
50-54,"C34.2-Middle lobe, lung",740813,37,5e-5,3.5e-5,6.900000000000001e-5,27,3.644644464932446e-5,0,6.910630078035887e-5
50-54,"C34.3-Lower lobe, lung",740813,120,1.6199999999999998e-4,1.34e-4,1.94e-4,85,1.1473880722935478e-4,6.910630078035887e-5,1.3821260156071774e-4
50-54,C34.8-Overlapping lesion of lung,740813,15,2e-5,1.1000000000000001e-5,3.2999999999999996e-5,11,1.4848551523798854e-5,0,0
50-54,"C34.9-Lung, NOS",740813,161,2.17e-4,1.85e-4,2.54e-4,122,1.6468393508213273e-4,1.3821260156071774e-4,2.0731890234107665e-4
50-54,C37.9-Thymus,740813,8,1.1000000000000001e-5,5e-6,2.1000000000000002e-5,3,4.049604961036051e-6,0,0
50-54,C38.0-Heart,740813,0,0,0,5e-6,0,0,0,0
50-54,C38.1-Anterior mediastinum,740813,0,0,0,5e-6,0,0,0,0
50-54,C38.2-Posterior mediastinum,740813,0,0,0,5e-6,0,0,0,0
50-54,"C38.3-Mediastinum, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C38.4-Pleura, NOS",740813,3,4e-6,1e-6,1.2e-5,3,4.049604961036051e-6,0,0
50-54,"C38.8-Overlapping lesion of heart, mediastinum and pleura",740813,0,0,0,5e-6,0,0,0,0
50-54,"C39.0-Upper respiratory tract, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C39.8-Overlapping lesion of respiratory system,740813,0,0,0,5e-6,0,0,0,0
50-54,C39.9-Ill-defined sites within respiratory system,740813,0,0,0,5e-6,0,0,0,0
50-54,"C40.0-Long bones: upper limb, scapula, and associated joints",740813,0,0,0,5e-6,0,0,0,0
50-54,C40.1-Short bones of upper limb and associated joints,740813,0,0,0,5e-6,0,0,0,0
50-54,C40.2-Long bones of lower limb and associated joints,740813,6,8e-6,3e-6,1.8e-5,3,4.049604961036051e-6,0,0
50-54,C40.3-Short bones of lower limb and associated joints,740813,0,0,0,5e-6,0,0,0,0
50-54,"C40.8-Overlap of bones, joints, and art. cartilage of limbs",740813,0,0,0,5e-6,0,0,0,0
50-54,"C40.9-Bone of limb, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C41.0-Bones of skull and face and associated joints,740813,2,3e-6,0,1e-5,0,0,0,0
50-54,C41.1-Mandible,740813,0,0,0,5e-6,0,0,0,0
50-54,C41.2-Vertebral column,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,"C41.3-Rib, sternum, clavicle and associated joints",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,"C41.4-Pelvic bones, sacrum, coccyx and associated joints",740813,0,0,0,5e-6,0,0,0,0
50-54,"C41.8-Overlap bones, joints, and art. cartilage",740813,0,0,0,5e-6,0,0,0,0
50-54,"C41.9-Bone, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C42.0-Blood,740813,2,3e-6,0,1e-5,2,2.6997366406907004e-6,0,0
50-54,C42.1-Bone marrow,740813,227,3.06e-4,2.68e-4,3.4899999999999997e-4,143,1.930311698093851e-4,1.3821260156071774e-4,2.0731890234107665e-4
50-54,C42.2-Spleen,740813,4,5e-6,1e-6,1.4e-5,3,4.049604961036051e-6,0,0
50-54,"C42.3-Reticuloendothelial system, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C42.4-Hematopoietic system, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C44.0-Skin of lip, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C44.1-Eyelid,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C44.2-External ear,740813,0,0,0,5e-6,0,0,0,0
50-54,C44.3-Skin other/unspec parts of face,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C44.4-Skin of scalp and neck,740813,3,4e-6,1e-6,1.2e-5,1,1.3498683203453502e-6,0,0
50-54,C44.5-Skin of trunk,740813,9,1.2e-5,6e-6,2.2999999999999997e-5,0,0,0,0
50-54,C44.6-Skin of upper limb and shoulder,740813,5,7e-6,2e-6,1.6e-5,1,1.3498683203453502e-6,0,0
50-54,C44.7-Skin of lower limb and hip,740813,12,1.6e-5,8e-6,2.8e-5,7,9.449078242417452e-6,0,0
50-54,C44.8-Overlapping lesion of skin,740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,"C44.9-Skin, NOS",740813,15,2e-5,1.1000000000000001e-5,3.2999999999999996e-5,9,1.2148814883108153e-5,0,0
50-54,"C47.0-Periph nerves & autonomic nerv sys: head, face, neck",740813,0,0,0,5e-6,0,0,0,0
50-54,"C47.1-Periph nerves & autonomic nerv sys: upr limb, shoulder",740813,0,0,0,5e-6,0,0,0,0
50-54,"C47.2-Periph nerves & autonomic nerv sys: lower limb, hip",740813,0,0,0,5e-6,0,0,0,0
50-54,C47.3-Periph nerves & autonomic nerv sys: thorax,740813,0,0,0,5e-6,0,0,0,0
50-54,C47.4-Periph nerves & autonomic nerv sys: abdomen,740813,0,0,0,5e-6,0,0,0,0
50-54,C47.5-Periph nerves & autonomic nerv sys: pelvis,740813,0,0,0,5e-6,0,0,0,0
50-54,"C47.6-Periph nerves & autonomic nerv sys: trunk, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C47.8-Overlap of peripheral nerves and autonomic nerv sys,740813,0,0,0,5e-6,0,0,0,0
50-54,"C47.9-Autonomic nervous system, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C48.0-Retroperitoneum,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,C48.1-Specified parts of peritoneum,740813,2,3e-6,0,1e-5,2,2.6997366406907004e-6,0,0
50-54,"C48.2-Peritoneum, NOS",740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C48.8-Overlapping lesion of retroperitoneum & peritoneum,740813,0,0,0,5e-6,0,0,0,0
50-54,"C49.0-Conn, subcutaneous, other soft tis: head, face, neck",740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,"C49.1-Conn, subcutaneous, other soft tis: upr limb, shoulder",740813,6,8e-6,3e-6,1.8e-5,4,5.399473281381401e-6,0,0
50-54,"C49.2-Conn, subcutaneous, other soft tis: lower limb, hip",740813,8,1.1000000000000001e-5,5e-6,2.1000000000000002e-5,3,4.049604961036051e-6,0,0
50-54,"C49.3-Conn, subcutaneous, other soft tis: thorax",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,"C49.4-Conn, subcutaneous, other soft tis: abdomen",740813,3,4e-6,1e-6,1.2e-5,1,1.3498683203453502e-6,0,0
50-54,"C49.5-Conn, subcutaneous, other soft tis: pelvis",740813,2,3e-6,0,1e-5,2,2.6997366406907004e-6,0,0
50-54,"C49.6-Conn, subcutaneous, other soft tis: trunk, NOS",740813,2,3e-6,0,1e-5,0,0,0,0
50-54,"C49.8-Overlap conn, subcutaneous, and other soft tissues",740813,0,0,0,5e-6,0,0,0,0
50-54,"C49.9-Conn, subcutaneous and other soft tissues, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C50.0-Nipple,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C50.1-Central portion of breast,740813,3,4e-6,1e-6,1.2e-5,1,1.3498683203453502e-6,0,0
50-54,C50.2-Upper-inner quadrant of breast,740813,0,0,0,5e-6,0,0,0,0
50-54,C50.3-Lower-inner quadrant of breast,740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C50.4-Upper-outer quadrant of breast,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,C50.5-Lower-outer quadrant of breast,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C50.6-Axillary tail of breast,740813,0,0,0,5e-6,0,0,0,0
50-54,C50.8-Overlapping lesion of breast,740813,0,0,0,5e-6,0,0,0,0
50-54,"C50.9-Breast, NOS",740813,3,4e-6,1e-6,1.2e-5,2,2.6997366406907004e-6,0,0
50-54,C51.0-Labium majus,740813,0,0,0,5e-6,0,0,0,0
50-54,C51.1-Labium minus,740813,0,0,0,5e-6,0,0,0,0
50-54,C51.2-Clitoris,740813,0,0,0,5e-6,0,0,0,0
50-54,C51.8-Overlapping lesion of vulva,740813,0,0,0,5e-6,0,0,0,0
50-54,"C51.9-Vulva, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C52.9-Vagina, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C53.0-Endocervix,740813,0,0,0,5e-6,0,0,0,0
50-54,C53.1-Exocervix,740813,0,0,0,5e-6,0,0,0,0
50-54,C53.8-Overlapping lesion of cervix uteri,740813,0,0,0,5e-6,0,0,0,0
50-54,C53.9-Cervix uteri,740813,0,0,0,5e-6,0,0,0,0
50-54,C54.0-Isthmus uteri,740813,0,0,0,5e-6,0,0,0,0
50-54,C54.1-Endometrium,740813,0,0,0,5e-6,0,0,0,0
50-54,C54.2-Myometrium,740813,0,0,0,5e-6,0,0,0,0
50-54,C54.3-Fundus uteri,740813,0,0,0,5e-6,0,0,0,0
50-54,C54.8-Overlapping lesion of corpus uteri,740813,0,0,0,5e-6,0,0,0,0
50-54,C54.9-Corpus uteri,740813,0,0,0,5e-6,0,0,0,0
50-54,"C55.9-Uterus, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C56.9-Ovary,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.0-Fallopian tube,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.1-Broad ligament,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.2-Round ligament,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.3-Parametrium,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.4-Uterine adnexa,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.7-Other specified parts of female genital organs,740813,0,0,0,5e-6,0,0,0,0
50-54,C57.8-Overlapping lesion of female genital organs,740813,0,0,0,5e-6,0,0,0,0
50-54,"C57.9-Female genital tract, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C58.9-Placenta,740813,0,0,0,5e-6,0,0,0,0
50-54,C60.0-Prepuce,740813,0,0,0,5e-6,0,0,0,0
50-54,C60.1-Glans penis,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,C60.2-Body of penis,740813,0,0,0,5e-6,0,0,0,0
50-54,C60.8-Overlapping lesion of penis,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,"C60.9-Penis, NOS",740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,C61.9-Prostate gland,740813,2033,0.002744,0.0026260000000000003,0.002866,357,4.8190299036329006e-4,4.146378046821533e-4,5.52850406242871e-4
50-54,C62.0-Undescended testis,740813,0,0,0,5e-6,0,0,0,0
50-54,C62.1-Descended testis,740813,2,3e-6,0,1e-5,0,0,0,0
50-54,"C62.9-Testis, NOS",740813,9,1.2e-5,6e-6,2.2999999999999997e-5,2,2.6997366406907004e-6,0,0
50-54,C63.0-Epididymis,740813,0,0,0,5e-6,0,0,0,0
50-54,C63.1-Spermatic cord,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,"C63.2-Scrotum, NOS",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C63.7-Other specified parts of male genital organs,740813,0,0,0,5e-6,0,0,0,0
50-54,C63.8-Overlapping lesion of male genital organs,740813,0,0,0,5e-6,0,0,0,0
50-54,"C63.9-Male genital organs, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C64.9-Kidney, NOS",740813,225,3.0399999999999996e-4,2.65e-4,3.46e-4,102,1.3768656867522573e-4,1.3821260156071774e-4,1.3821260156071774e-4
50-54,C65.9-Renal pelvis,740813,5,7e-6,2e-6,1.6e-5,0,0,0,0
50-54,C66.9-Ureter,740813,2,3e-6,0,1e-5,1,1.3498683203453502e-6,0,0
50-54,C67.0-Trigone of bladder,740813,5,7e-6,2e-6,1.6e-5,2,2.6997366406907004e-6,0,0
50-54,C67.1-Dome of bladder,740813,3,4e-6,1e-6,1.2e-5,2,2.6997366406907004e-6,0,0
50-54,C67.2-Lateral wall of bladder,740813,29,3.9e-5,2.6000000000000002e-5,5.6e-5,4,5.399473281381401e-6,0,0
50-54,C67.3-Anterior wall of bladder,740813,2,3e-6,0,1e-5,0,0,0,0
50-54,C67.4-Posterior wall of bladder,740813,9,1.2e-5,6e-6,2.2999999999999997e-5,3,4.049604961036051e-6,0,0
50-54,C67.5-Bladder neck,740813,4,5e-6,1e-6,1.4e-5,1,1.3498683203453502e-6,0,0
50-54,C67.6-Ureteric orifice,740813,7,9e-6,4e-6,1.8999999999999998e-5,0,0,0,0
50-54,C67.7-Urachus,740813,0,0,0,5e-6,0,0,0,0
50-54,C67.8-Overlapping lesion of bladder,740813,13,1.8e-5,9e-6,3e-5,4,5.399473281381401e-6,0,0
50-54,"C67.9-Bladder, NOS",740813,50,6.7e-5,5e-5,8.900000000000001e-5,21,2.8347234727252356e-5,0,6.910630078035887e-5
50-54,C68.0-Urethra,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C68.1-Paraurethral gland,740813,0,0,0,5e-6,0,0,0,0
50-54,C68.8-Overlapping lesion of urinary organs,740813,0,0,0,5e-6,0,0,0,0
50-54,"C68.9-Urinary system, NOS",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C69.0-Conjunctiva,740813,0,0,0,5e-6,0,0,0,0
50-54,"C69.1-Cornea, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C69.2-Retina,740813,0,0,0,5e-6,0,0,0,0
50-54,C69.3-Choroid,740813,0,0,0,5e-6,0,0,0,0
50-54,C69.4-Ciliary body,740813,0,0,0,5e-6,0,0,0,0
50-54,C69.5-Lacrimal gland,740813,0,0,0,5e-6,0,0,0,0
50-54,"C69.6-Orbit, NOS",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C69.8-Overlapping lesion of eye and adnexa,740813,0,0,0,5e-6,0,0,0,0
50-54,"C69.9-Eye, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C70.0-Cerebral meninges,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C70.1-Spinal meninges,740813,0,0,0,5e-6,0,0,0,0
50-54,"C70.9-Meninges, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C71.0-Cerebrum,740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C71.1-Frontal lobe,740813,11,1.5e-5,7e-6,2.7000000000000002e-5,7,9.449078242417452e-6,0,0
50-54,C71.2-Temporal lobe,740813,6,8e-6,3e-6,1.8e-5,5,6.749341601726751e-6,0,0
50-54,C71.3-Parietal lobe,740813,6,8e-6,3e-6,1.8e-5,5,6.749341601726751e-6,0,0
50-54,C71.4-Occipital lobe,740813,2,3e-6,0,1e-5,2,2.6997366406907004e-6,0,0
50-54,"C71.5-Ventricle, NOS",740813,1,1e-6,0,8e-6,0,0,0,0
50-54,"C71.6-Cerebellum, NOS",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,C71.7-Brain stem,740813,0,0,0,5e-6,0,0,0,0
50-54,C71.8-Overlapping lesion of brain,740813,7,9e-6,4e-6,1.8999999999999998e-5,7,9.449078242417452e-6,0,0
50-54,"C71.9-Brain, NOS",740813,5,7e-6,2e-6,1.6e-5,3,4.049604961036051e-6,0,0
50-54,C72.0-Spinal cord,740813,5,7e-6,2e-6,1.6e-5,1,1.3498683203453502e-6,0,0
50-54,C72.1-Cauda equina,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C72.2-Olfactory nerve,740813,0,0,0,5e-6,0,0,0,0
50-54,C72.3-Optic nerve,740813,0,0,0,5e-6,0,0,0,0
50-54,C72.4-Acoustic nerve,740813,0,0,0,5e-6,0,0,0,0
50-54,"C72.5-Cranial nerve, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C72.8-Overlapping lesion of brain & CNS,740813,0,0,0,5e-6,0,0,0,0
50-54,"C72.9-Nervous system, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C73.9-Thyroid gland,740813,32,4.2999999999999995e-5,3e-5,6.1e-5,4,5.399473281381401e-6,0,0
50-54,C74.0-Cortex of adrenal gland,740813,0,0,0,5e-6,0,0,0,0
50-54,C74.1-Medulla of adrenal gland,740813,0,0,0,5e-6,0,0,0,0
50-54,"C74.9-Adrenal gland, NOS",740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C75.0-Parathyroid gland,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C75.1-Pituitary gland,740813,0,0,0,5e-6,0,0,0,0
50-54,C75.2-Craniopharyngeal duct,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C75.3-Pineal gland,740813,1,1e-6,0,8e-6,0,0,0,0
50-54,C75.4-Carotid body,740813,0,0,0,5e-6,0,0,0,0
50-54,C75.5-Aortic body & other paraganglia,740813,0,0,0,5e-6,0,0,0,0
50-54,C75.8-Overlapping lesion of endocrine glands,740813,0,0,0,5e-6,NA,NA,NA,NA
50-54,"C75.9-Endocrine gland, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C76.0-Head, face or neck, NOS",740813,3,4e-6,1e-6,1.2e-5,3,4.049604961036051e-6,0,0
50-54,"C76.1-Thorax, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C76.2-Abdomen, NOS",740813,1,1e-6,0,8e-6,1,1.3498683203453502e-6,0,0
50-54,"C76.3-Pelvis, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C76.4-Upper limb, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,"C76.5-Lower limb, NOS",740813,0,0,0,5e-6,0,0,0,0
50-54,C76.7-Other ill-defined sites,740813,0,0,0,5e-6,0,0,0,0
50-54,C76.8-Overlapping lesion of ill-defined sites,740813,0,0,0,5e-6,0,0,0,0
50-54,"C77.0-Lymph nodes of head, face & neck",740813,22,3e-5,1.8999999999999998e-5,4.5e-5,10,1.3498683203453502e-5,0,0
50-54,C77.1-Intrathoracic lymph nodes,740813,5,7e-6,2e-6,1.6e-5,2,2.6997366406907004e-6,0,0
50-54,C77.2-Intra-abdominal lymph nodes,740813,16,2.2000000000000003e-5,1.2e-5,3.5e-5,5,6.749341601726751e-6,0,0
50-54,C77.3-Lymph nodes of axilla or arm,740813,8,1.1000000000000001e-5,5e-6,2.1000000000000002e-5,5,6.749341601726751e-6,0,0
50-54,C77.4-Lymph nodes of inguinal region or leg,740813,10,1.3000000000000001e-5,6e-6,2.5e-5,2,2.6997366406907004e-6,0,0
50-54,C77.5-Pelvic lymph nodes,740813,0,0,0,5e-6,0,0,0,0
50-54,C77.8-Lymph nodes of multiple regions,740813,68,9.199999999999999e-5,7.099999999999999e-5,1.16e-4,44,5.9394206095195415e-5,6.910630078035887e-5,6.910630078035887e-5
50-54,"C77.9-Lymph node, NOS",740813,46,6.2e-5,4.5e-5,8.300000000000001e-5,28,3.779631296966981e-5,0,6.910630078035887e-5
50-54,C80.9-Unknown primary site,740813,128,1.73e-4,1.44e-4,2.05e-4,90,1.2148814883108153e-4,6.910630078035887e-5,1.3821260156071774e-4
60-64,C00.0-External upper lip,390440,0,0,0,9e-6,0,0,0,0
60-64,C00.1-External lower lip,390440,1,3e-6,0,1.4e-5,0,0,0,0
60-64,"C00.2-External lip, NOS",390440,0,0,0,9e-6,0,0,0,0
60-64,C00.3-Mucosa of upper lip,390440,0,0,0,9e-6,0,0,0,0
60-64,C00.4-Mucosa of lower lip,390440,0,0,0,9e-6,0,0,0,0
60-64,"C00.5-Mucosa of lip, NOS",390440,0,0,0,9e-6,0,0,0,0
60-64,C00.6-Commissure of lip,390440,0,0,0,9e-6,0,0,0,0
60-64,C00.8-Overlapping lesion of lip,390440,0,0,0,9e-6,0,0,0,0
60-64,"C00.9-Lip, NOS",390440,0,0,0,9e-6,0,0,0,0
60-64,"C01.9-Base of tongue, NOS",390440,43,1.1e-4,8e-5,1.4800000000000002e-4,27,6.915275074275177e-5,0,1.3112090462042824e-4
60-64,"C02.0-Dorsal surface of tongue, NOS",390440,3,8e-6,2e-6,2.2000000000000003e-5,1,2.561212990472288e-6,0,0
60-64,C02.1-Border of tongue,390440,7,1.8e-5,7e-6,3.7000000000000005e-5,5,1.2806064952361439e-5,0,0
60-64,"C02.2-Ventral surface of tongue, NOS",390440,2,5e-6,1e-6,1.8999999999999998e-5,2,5.122425980944576e-6,0,0
60-64,"C02.3-Anterior 2/3 of tongue, NOS",390440,2,5e-6,1e-6,1.8999999999999998e-5,2,5.122425980944576e-6,0,0
60-64,C02.4-Lingual tonsil,390440,4,1e-5,3e-6,2.6000000000000002e-5,4,1.0244851961889151e-5,0,0
60-64,C02.8-Overlapping lesion of tongue,390440,0,0,0,9e-6,0,0,0,0
60-64,"C02.9-Tongue, NOS",390440,8,2e-5,9e-6,4e-5,4,1.0244851961889151e-5,0,0
60-64,C03.0-Upper gum,390440,0,0,0,9e-6,0,0,0,0
60-64,C03.1-Lower gum,390440,3,8e-6,2e-6,2.2000000000000003e-5,2,5.122425980944576e-6,0,0
60-64,"C03.9-Gum, NOS",390440,0,0,0,9e-6,0,0,0,0
60-64,C04.0-Anterior floor of mouth,390440,11,2.8e-5,1.4e-5,5e-5,6,1.5367277942833727e-5,0,0
60-64,C04.1-Lateral floor of mouth,390440,2,5e-6,1e-6,1.8999999999999998e-5,2,5.122425980944576e-6,0,0
60-64,C04.8-Overlapping lesion of floor of mouth,390440,0,0,0,9e-6,0,0,0,0
60-64,"C04.9-Floor of mouth, NOS",390440,15,3.7999999999999995e-5,2.2000000000000003e-5,6.3e-5,13,3.329576887613974e-5,0,0
60-64,C05.0-Hard palate,390440,1,3e-6,0,1.4e-5,1,2.561212990472288e-6,0,0
60-64,"C05.1-Soft palate, NOS",390440,15,3.7999999999999995e-5,2.2000000000000003e-5,6.3e-5,8,2.0489703923778303e-5,0,0
60-64,C05.2-Uvula,390440,5,1.3000000000000001e-5,4e-6,3e-5,4,1.0244851961889151e-5,0,0
60-64,C05.8-Overlapping lesion of palate,390440,3,8e-6,2e-6,2.2000000000000003e-5,1,2.561212990472288e-6,0,0
60-64,"C05.9-Palate, NOS",390440,0,0,0,9e-6,0,0,0,0
60-64,C06.0-Cheek mucosa,390440,3,8e-6,2e-6,2.2000000000000003e-5,2,5.122425980944576e-6,0,0
60-64,C06.1-Vestibule of mouth,390440,0,0,0,9e-6,0,0,0,0
60-64,C06.2-Retromolar area,390440,3,8e-6,2e-6,2.2000000000000003e-5,3,7.683638971416863e-6,0,0
60-64,C06.8-Overlapping lesion of other & unspecified mouth,390440,0,0,0,9e-6,0,0,0,0
60-64,"C06.9-Mouth, NOS",390440,4,1e-5,3e-6,2.6000000000000002e-5,3,7.683638971416863e-6,0,0
60-64,C07.9-Parotid gland,390440,14,3.6e-5,2e-5,6e-5,6,1.5367277942833727e-5,0,0
60-64,C08.0-Submandibular gland,390440,2,5e-6,1e-6,1.8999999999999998e-5,1,2.561212990472288e-6,0,0
60-64,C08.1-Sublingual gland,390440,0,0,0,9e-6,0,0,0,0
60-64,C08.8-Overlapping lesion of major salivary glands,390440,0,0,0,9e-6,0,0,0,0
60-64,"C08.9-Major salivary gland, NOS",390440,1,3e-6,0,1.4e-5,0,0,0,0
60-64,C09.0-Tonsillar fossa,390440,9,2.2999999999999997e-5,1.1000000000000001e-5,4.4000000000000006e-5,7,1.7928490933306013e-5,0,0
60-64,C09.1-Tonsillar pillar,390440,5,1.3000000000000001e-5,4e-6,3e-5,0,0,0,0
60-64,C09.8-Overlapping lesion of tonsil,390440,1,3e-6,0,1.4e-5,1,2.561212990472288e-6,0,0
60-64,"C09.9-Tonsil, NOS",390440,28,7.2e-5,4.8e-5,1.0400000000000001e-4,16,4.0979407847556605e-5,0,1.3112090462042824e-4
60-64,C10.0-Vallecula,390440,1,3e-6,0,1.4e-5,1,2.561212990472288e-6,0,0
60-64,C10.1-Anterior surface of epiglottis,390440,1,3e-6,0,1.4e-5,1,2.561212990472288e-6,0,0
60-64,C10.2-Lateral wall of oropharynx,390440,0,0,0,9e-6,0,0,0,0
