Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Larynx,Male,All,50-54,1482093,717,4.85e-4,4.5000000000000004e-4,5.2e-4,350,2.3615252214267255e-4,3.137699833951041e-4,3.137699833951041e-4
Larynx,Male,All,60-64,836793,1098,0.00131,0.001235,0.00139,600,7.17023206456077e-4,5.557363601272955e-4,5.557363601272955e-4
Larynx,Male,All,70-74,592901.4,1046,0.0017649999999999999,0.00166,0.0018750000000000001,681,0.0011485889559376989,7.843400201112698e-4,0.0015686800402225395
Larynx,Male,Black,50-54,148162.6,135,9.1e-4,7.650000000000001e-4,0.00108,76,5.129499617312331e-4,3.455315039017944e-4,6.910630078035888e-4
Larynx,Male,Black,60-64,78088,190,0.002435,0.0021000000000000003,0.002805,103,0.0013190246900932282,0.0013112090462042824,0.0013112090462042824
Larynx,Male,Black,70-74,45789.2,128,0.002795,0.00233,0.0033250000000000003,72,0.0015724231914949378,0.001118055043547387,0.002236110087094774
Larynx,Female,All,50-54,1548758.2,166,1.0500000000000002e-4,9e-5,1.25e-4,73,4.71345365596773e-5,0,0
Larynx,Female,All,60-64,918696.2,257,2.8000000000000003e-4,2.4500000000000005e-4,3.15e-4,158,1.7198286005754677e-4,0,0
Larynx,Female,All,70-74,750127.4,266,3.55e-4,3.1499999999999996e-4,3.9999999999999996e-4,185,2.466247733385022e-4,0,0
Larynx,Female,Black,50-54,172564.2,30,1.7499999999999997e-4,1.1499999999999999e-4,2.5e-4,18,1.0430900499640133e-4,0,3.210659163372241e-4
Larynx,Female,Black,60-64,96576.4,41,4.2500000000000003e-4,3.05e-4,5.75e-4,22,2.277989239607192e-4,0,5.73685527727271e-4
Larynx,Female,Black,70-74,66563.6,29,4.349999999999999e-4,2.8999999999999995e-4,6.249999999999999e-4,18,2.70418066330547e-4,0,8.32354064383537e-4
Leukemia,Male,All,50-54,1482093,1019,6.900000000000001e-4,6.45e-4,7.3e-4,494,3.333124169670864e-4,3.137699833951041e-4,3.137699833951041e-4
Leukemia,Male,All,60-64,836793,1457,0.00174,0.001655,0.001835,867,0.0010360985333290312,0.001111472720254591,0.001111472720254591
Leukemia,Male,All,70-74,592901.4,2092,0.0035299999999999997,0.0033799999999999998,0.0036850000000000003,1573,0.0026530549598972105,0.0023530200603338086,0.003137360080445079
Leukemia,Male,Black,50-54,148162.6,108,7.299999999999999e-4,6e-4,8.8e-4,62,4.1845917930705855e-4,3.455315039017944e-4,6.910630078035888e-4
Leukemia,Male,Black,60-64,78088,117,0.0015,0.00124,0.001795,78,9.988730662841923e-4,6.556045231021412e-4,0.0013112090462042824
Leukemia,Male,Black,70-74,45789.2,127,0.002775,0.0023100000000000004,0.0033000000000000004,97,0.002118403466319569,0.002236110087094774,0.002236110087094774
Leukemia,Female,All,50-54,1548758.2,676,4.3499999999999995e-4,4.049999999999999e-4,4.7000000000000004e-4,327,2.1113689664403393e-4,3.0777024909375784e-4,3.0777024909375784e-4
Leukemia,Female,All,60-64,918696.2,940,0.001025,9.6e-4,0.00109,499,5.431610580298471e-4,5.188458349996441e-4,5.188458349996441e-4
Leukemia,Female,All,70-74,750127.4,1349,0.0017999999999999997,0.0017050000000000001,0.0018949999999999995,915,0.0012197927978634029,0.0012708819781813063,0.0012708819781813063
Leukemia,Female,Black,50-54,172564.2,62,3.5999999999999997e-4,2.7499999999999996e-4,4.5999999999999996e-4,34,1.9702812054875807e-4,0,3.210659163372241e-4
Leukemia,Female,Black,60-64,96576.4,83,8.6e-4,6.85e-4,0.001065,45,4.659523444651074e-4,5.73685527727271e-4,5.73685527727271e-4
Leukemia,Female,Black,70-74,66563.6,110,0.001655,0.0013599999999999999,0.0019899999999999996,79,0.0011868348466729562,8.32354064383537e-4,0.001664708128767074
Lip,Male,All,50-54,1482093,121,8e-5,7e-5,1e-4,24,1.6193315804068977e-5,0,0
Lip,Male,All,60-64,836793,152,1.7999999999999998e-4,1.55e-4,2.15e-4,40,4.780154709707179e-5,0,0
Lip,Male,All,70-74,592901.4,212,3.6e-4,3.1e-4,4.1e-4,117,1.973346664386355e-4,0,0
Lip,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Lip,Male,Black,60-64,78088,1,1.4999999999999999e-5,0,7.000000000000001e-5,0,0,0,0
Lip,Male,Black,70-74,45789.2,4,8.5e-5,2.5e-5,2.25e-4,2,4.36784219859705e-5,0,0
Lip,Female,All,50-54,1548758.2,36,2.5e-5,1.4999999999999999e-5,2.9999999999999997e-5,7,4.519750081064946e-6,0,0
Lip,Female,All,60-64,918696.2,38,4.000000000000001e-5,3e-5,5.500000000000001e-5,13,1.415048848574752e-5,0,0
Lip,Female,All,70-74,750127.4,55,7.5e-5,5.5e-5,9.499999999999999e-5,22,2.93283514240381e-5,0,0
Lip,Female,Black,50-54,172564.2,2,1e-5,0,4e-5,0,0,0,0
Lip,Female,Black,60-64,96576.4,2,2e-5,5e-6,7.500000000000001e-5,1,1.0354496543669054e-5,0,0
Lip,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Liver,Male,All,50-54,1482093,1116,7.55e-4,7.1e-4,8e-4,924,6.234426584566555e-4,6.275399667902082e-4,6.275399667902082e-4
Liver,Male,All,60-64,836793,969,0.00116,0.001085,0.001235,811,9.691763673931307e-4,0.001111472720254591,0.001111472720254591
Liver,Male,All,70-74,592901.4,1054,0.00178,0.0016699999999999998,0.00189,930,0.0015685576050250513,0.0015686800402225395,0.0015686800402225395
Liver,Male,Black,50-54,148162.6,200,0.0013499999999999999,0.0011699999999999998,0.00155,159,0.0010731453146745535,0.001036594511705383,0.0013821260156071777
Liver,Male,Black,60-64,78088,121,0.00155,0.001285,0.0018499999999999999,94,0.0012037701055219751,6.556045231021412e-4,0.0013112090462042824
Liver,Male,Black,70-74,45789.2,89,0.0019450000000000001,0.00156,0.0023899999999999998,74,0.0016161016134809082,0.001118055043547387,0.002236110087094774
Liver,Female,All,50-54,1548758.2,215,1.4e-4,1.1999999999999999e-4,1.6e-4,174,1.1234807344361438e-4,0,0
Liver,Female,All,60-64,918696.2,368,4e-4,3.6e-4,4.45e-4,309,3.363462263150757e-4,5.188458349996441e-4,5.188458349996441e-4
Liver,Female,All,70-74,750127.4,553,7.349999999999999e-4,6.75e-4,7.999999999999999e-4,499,6.652203345725006e-4,6.354409890906532e-4,6.354409890906532e-4
Liver,Female,Black,50-54,172564.2,37,2.15e-4,1.5e-4,2.95e-4,30,1.7384834166066888e-4,0,3.210659163372241e-4
Liver,Female,Black,60-64,96576.4,36,3.75e-4,2.6e-4,5.15e-4,27,2.7957140667906444e-4,0,5.73685527727271e-4
Liver,Female,Black,70-74,66563.6,46,6.9e-4,5.049999999999999e-4,9.199999999999998e-4,41,6.15952262197357e-4,8.32354064383537e-4,8.32354064383537e-4
Lung and Bronchus,Male,All,50-54,1482093,4779,0.003225,0.003135,0.003315,3833,0.0025862074782081828,0.002510159867160833,0.002823929850555937
Lung and Bronchus,Male,All,60-64,836793,10451,0.01249,0.01225,0.012729999999999998,8559,0.010228336040095938,0.01000325448229132,0.010558990842418615
Lung and Bronchus,Male,All,70-74,592901.4,14927,0.025175,0.024775,0.025584999999999997,12708,0.021433580693181024,0.021177180543004284,0.021961520563115552
Lung and Bronchus,Male,Black,50-54,148162.6,865,0.005839999999999999,0.005455,0.006239999999999999,616,0.004157594426663679,0.0038008465429197383,0.004491909550723327
Lung and Bronchus,Male,Black,60-64,78088,1428,0.018285,0.01735,0.01926,1074,0.013753713758836186,0.013112090462042824,0.014423299508247106
Lung and Bronchus,Male,Black,70-74,45789.2,1396,0.03049,0.02891,0.03213,1074,0.023455312606466154,0.022361100870947736,0.02459721095804251
Lung and Bronchus,Female,All,50-54,1548758.2,3803,0.002455,0.00238,0.0025350000000000004,2883,0.0018614913548157487,0.001846621494562547,0.001846621494562547
Lung and Bronchus,Female,All,60-64,918696.2,7603,0.008275,0.008090000000000002,0.008465000000000002,6116,0.006657260582987064,0.006744995854995373,0.006744995854995373
Lung and Bronchus,Female,All,70-74,750127.4,11441,0.015249999999999998,0.014975,0.015534999999999998,9650,0.012864481420089441,0.012708819781813062,0.013344260770903714
Lung and Bronchus,Female,Black,50-54,172564.2,547,0.0031699999999999996,0.00291,0.003445,395,0.002289003165198807,0.0019263954980233442,0.0025685273306977926
Lung and Bronchus,Female,Black,60-64,96576.4,769,0.007965000000000002,0.007409999999999999,0.008545,598,0.0061919889331140945,0.005736855277272709,0.0068842263327272505
Lung and Bronchus,Female,Black,70-74,66563.6,869,0.013055,0.012199999999999999,0.013955,699,0.010501234909169575,0.009988248772602442,0.011652956901369515
Lymphoma,Male,All,50-54,1482093,2251,0.0015199999999999999,0.001455,0.001585,880,5.937549128158624e-4,6.275399667902082e-4,6.275399667902082e-4
Lymphoma,Male,All,60-64,836793,2323,0.002775,0.002665,0.0028899999999999998,1178,0.0014077555620087645,0.001111472720254591,0.0016672090803818863
Lymphoma,Male,All,70-74,592901.4,2930,0.004939999999999999,0.004764999999999999,0.005124999999999999,1973,0.0033277033921660496,0.003137360080445079,0.003137360080445079
Lymphoma,Male,Black,50-54,148162.6,233,0.001575,0.001375,0.00179,119,8.031716506054834e-4,6.910630078035888e-4,0.001036594511705383
Lymphoma,Male,Black,60-64,78088,153,0.0019600000000000004,0.0016600000000000005,0.002295,96,0.001229382235426698,0.0013112090462042824,0.0013112090462042824
Lymphoma,Male,Black,70-74,45789.2,150,0.003275,0.002775,0.0038450000000000008,93,0.0020310466223476278,0.001118055043547387,0.002236110087094774
Lymphoma,Female,All,50-54,1548758.2,1578,0.0010199999999999999,9.699999999999999e-4,0.00107,465,3.002405410993143e-4,3.0777024909375784e-4,3.0777024909375784e-4
Lymphoma,Female,All,60-64,918696.2,1877,0.002045,0.0019500000000000001,0.00214,779,8.47940810030563e-4,0.0010376916699992881,0.0010376916699992881
Lymphoma,Female,All,70-74,750127.4,2703,0.0036049999999999997,0.00347,0.00374,1622,0.002162299364081355,0.0019063229672719594,0.0025417639563626126
Lymphoma,Female,Black,50-54,172564.2,169,9.8e-4,8.349999999999999e-4,0.00114,62,3.592865727653824e-4,3.210659163372241e-4,3.210659163372241e-4
Lymphoma,Female,Black,60-64,96576.4,129,0.001335,0.0011149999999999999,0.0015850000000000003,53,5.487883168144599e-4,5.73685527727271e-4,5.73685527727271e-4
Lymphoma,Female,Black,70-74,66563.6,144,0.0021649999999999994,0.001825,0.0025449999999999995,82,0.001231904524394714,8.32354064383537e-4,0.001664708128767074
Melanoma of the Skin,Male,All,50-54,1482093,2517,0.0017000000000000001,0.0016350000000000002,0.0017649999999999999,496,3.346618599507588e-4,3.137699833951041e-4,3.137699833951041e-4
Melanoma of the Skin,Male,All,60-64,836793,2342,0.0028,0.002685,0.002915,653,7.80360256359697e-4,5.557363601272955e-4,0.001111472720254591
Melanoma of the Skin,Male,All,70-74,592901.4,2662,0.00449,0.00432,0.004665,1247,0.0021032164875981066,0.0023530200603338086,0.0023530200603338086
Melanoma of the Skin,Male,Black,50-54,148162.6,9,6e-5,3e-5,1.1499999999999998e-4,3,2.0248024805180255e-5,0,0
Melanoma of the Skin,Male,Black,60-64,78088,19,2.4500000000000005e-4,1.45e-4,3.7999999999999997e-4,10,1.2806064952361438e-4,0,0
Melanoma of the Skin,Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,3,6.551763297895574e-5,0,0
Melanoma of the Skin,Female,All,50-54,1548758.2,1798,0.00116,0.00111,0.0012150000000000002,239,1.5431718133921744e-4,0,3.0777024909375784e-4
Melanoma of the Skin,Female,All,60-64,918696.2,1318,0.001435,0.00136,0.0015150000000000003,249,2.710362794577794e-4,0,5.188458349996441e-4
Melanoma of the Skin,Female,All,70-74,750127.4,1438,0.0019149999999999998,0.0018199999999999998,0.0020199999999999997,540,7.198777167718443e-4,6.354409890906532e-4,6.354409890906532e-4
Melanoma of the Skin,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,1,5.794944722022296e-6,0,0
Melanoma of the Skin,Female,Black,60-64,96576.4,11,1.1499999999999999e-4,5.500000000000001e-5,2.05e-4,5,5.1772482718345275e-5,0,0
Melanoma of the Skin,Female,Black,70-74,66563.6,8,1.1999999999999999e-4,4.9999999999999996e-5,2.35e-4,4,6.0092903629010445e-5,0,0
Mesothelioma,Male,All,50-54,1482093,67,4.5e-5,3.5e-5,5.500000000000001e-5,55,3.71096820509914e-5,0,0
Mesothelioma,Male,All,60-64,836793,152,1.7999999999999998e-4,1.55e-4,2.15e-4,133,1.5894014409776372e-4,0,0
Mesothelioma,Male,All,70-74,592901.4,364,6.15e-4,5.5e-4,6.799999999999999e-4,321,5.414053668957435e-4,7.843400201112698e-4,7.843400201112698e-4
Mesothelioma,Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,3,2.0248024805180255e-5,0,0
Mesothelioma,Male,Black,60-64,78088,6,7.500000000000001e-5,2.9999999999999997e-5,1.65e-4,4,5.1224259809445757e-5,0,0
Mesothelioma,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,13,2.839097429088082e-4,0,0
Mesothelioma,Female,All,50-54,1548758.2,41,2.5e-5,2e-5,3.5e-5,31,2.001603607328762e-5,0,0
Mesothelioma,Female,All,60-64,918696.2,45,5e-5,3.5000000000000004e-5,6.5e-5,34,3.7008969885801204e-5,0,0
Mesothelioma,Female,All,70-74,750127.4,54,7e-5,5.5e-5,9.499999999999999e-5,47,6.265602349680867e-5,0,0
Mesothelioma,Female,Black,50-54,172564.2,4,2.4999999999999998e-5,5e-6,5.9999999999999995e-5,1,5.794944722022296e-6,0,0
Mesothelioma,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Mesothelioma,Female,Black,70-74,66563.6,5,7.5e-5,2.4999999999999998e-5,1.75e-4,4,6.0092903629010445e-5,0,0
Myeloma,Male,All,50-54,1482093,562,3.7999999999999997e-4,3.4999999999999994e-4,4.0999999999999994e-4,367,2.476227875038881e-4,3.137699833951041e-4,3.137699833951041e-4
Myeloma,Male,All,60-64,836793,746,8.9e-4,8.3e-4,9.6e-4,564,6.740018140687123e-4,5.557363601272955e-4,5.557363601272955e-4
Myeloma,Male,All,70-74,592901.4,1100,0.0018549999999999999,0.0017449999999999996,0.00197,922,0.0015550646363796745,0.0015686800402225395,0.0015686800402225395
Myeloma,Male,Black,50-54,148162.6,121,8.15e-4,6.799999999999998e-4,9.750000000000001e-4,82,5.534460113415937e-4,3.455315039017944e-4,6.910630078035888e-4
Myeloma,Male,Black,60-64,78088,136,0.0017399999999999996,0.0014600000000000001,0.00206,93,0.0011909640405696137,6.556045231021412e-4,0.0013112090462042824
Myeloma,Male,Black,70-74,45789.2,141,0.00308,0.00259,0.0036300000000000004,108,0.0023586347872424068,0.002236110087094774,0.00335416513064216
Myeloma,Female,All,50-54,1548758.2,413,2.65e-4,2.3999999999999998e-4,2.9500000000000007e-4,260,1.678764315824123e-4,0,3.0777024909375784e-4
Myeloma,Female,All,60-64,918696.2,578,6.3e-4,5.8e-4,6.85e-4,409,4.4519613774390273e-4,5.188458349996441e-4,5.188458349996441e-4
Myeloma,Female,All,70-74,750127.4,904,0.0012050000000000001,0.00113,0.001285,732,9.758342382907223e-4,6.354409890906532e-4,0.0012708819781813063
Myeloma,Female,Black,50-54,172564.2,125,7.25e-4,6.05e-4,8.65e-4,77,4.462107435957168e-4,3.210659163372241e-4,6.421318326744482e-4
Myeloma,Female,Black,60-64,96576.4,124,0.0012850000000000001,0.00107,0.0015300000000000003,89,9.215501923865459e-4,5.73685527727271e-4,0.001147371055454542
Myeloma,Female,Black,70-74,66563.6,159,0.0023899999999999993,0.00203,0.0027899999999999995,123,0.0018478567865920711,0.001664708128767074,0.0024970621931506105
Nasopharynx,Male,All,50-54,1482093,138,9.499999999999999e-5,8e-5,1.1000000000000002e-4,78,5.262827636322417e-5,0,0
Nasopharynx,Male,All,60-64,836793,125,1.5000000000000001e-4,1.25e-4,1.7999999999999998e-4,78,9.321301683929e-5,0,0
Nasopharynx,Male,All,70-74,592901.4,73,1.2499999999999998e-4,9.499999999999999e-5,1.55e-4,58,9.782402267898169e-5,0,0
Nasopharynx,Male,Black,50-54,148162.6,13,9e-5,4.5e-5,1.5e-4,6,4.049604961036051e-5,0,0
Nasopharynx,Male,Black,60-64,78088,13,1.65e-4,9e-5,2.85e-4,7,8.964245466653007e-5,0,0
Nasopharynx,Male,Black,70-74,45789.2,6,1.3000000000000002e-4,5e-5,2.85e-4,2,4.36784219859705e-5,0,0
Nasopharynx,Female,All,50-54,1548758.2,59,4e-5,2.9999999999999997e-5,5e-5,27,1.7433321741250508e-5,0,0
Nasopharynx,Female,All,60-64,918696.2,45,5e-5,3.5000000000000004e-5,6.5e-5,25,2.721247785720677e-5,0,0
Nasopharynx,Female,All,70-74,750127.4,43,5.5e-5,4e-5,7.5e-5,25,3.332767207277057e-5,0,0
Nasopharynx,Female,Black,50-54,172564.2,6,3.5e-5,1.4999999999999999e-5,7.5e-5,3,1.7384834166066887e-5,0,0
Nasopharynx,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Nasopharynx,Female,Black,70-74,66563.6,1,1.4999999999999999e-5,0,8.499999999999999e-5,1,1.5023225907252611e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,50-54,1482093,106,7e-5,5.9999999999999995e-5,8.5e-5,57,3.8459125034663815e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,60-64,836793,100,1.2e-4,9.499999999999999e-5,1.45e-4,56,6.692216593590051e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,70-74,592901.4,92,1.55e-4,1.2499999999999998e-4,1.8999999999999998e-4,56,9.445078051763749e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,6,4.049604961036051e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,60-64,78088,12,1.55e-4,8e-5,2.7e-4,7,8.964245466653007e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,5,1.0919605496492624e-4,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,50-54,1548758.2,45,2.9999999999999997e-5,2e-5,4e-5,17,1.0976535911157727e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,60-64,918696.2,62,6.5e-5,5e-5,8.5e-5,32,3.483197165722466e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,70-74,750127.4,61,8e-5,5.999999999999999e-5,1.05e-4,38,5.065806155061127e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,3,1.7384834166066887e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,60-64,96576.4,5,5.000000000000001e-5,1.5000000000000002e-5,1.2000000000000002e-4,3,3.1063489631007164e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,70-74,66563.6,3,4.4999999999999996e-5,9.999999999999999e-6,1.3e-4,1,1.5023225907252611e-5,0,0
Oropharynx,Male,All,50-54,1482093,81,5.500000000000001e-5,4.5e-5,7e-5,53,3.576023906731899e-5,0,0
Oropharynx,Male,All,60-64,836793,88,1.05e-4,8.499999999999999e-5,1.3e-4,62,7.409239800046129e-5,0,0
Oropharynx,Male,All,70-74,592901.4,61,1.0499999999999999e-4,8e-5,1.3000000000000002e-4,50,8.43310540336049e-5,0,0
Oropharynx,Male,Black,50-54,148162.6,16,1.1e-4,6e-5,1.75e-4,13,8.774144082244777e-5,0,0
Oropharynx,Male,Black,60-64,78088,15,1.8999999999999998e-4,1.1000000000000002e-4,3.15e-4,10,1.2806064952361438e-4,0,0
Oropharynx,Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,8,1.74713687943882e-4,0,0
Oropharynx,Female,All,50-54,1548758.2,13,1e-5,5e-6,1.4999999999999999e-5,7,4.519750081064946e-6,0,0
Oropharynx,Female,All,60-64,918696.2,17,2.0000000000000005e-5,1.0000000000000003e-5,3e-5,9,9.796492028594436e-6,0,0
Oropharynx,Female,All,70-74,750127.4,30,4e-5,2.4999999999999998e-5,5.5e-5,24,3.199456518985975e-5,0,0
Oropharynx,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,1,5.794944722022296e-6,0,0
Oropharynx,Female,Black,60-64,96576.4,3,3.0000000000000004e-5,5e-6,9e-5,2,2.0708993087338108e-5,0,0
Oropharynx,Female,Black,70-74,66563.6,3,4.4999999999999996e-5,9.999999999999999e-6,1.3e-4,2,3.0046451814505222e-5,0,0
Other Biliary,Male,All,50-54,1482093,102,7e-5,5.500000000000001e-5,8.5e-5,74,4.992939039587934e-5,0,0
Other Biliary,Male,All,60-64,836793,178,2.15e-4,1.85e-4,2.45e-4,142,1.6969549219460488e-4,0,0
Other Biliary,Male,All,70-74,592901.4,296,4.999999999999999e-4,4.45e-4,5.6e-4,247,4.1659540692600826e-4,0,7.843400201112698e-4
Other Biliary,Male,Black,50-54,148162.6,10,6.5e-5,3e-5,1.25e-4,9,6.074407441554076e-5,0,0
Other Biliary,Male,Black,60-64,78088,14,1.8e-4,9.999999999999999e-5,3.0000000000000003e-4,12,1.5367277942833726e-4,0,0
Other Biliary,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,10,2.1839210992985247e-4,0,0
Other Biliary,Female,All,50-54,1548758.2,81,5e-5,4e-5,6.500000000000001e-5,65,4.1969107895603074e-5,0,0
Other Biliary,Female,All,60-64,918696.2,135,1.45e-4,1.25e-4,1.7500000000000003e-4,102,1.1102690965740362e-4,0,0
Other Biliary,Female,All,70-74,750127.4,237,3.1499999999999996e-4,2.7499999999999996e-4,3.5999999999999997e-4,192,2.55956521518878e-4,0,0
Other Biliary,Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,4,2.3179778888089184e-5,0,0
Other Biliary,Female,Black,60-64,96576.4,16,1.65e-4,9.499999999999999e-5,2.7000000000000006e-4,11,1.138994619803596e-4,0,0
Other Biliary,Female,Black,70-74,66563.6,17,2.5499999999999996e-4,1.5e-4,4.0999999999999994e-4,14,2.1032516270153655e-4,0,0
Other Digestive Organs,Male,All,50-54,1482093,39,2.5e-5,2e-5,3.5e-5,35,2.3615252214267256e-5,0,0
Other Digestive Organs,Male,All,60-64,836793,43,4.9999999999999996e-5,3.5000000000000004e-5,7.000000000000001e-5,38,4.541146974221821e-5,0,0
Other Digestive Organs,Male,All,70-74,592901.4,73,1.2499999999999998e-4,9.499999999999999e-5,1.55e-4,69,1.1637685456637477e-4,0,0
Other Digestive Organs,Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,4,2.6997366406907005e-5,0,0
Other Digestive Organs,Male,Black,60-64,78088,11,1.4000000000000001e-4,7.000000000000001e-5,2.5e-4,10,1.2806064952361438e-4,0,0
Other Digestive Organs,Male,Black,70-74,45789.2,7,1.55e-4,6.000000000000001e-5,3.15e-4,7,1.5287447695089672e-4,0,0
Other Digestive Organs,Female,All,50-54,1548758.2,29,2e-5,1.4999999999999999e-5,2.5e-5,24,1.5496285992222673e-5,0,0
Other Digestive Organs,Female,All,60-64,918696.2,35,4.000000000000001e-5,2.5e-5,5.500000000000001e-5,30,3.265497342864812e-5,0,0
Other Digestive Organs,Female,All,70-74,750127.4,76,9.999999999999999e-5,8e-5,1.25e-4,70,9.33174818037576e-5,0,0
Other Digestive Organs,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,2,1.1589889444044592e-5,0,0
Other Digestive Organs,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Other Digestive Organs,Female,Black,70-74,66563.6,15,2.25e-4,1.2499999999999998e-4,3.7e-4,13,1.9530193679428396e-4,0,0
Other Endocrine including Thymus,Male,All,50-54,1482093,62,4e-5,2.9999999999999997e-5,5.500000000000001e-5,30,2.024164475508622e-5,0,0
Other Endocrine including Thymus,Male,All,60-64,836793,73,8.499999999999999e-5,7.000000000000001e-5,1.1e-4,44,5.2581701806778975e-5,0,0
Other Endocrine including Thymus,Male,All,70-74,592901.4,65,1.1e-4,8.499999999999999e-5,1.4e-4,47,7.927119079158862e-5,0,0
Other Endocrine including Thymus,Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,3,2.0248024805180255e-5,0,0
Other Endocrine including Thymus,Male,Black,60-64,78088,8,9.999999999999999e-5,4.5e-5,1.9999999999999998e-4,5,6.403032476180719e-5,0,0
Other Endocrine including Thymus,Male,Black,70-74,45789.2,3,6.500000000000001e-5,1.5000000000000002e-5,1.8999999999999998e-4,3,6.551763297895574e-5,0,0
Other Endocrine including Thymus,Female,All,50-54,1548758.2,60,4e-5,2.9999999999999997e-5,5e-5,34,2.1953071822315454e-5,0,0
Other Endocrine including Thymus,Female,All,60-64,918696.2,56,6e-5,4.5e-5,8.000000000000002e-5,31,3.374347254293639e-5,0,0
Other Endocrine including Thymus,Female,All,70-74,750127.4,62,8.499999999999999e-5,6.500000000000001e-5,1.05e-4,29,3.866009960441386e-5,0,0
Other Endocrine including Thymus,Female,Black,50-54,172564.2,9,4.9999999999999996e-5,2.4999999999999998e-5,9.999999999999999e-5,4,2.3179778888089184e-5,0,0
Other Endocrine including Thymus,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Other Endocrine including Thymus,Female,Black,70-74,66563.6,9,1.35e-4,5.9999999999999995e-5,2.5499999999999996e-4,4,6.0092903629010445e-5,0,0
Other Female Genital Organs,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Other Female Genital Organs,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Other Female Genital Organs,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Other Female Genital Organs,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Other Female Genital Organs,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Other Female Genital Organs,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Other Female Genital Organs,Female,All,50-54,1548758.2,85,5.5000000000000016e-5,4.5e-5,7e-5,34,2.1953071822315454e-5,0,0
Other Female Genital Organs,Female,All,60-64,918696.2,97,1.05e-4,8.5e-5,1.3e-4,44,4.7893961028683916e-5,0,0
Other Female Genital Organs,Female,All,70-74,750127.4,101,1.35e-4,1.1e-4,1.6499999999999997e-4,69,9.198437492084677e-5,0,0
Other Female Genital Organs,Female,Black,50-54,172564.2,8,4.4999999999999996e-5,2e-5,8.999999999999999e-5,4,2.3179778888089184e-5,0,0
Other Female Genital Organs,Female,Black,60-64,96576.4,7,7e-5,3.0000000000000004e-5,1.5000000000000001e-4,3,3.1063489631007164e-5,0,0
Other Female Genital Organs,Female,Black,70-74,66563.6,6,8.999999999999999e-5,3.5e-5,1.9499999999999997e-4,2,3.0046451814505222e-5,0,0
Other Male Genital Organs,Male,All,50-54,1482093,23,1.4999999999999999e-5,1e-5,2.5e-5,6,4.048328951017244e-6,0,0
Other Male Genital Organs,Male,All,60-64,836793,27,3e-5,1.9999999999999998e-5,4.4999999999999996e-5,4,4.78015470970718e-6,0,0
