"Sex (Male, Female)","Race recode (All, Black)","Age recode (50-54, 60-64, 70-74)","Site recode ICD-O-3/WHO 2008 (Liu et al groupings)","Crude Rate","Standard Error","Lower Confidence Interval","Upper Confidence Interval","Count","Population"
"Male","Black","70-74 years","Uterus, NOS",0.0,NA,0.0,1.6,0,228946
"Male","Black","70-74 years","Ovary",0.0,NA,0.0,1.6,0,228946
"Male","Black","70-74 years","Vagina",0.0,NA,0.0,1.6,0,228946
"Male","Black","70-74 years","Vulva",0.0,NA,0.0,1.6,0,228946
"Male","Black","70-74 years","Other Female Genital Organs",0.0,NA,0.0,1.6,0,228946
"Male","Black","70-74 years","Prostate",1557.1,26.1,1506.4,1609.1,3565,228946
"Male","Black","70-74 years","Testis",0.0,NA,0.0,1.6,0,228946
"Male","Black","70-74 years","Penis",4.4,1.4,2.1,8.0,10,228946
"Male","Black","70-74 years","Other Male Genital Organs",1.3,0.8,0.3,3.8,3,228946
"Male","Black","70-74 years","Urinary Bladder",97.4,6.5,85.0,111.1,223,228946
"Male","Black","70-74 years","Kidney and Renal Pelvis",87.8,6.2,76.1,100.8,201,228946
"Male","Black","70-74 years","Ureter",0.9,0.6,0.1,3.2,2,228946
"Male","Black","70-74 years","Other Urinary Organs",3.5,1.2,1.5,6.9,8,228946
"Male","Black","70-74 years","Eye and Orbit",0.4,0.4,0.0,2.4,1,228946
"Male","Black","70-74 years","Brain and Other Nervous System",17.0,2.7,12.1,23.3,39,228946
"Male","Black","70-74 years","Thyroid",10.5,2.1,6.7,15.6,24,228946
"Male","Black","70-74 years","Other Endocrine including Thymus",1.3,0.8,0.3,3.8,3,228946
"Male","Black","70-74 years","Lymphoma",65.5,5.3,55.5,76.9,150,228946
"Male","Black","70-74 years","Myeloma",61.6,5.2,51.8,72.6,141,228946
"Male","Black","70-74 years","Leukemia",55.5,4.9,46.2,66.0,127,228946
"Male","Black","70-74 years","Mesothelioma",7.0,1.7,4.0,11.3,16,228946
"Male","Black","70-74 years","Kaposi Sarcoma",0.4,0.4,0.0,2.4,1,228946
"Female","All","50-54 years","Lip",0.5,0.1,0.3,0.6,36,7743791
"Female","All","50-54 years","Tongue",2.7,0.2,2.3,3.1,208,7743791
"Female","All","50-54 years","Salivary Gland",1.2,0.1,1.0,1.5,96,7743791
"Female","All","50-54 years","Floor of Mouth",0.5,0.1,0.3,0.7,37,7743791
"Female","All","50-54 years","Gum and Other Mouth",1.5,0.1,1.2,1.8,115,7743791
"Female","All","50-54 years","Nasopharynx",0.8,0.1,0.6,1.0,59,7743791
"Female","All","50-54 years","Tonsil",1.2,0.1,1.0,1.5,95,7743791
"Female","All","50-54 years","Oropharynx",0.2,0.0,0.1,0.3,13,7743791
"Female","All","50-54 years","Hypopharynx",0.6,0.1,0.5,0.8,48,7743791
"Female","All","50-54 years","Other Oral Cavity and Pharynx",0.2,0.1,0.1,0.3,16,7743791
"Female","All","50-54 years","Esophagus",1.5,0.1,1.2,1.8,116,7743791
"Female","All","50-54 years","Stomach",5.0,0.3,4.5,5.6,390,7743791
"Female","All","50-54 years","Small Intestine",1.8,0.2,1.6,2.2,143,7743791
"Female","All","50-54 years","Colon and Rectum",46.8,0.8,45.2,48.3,3621,7743791
"Female","All","50-54 years","Anus, Anal Canal and Anorectum",3.3,0.2,2.9,3.7,252,7743791
"Female","All","50-54 years","Liver",2.8,0.2,2.4,3.2,215,7743791
"Female","All","50-54 years","Intrahepatic Bile Duct",0.4,0.1,0.3,0.6,33,7743791
"Female","All","50-54 years","Gallbladder",1.2,0.1,1.0,1.5,96,7743791
"Female","All","50-54 years","Other Biliary",1.0,0.1,0.8,1.3,81,7743791
"Female","All","50-54 years","Pancreas",7.7,0.3,7.1,8.3,595,7743791
"Female","All","50-54 years","Retroperitoneum",0.6,0.1,0.4,0.8,46,7743791
"Female","All","50-54 years","Peritoneum, Omentum and Mesentery",1.0,0.1,0.8,1.3,79,7743791
"Female","All","50-54 years","Other Digestive Organs",0.4,0.1,0.3,0.5,29,7743791
"Female","All","50-54 years","Nose, Nasal Cavity and Middle Ear",0.6,0.1,0.4,0.8,45,7743791
"Female","All","50-54 years","Larynx",2.1,0.2,1.8,2.5,166,7743791
"Female","All","50-54 years","Lung and Bronchus",49.1,0.8,47.6,50.7,3803,7743791
"Female","All","50-54 years","Pleura",0.0,0.0,0.0,0.1,2,7743791
"Female","All","50-54 years","Trachea, Mediastinum and Other Respiratory Organs",0.1,0.0,0.0,0.1,4,7743791
"Female","All","50-54 years","Bones and Joints",0.8,0.1,0.6,1.0,61,7743791
"Female","All","50-54 years","Soft Tissue including Heart",3.5,0.2,3.1,3.9,268,7743791
"Female","All","50-54 years","Melanoma of the Skin",23.2,0.5,22.2,24.3,1798,7743791
"Female","All","50-54 years","Other Non-Epithelial Skin",1.3,0.1,1.1,1.6,104,7743791
"Female","All","50-54 years","Breast",248.5,1.8,245.0,252.0,19243,7743791
"Female","All","50-54 years","Cervix Uteri",15.0,0.4,14.2,15.9,1165,7743791
"Female","All","50-54 years","Corpus Uteri",41.1,0.7,39.7,42.6,3186,7743791
"Female","All","50-54 years","Uterus, NOS",0.9,0.1,0.7,1.1,67,7743791
"Female","All","50-54 years","Ovary",22.8,0.5,21.8,23.9,1769,7743791
"Female","All","50-54 years","Vagina",1.1,0.1,0.9,1.4,88,7743791
"Female","All","50-54 years","Vulva",2.8,0.2,2.5,3.2,220,7743791
"Female","All","50-54 years","Other Female Genital Organs",1.1,0.1,0.9,1.4,85,7743791
"Female","All","50-54 years","Prostate",0.0,NA,0.0,0.0,0,7743791
"Female","All","50-54 years","Testis",0.0,NA,0.0,0.0,0,7743791
"Female","All","50-54 years","Penis",0.0,NA,0.0,0.0,0,7743791
"Female","All","50-54 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,7743791
"Female","All","50-54 years","Urinary Bladder",7.3,0.3,6.7,8.0,567,7743791
"Female","All","50-54 years","Kidney and Renal Pelvis",11.9,0.4,11.2,12.7,924,7743791
"Female","All","50-54 years","Ureter",0.2,0.0,0.1,0.3,14,7743791
"Female","All","50-54 years","Other Urinary Organs",0.2,0.1,0.1,0.3,15,7743791
"Female","All","50-54 years","Eye and Orbit",0.8,0.1,0.6,1.1,64,7743791
"Female","All","50-54 years","Brain and Other Nervous System",6.7,0.3,6.1,7.3,519,7743791
"Female","All","50-54 years","Thyroid",19.7,0.5,18.7,20.7,1524,7743791
"Female","All","50-54 years","Other Endocrine including Thymus",0.8,0.1,0.6,1.0,60,7743791
"Female","All","50-54 years","Lymphoma",20.4,0.5,19.4,21.4,1578,7743791
"Female","All","50-54 years","Myeloma",5.3,0.3,4.8,5.9,413,7743791
"Female","All","50-54 years","Leukemia",8.7,0.3,8.1,9.4,676,7743791
"Female","All","50-54 years","Mesothelioma",0.5,0.1,0.4,0.7,41,7743791
"Female","All","50-54 years","Kaposi Sarcoma",0.1,0.0,0.0,0.2,7,7743791
"Female","All","60-64 years","Lip",0.8,0.1,0.6,1.1,38,4593481
"Female","All","60-64 years","Tongue",4.7,0.3,4.1,5.4,217,4593481
"Female","All","60-64 years","Salivary Gland",2.0,0.2,1.7,2.5,94,4593481
"Female","All","60-64 years","Floor of Mouth",1.5,0.2,1.2,1.9,70,4593481
"Female","All","60-64 years","Gum and Other Mouth",3.1,0.3,2.6,3.6,142,4593481
"Female","All","60-64 years","Nasopharynx",1.0,0.1,0.7,1.3,45,4593481
"Female","All","60-64 years","Tonsil",2.2,0.2,1.8,2.7,102,4593481
"Female","All","60-64 years","Oropharynx",0.4,0.1,0.2,0.6,17,4593481
"Female","All","60-64 years","Hypopharynx",1.0,0.2,0.8,1.4,48,4593481
"Female","All","60-64 years","Other Oral Cavity and Pharynx",0.5,0.1,0.4,0.8,25,4593481
"Female","All","60-64 years","Esophagus",5.5,0.3,4.8,6.2,251,4593481
"Female","All","60-64 years","Stomach",11.1,0.5,10.2,12.1,510,4593481
"Female","All","60-64 years","Small Intestine",4.3,0.3,3.7,4.9,197,4593481
"Female","All","60-64 years","Colon and Rectum",103.8,1.5,100.8,106.7,4766,4593481
"Female","All","60-64 years","Anus, Anal Canal and Anorectum",3.9,0.3,3.4,4.5,180,4593481
"Female","All","60-64 years","Liver",8.0,0.4,7.2,8.9,368,4593481
"Female","All","60-64 years","Intrahepatic Bile Duct",1.3,0.2,1.0,1.7,60,4593481
"Female","All","60-64 years","Gallbladder",3.7,0.3,3.1,4.3,168,4593481
"Female","All","60-64 years","Other Biliary",2.9,0.3,2.5,3.5,135,4593481
"Female","All","60-64 years","Pancreas",23.3,0.7,21.9,24.8,1071,4593481
"Female","All","60-64 years","Retroperitoneum",0.9,0.1,0.7,1.3,43,4593481
"Female","All","60-64 years","Peritoneum, Omentum and Mesentery",3.4,0.3,2.8,3.9,154,4593481
"Female","All","60-64 years","Other Digestive Organs",0.8,0.1,0.5,1.1,35,4593481
"Female","All","60-64 years","Nose, Nasal Cavity and Middle Ear",1.3,0.2,1.0,1.7,62,4593481
"Female","All","60-64 years","Larynx",5.6,0.3,4.9,6.3,257,4593481
"Female","All","60-64 years","Lung and Bronchus",165.5,1.9,161.8,169.3,7603,4593481
"Female","All","60-64 years","Pleura",0.1,0.0,0.0,0.3,5,4593481
"Female","All","60-64 years","Trachea, Mediastinum and Other Respiratory Organs",0.3,0.1,0.2,0.5,14,4593481
"Female","All","60-64 years","Bones and Joints",0.8,0.1,0.5,1.1,36,4593481
"Female","All","60-64 years","Soft Tissue including Heart",4.9,0.3,4.3,5.6,226,4593481
"Female","All","60-64 years","Melanoma of the Skin",28.7,0.8,27.2,30.3,1318,4593481
"Female","All","60-64 years","Other Non-Epithelial Skin",2.3,0.2,1.9,2.8,105,4593481
"Female","All","60-64 years","Breast",378.9,2.9,373.3,384.5,17403,4593481
"Female","All","60-64 years","Cervix Uteri",15.8,0.6,14.7,17.0,726,4593481
"Female","All","60-64 years","Corpus Uteri",81.1,1.3,78.6,83.8,3727,4593481
"Female","All","60-64 years","Uterus, NOS",1.5,0.2,1.1,1.9,67,4593481
"Female","All","60-64 years","Ovary",40.3,0.9,38.5,42.2,1851,4593481
"Female","All","60-64 years","Vagina",2.1,0.2,1.7,2.5,95,4593481
"Female","All","60-64 years","Vulva",4.7,0.3,4.1,5.4,216,4593481
"Female","All","60-64 years","Other Female Genital Organs",2.1,0.2,1.7,2.6,97,4593481
"Female","All","60-64 years","Prostate",0.0,NA,0.0,0.1,0,4593481
"Female","All","60-64 years","Testis",0.0,NA,0.0,0.1,0,4593481
"Female","All","60-64 years","Penis",0.0,NA,0.0,0.1,0,4593481
"Female","All","60-64 years","Other Male Genital Organs",0.0,NA,0.0,0.1,0,4593481
"Female","All","60-64 years","Urinary Bladder",21.9,0.7,20.6,23.3,1007,4593481
"Female","All","60-64 years","Kidney and Renal Pelvis",22.6,0.7,21.3,24.0,1039,4593481
"Female","All","60-64 years","Ureter",0.7,0.1,0.5,1.0,34,4593481
"Female","All","60-64 years","Other Urinary Organs",0.5,0.1,0.3,0.8,24,4593481
"Female","All","60-64 years","Eye and Orbit",1.6,0.2,1.3,2.0,74,4593481
"Female","All","60-64 years","Brain and Other Nervous System",10.7,0.5,9.7,11.7,490,4593481
"Female","All","60-64 years","Thyroid",17.6,0.6,16.4,18.9,810,4593481
"Female","All","60-64 years","Other Endocrine including Thymus",1.2,0.2,0.9,1.6,56,4593481
"Female","All","60-64 years","Lymphoma",40.9,0.9,39.0,42.8,1877,4593481
"Female","All","60-64 years","Myeloma",12.6,0.5,11.6,13.7,578,4593481
"Female","All","60-64 years","Leukemia",20.5,0.7,19.2,21.8,940,4593481
"Female","All","60-64 years","Mesothelioma",1.0,0.1,0.7,1.3,45,4593481
"Female","All","60-64 years","Kaposi Sarcoma",0.1,0.0,0.0,0.2,4,4593481
"Female","All","70-74 years","Lip",1.5,0.2,1.1,1.9,55,3750637
"Female","All","70-74 years","Tongue",6.4,0.4,5.6,7.2,239,3750637
"Female","All","70-74 years","Salivary Gland",3.0,0.3,2.5,3.7,114,3750637
"Female","All","70-74 years","Floor of Mouth",1.8,0.2,1.4,2.3,69,3750637
"Female","All","70-74 years","Gum and Other Mouth",5.8,0.4,5.0,6.6,217,3750637
"Female","All","70-74 years","Nasopharynx",1.1,0.2,0.8,1.5,43,3750637
"Female","All","70-74 years","Tonsil",2.3,0.3,1.9,2.9,88,3750637
"Female","All","70-74 years","Oropharynx",0.8,0.1,0.5,1.1,30,3750637
"Female","All","70-74 years","Hypopharynx",1.5,0.2,1.2,2.0,58,3750637
"Female","All","70-74 years","Other Oral Cavity and Pharynx",1.0,0.2,0.7,1.4,37,3750637
"Female","All","70-74 years","Esophagus",10.7,0.5,9.7,11.8,402,3750637
"Female","All","70-74 years","Stomach",25.9,0.8,24.3,27.6,973,3750637
"Female","All","70-74 years","Small Intestine",6.1,0.4,5.3,6.9,227,3750637
"Female","All","70-74 years","Colon and Rectum",208.3,2.4,203.7,213.0,7812,3750637
"Female","All","70-74 years","Anus, Anal Canal and Anorectum",5.5,0.4,4.8,6.4,208,3750637
"Female","All","70-74 years","Liver",14.7,0.6,13.5,16.0,553,3750637
"Female","All","70-74 years","Intrahepatic Bile Duct",2.5,0.3,2.0,3.1,95,3750637
"Female","All","70-74 years","Gallbladder",6.6,0.4,5.8,7.5,248,3750637
"Female","All","70-74 years","Other Biliary",6.3,0.4,5.5,7.2,237,3750637
"Female","All","70-74 years","Pancreas",52.1,1.2,49.8,54.4,1953,3750637
"Female","All","70-74 years","Retroperitoneum",1.4,0.2,1.0,1.8,52,3750637
"Female","All","70-74 years","Peritoneum, Omentum and Mesentery",5.8,0.4,5.0,6.6,216,3750637
"Female","All","70-74 years","Other Digestive Organs",2.0,0.2,1.6,2.5,76,3750637
"Female","All","70-74 years","Nose, Nasal Cavity and Middle Ear",1.6,0.2,1.2,2.1,61,3750637
"Female","All","70-74 years","Larynx",7.1,0.4,6.3,8.0,266,3750637
"Female","All","70-74 years","Lung and Bronchus",305.0,2.9,299.5,310.7,11441,3750637
"Female","All","70-74 years","Pleura",0.1,0.1,0.0,0.3,4,3750637
"Female","All","70-74 years","Trachea, Mediastinum and Other Respiratory Organs",0.2,0.1,0.1,0.4,7,3750637
"Female","All","70-74 years","Bones and Joints",1.1,0.2,0.8,1.5,41,3750637
"Female","All","70-74 years","Soft Tissue including Heart",6.7,0.4,5.9,7.6,252,3750637
"Female","All","70-74 years","Melanoma of the Skin",38.3,1.0,36.4,40.4,1438,3750637
"Female","All","70-74 years","Other Non-Epithelial Skin",4.4,0.3,3.8,5.1,165,3750637
"Female","All","70-74 years","Breast",446.6,3.5,439.9,453.4,16750,3750637
"Female","All","70-74 years","Cervix Uteri",13.9,0.6,12.8,15.2,523,3750637
"Female","All","70-74 years","Corpus Uteri",86.2,1.5,83.2,89.2,3232,3750637
"Female","All","70-74 years","Uterus, NOS",1.8,0.2,1.4,2.3,69,3750637
"Female","All","70-74 years","Ovary",50.9,1.2,48.6,53.2,1909,3750637
"Female","All","70-74 years","Vagina",2.5,0.3,2.0,3.1,94,3750637
"Female","All","70-74 years","Vulva",7.6,0.5,6.7,8.5,285,3750637
"Female","All","70-74 years","Other Female Genital Organs",2.7,0.3,2.2,3.3,101,3750637
"Female","All","70-74 years","Prostate",0.0,NA,0.0,0.1,0,3750637
"Female","All","70-74 years","Testis",0.0,NA,0.0,0.1,0,3750637
"Female","All","70-74 years","Penis",0.0,NA,0.0,0.1,0,3750637
"Female","All","70-74 years","Other Male Genital Organs",0.0,NA,0.0,0.1,0,3750637
"Female","All","70-74 years","Urinary Bladder",46.8,1.1,44.7,49.1,1756,3750637
"Female","All","70-74 years","Kidney and Renal Pelvis",38.0,1.0,36.0,40.0,1424,3750637
"Female","All","70-74 years","Ureter",2.2,0.2,1.7,2.7,82,3750637
"Female","All","70-74 years","Other Urinary Organs",0.6,0.1,0.4,1.0,24,3750637
"Female","All","70-74 years","Eye and Orbit",1.9,0.2,1.5,2.4,71,3750637
"Female","All","70-74 years","Brain and Other Nervous System",16.1,0.7,14.8,17.4,604,3750637
"Female","All","70-74 years","Thyroid",16.6,0.7,15.3,17.9,622,3750637
"Female","All","70-74 years","Other Endocrine including Thymus",1.7,0.2,1.3,2.1,62,3750637
"Female","All","70-74 years","Lymphoma",72.1,1.4,69.4,74.8,2703,3750637
"Female","All","70-74 years","Myeloma",24.1,0.8,22.6,25.7,904,3750637
"Female","All","70-74 years","Leukemia",36.0,1.0,34.1,37.9,1349,3750637
"Female","All","70-74 years","Mesothelioma",1.4,0.2,1.1,1.9,54,3750637
"Female","All","70-74 years","Kaposi Sarcoma",0.3,0.1,0.1,0.5,11,3750637
"Female","Black","50-54 years","Lip",0.2,0.2,0.0,0.8,2,862821
"Female","Black","50-54 years","Tongue",2.3,0.5,1.4,3.6,20,862821
"Female","Black","50-54 years","Salivary Gland",1.3,0.4,0.6,2.3,11,862821
"Female","Black","50-54 years","Floor of Mouth",0.5,0.2,0.1,1.2,4,862821
"Female","Black","50-54 years","Gum and Other Mouth",3.2,0.6,2.2,4.7,28,862821
"Female","Black","50-54 years","Nasopharynx",0.7,0.3,0.3,1.5,6,862821
"Female","Black","50-54 years","Tonsil",1.6,0.4,0.9,2.7,14,862821
"Female","Black","50-54 years","Oropharynx",0.3,0.2,0.1,1.0,3,862821
"Female","Black","50-54 years","Hypopharynx",1.4,0.4,0.7,2.4,12,862821
"Female","Black","50-54 years","Other Oral Cavity and Pharynx",0.5,0.2,0.1,1.2,4,862821
"Female","Black","50-54 years","Esophagus",4.1,0.7,2.8,5.6,35,862821
"Female","Black","50-54 years","Stomach",8.7,1.0,6.8,10.9,75,862821
"Female","Black","50-54 years","Small Intestine",3.1,0.6,2.1,4.6,27,862821
"Female","Black","50-54 years","Colon and Rectum",70.6,2.9,65.1,76.4,609,862821
"Female","Black","50-54 years","Anus, Anal Canal and Anorectum",3.8,0.7,2.6,5.4,33,862821
"Female","Black","50-54 years","Liver",4.3,0.7,3.0,5.9,37,862821
"Female","Black","50-54 years","Intrahepatic Bile Duct",0.5,0.2,0.1,1.2,4,862821
"Female","Black","50-54 years","Gallbladder",1.7,0.4,1.0,2.9,15,862821
"Female","Black","50-54 years","Other Biliary",0.6,0.3,0.2,1.4,5,862821
"Female","Black","50-54 years","Pancreas",10.7,1.1,8.6,13.1,92,862821
"Female","Black","50-54 years","Retroperitoneum",1.3,0.4,0.6,2.3,11,862821
"Female","Black","50-54 years","Peritoneum, Omentum and Mesentery",0.6,0.3,0.2,1.4,5,862821
"Female","Black","50-54 years","Other Digestive Organs",0.3,0.2,0.1,1.0,3,862821
"Female","Black","50-54 years","Nose, Nasal Cavity and Middle Ear",0.6,0.3,0.2,1.4,5,862821
"Female","Black","50-54 years","Larynx",3.5,0.6,2.3,5.0,30,862821
"Female","Black","50-54 years","Lung and Bronchus",63.4,2.7,58.2,68.9,547,862821
"Female","Black","50-54 years","Pleura",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Bones and Joints",0.2,0.2,0.0,0.8,2,862821
"Female","Black","50-54 years","Soft Tissue including Heart",4.4,0.7,3.1,6.0,38,862821
"Female","Black","50-54 years","Melanoma of the Skin",0.3,0.2,0.1,1.0,3,862821
"Female","Black","50-54 years","Other Non-Epithelial Skin",1.7,0.4,1.0,2.9,15,862821
"Female","Black","50-54 years","Breast",240.7,5.3,230.5,251.3,2077,862821
"Female","Black","50-54 years","Cervix Uteri",17.5,1.4,14.8,20.5,151,862821
"Female","Black","50-54 years","Corpus Uteri",22.4,1.6,19.3,25.8,193,862821
"Female","Black","50-54 years","Uterus, NOS",1.7,0.4,1.0,2.9,15,862821
"Female","Black","50-54 years","Ovary",13.9,1.3,11.5,16.6,120,862821
"Female","Black","50-54 years","Vagina",1.6,0.4,0.9,2.7,14,862821
"Female","Black","50-54 years","Vulva",3.8,0.7,2.6,5.4,33,862821
"Female","Black","50-54 years","Other Female Genital Organs",0.9,0.3,0.4,1.8,8,862821
"Female","Black","50-54 years","Prostate",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Testis",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Penis",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Other Male Genital Organs",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Urinary Bladder",4.2,0.7,2.9,5.8,36,862821
"Female","Black","50-54 years","Kidney and Renal Pelvis",15.1,1.3,12.6,17.9,130,862821
"Female","Black","50-54 years","Ureter",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Other Urinary Organs",0.6,0.3,0.2,1.4,5,862821
"Female","Black","50-54 years","Eye and Orbit",0.0,NA,0.0,0.4,0,862821
"Female","Black","50-54 years","Brain and Other Nervous System",4.9,0.8,3.5,6.6,42,862821
"Female","Black","50-54 years","Thyroid",14.3,1.3,11.8,17.0,123,862821
"Female","Black","50-54 years","Other Endocrine including Thymus",1.0,0.3,0.5,2.0,9,862821
"Female","Black","50-54 years","Lymphoma",19.6,1.5,16.7,22.8,169,862821
"Female","Black","50-54 years","Myeloma",14.5,1.3,12.1,17.3,125,862821
"Female","Black","50-54 years","Leukemia",7.2,0.9,5.5,9.2,62,862821
"Female","Black","50-54 years","Mesothelioma",0.5,0.2,0.1,1.2,4,862821
"Female","Black","50-54 years","Kaposi Sarcoma",0.3,0.2,0.1,1.0,3,862821
"Female","Black","60-64 years","Lip",0.4,0.3,0.1,1.5,2,482882
"Female","Black","60-64 years","Tongue",3.5,0.9,2.1,5.6,17,482882
"Female","Black","60-64 years","Salivary Gland",1.4,0.5,0.6,3.0,7,482882
"Female","Black","60-64 years","Floor of Mouth",1.9,0.6,0.9,3.5,9,482882
"Female","Black","60-64 years","Gum and Other Mouth",2.9,0.8,1.6,4.9,14,482882
"Female","Black","60-64 years","Nasopharynx",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Tonsil",1.0,0.5,0.3,2.4,5,482882
"Female","Black","60-64 years","Oropharynx",0.6,0.4,0.1,1.8,3,482882
"Female","Black","60-64 years","Hypopharynx",1.0,0.5,0.3,2.4,5,482882
"Female","Black","60-64 years","Other Oral Cavity and Pharynx",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Esophagus",11.6,1.5,8.8,15.1,56,482882
"Female","Black","60-64 years","Stomach",19.5,2.0,15.7,23.8,94,482882
"Female","Black","60-64 years","Small Intestine",7.9,1.3,5.6,10.8,38,482882
"Female","Black","60-64 years","Colon and Rectum",147.7,5.5,137.0,158.9,713,482882
"Female","Black","60-64 years","Anus, Anal Canal and Anorectum",2.7,0.7,1.4,4.6,13,482882
"Female","Black","60-64 years","Liver",7.5,1.2,5.2,10.3,36,482882
"Female","Black","60-64 years","Intrahepatic Bile Duct",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Gallbladder",4.1,0.9,2.5,6.4,20,482882
"Female","Black","60-64 years","Other Biliary",3.3,0.8,1.9,5.4,16,482882
"Female","Black","60-64 years","Pancreas",34.6,2.7,29.5,40.2,167,482882
"Female","Black","60-64 years","Retroperitoneum",1.9,0.6,0.9,3.5,9,482882
"Female","Black","60-64 years","Peritoneum, Omentum and Mesentery",1.4,0.5,0.6,3.0,7,482882
"Female","Black","60-64 years","Other Digestive Organs",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Nose, Nasal Cavity and Middle Ear",1.0,0.5,0.3,2.4,5,482882
"Female","Black","60-64 years","Larynx",8.5,1.3,6.1,11.5,41,482882
"Female","Black","60-64 years","Lung and Bronchus",159.3,5.7,148.2,170.9,769,482882
"Female","Black","60-64 years","Pleura",0.0,NA,0.0,0.8,0,482882
"Female","Black","60-64 years","Trachea, Mediastinum and Other Respiratory Organs",0.4,0.3,0.1,1.5,2,482882
"Female","Black","60-64 years","Bones and Joints",0.6,0.4,0.1,1.8,3,482882
"Female","Black","60-64 years","Soft Tissue including Heart",5.4,1.1,3.5,7.9,26,482882
"Female","Black","60-64 years","Melanoma of the Skin",2.3,0.7,1.1,4.1,11,482882
"Female","Black","60-64 years","Other Non-Epithelial Skin",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Breast",314.6,8.1,298.9,330.8,1519,482882
"Female","Black","60-64 years","Cervix Uteri",27.5,2.4,23.1,32.6,133,482882
"Female","Black","60-64 years","Corpus Uteri",70.6,3.8,63.3,78.5,341,482882
"Female","Black","60-64 years","Uterus, NOS",2.9,0.8,1.6,4.9,14,482882
"Female","Black","60-64 years","Ovary",29.4,2.5,24.8,34.7,142,482882
"Female","Black","60-64 years","Vagina",3.3,0.8,1.9,5.4,16,482882
"Female","Black","60-64 years","Vulva",3.7,0.9,2.2,5.9,18,482882
"Female","Black","60-64 years","Other Female Genital Organs",1.4,0.5,0.6,3.0,7,482882
"Female","Black","60-64 years","Prostate",0.0,NA,0.0,0.8,0,482882
"Female","Black","60-64 years","Testis",0.0,NA,0.0,0.8,0,482882
"Female","Black","60-64 years","Penis",0.0,NA,0.0,0.8,0,482882
"Female","Black","60-64 years","Other Male Genital Organs",0.0,NA,0.0,0.8,0,482882
"Female","Black","60-64 years","Urinary Bladder",15.9,1.8,12.6,19.9,77,482882
"Female","Black","60-64 years","Kidney and Renal Pelvis",25.5,2.3,21.2,30.4,123,482882
"Female","Black","60-64 years","Ureter",0.4,0.3,0.1,1.5,2,482882
"Female","Black","60-64 years","Other Urinary Organs",1.9,0.6,0.9,3.5,9,482882
"Female","Black","60-64 years","Eye and Orbit",0.4,0.3,0.1,1.5,2,482882
"Female","Black","60-64 years","Brain and Other Nervous System",6.2,1.1,4.2,8.9,30,482882
"Female","Black","60-64 years","Thyroid",13.3,1.7,10.2,16.9,64,482882
"Female","Black","60-64 years","Other Endocrine including Thymus",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Lymphoma",26.7,2.4,22.3,31.7,129,482882
"Female","Black","60-64 years","Myeloma",25.7,2.3,21.4,30.6,124,482882
"Female","Black","60-64 years","Leukemia",17.2,1.9,13.7,21.3,83,482882
"Female","Black","60-64 years","Mesothelioma",0.8,0.4,0.2,2.1,4,482882
"Female","Black","60-64 years","Kaposi Sarcoma",0.2,0.2,0.0,1.2,1,482882
"Female","Black","70-74 years","Lip",0.0,NA,0.0,1.1,0,332818
"Female","Black","70-74 years","Tongue",3.0,1.0,1.4,5.5,10,332818
"Female","Black","70-74 years","Salivary Gland",2.7,0.9,1.2,5.1,9,332818
"Female","Black","70-74 years","Floor of Mouth",1.5,0.7,0.5,3.5,5,332818
"Female","Black","70-74 years","Gum and Other Mouth",4.5,1.2,2.5,7.4,15,332818
"Female","Black","70-74 years","Nasopharynx",0.3,0.3,0.0,1.7,1,332818
"Female","Black","70-74 years","Tonsil",1.5,0.7,0.5,3.5,5,332818
"Female","Black","70-74 years","Oropharynx",0.9,0.5,0.2,2.6,3,332818
"Female","Black","70-74 years","Hypopharynx",0.3,0.3,0.0,1.7,1,332818
"Female","Black","70-74 years","Other Oral Cavity and Pharynx",1.8,0.7,0.7,3.9,6,332818
"Female","Black","70-74 years","Esophagus",18.9,2.4,14.5,24.2,63,332818
"Female","Black","70-74 years","Stomach",42.1,3.6,35.4,49.6,140,332818
"Female","Black","70-74 years","Small Intestine",9.6,1.7,6.6,13.6,32,332818
"Female","Black","70-74 years","Colon and Rectum",246.7,8.6,230.1,264.1,821,332818
"Female","Black","70-74 years","Anus, Anal Canal and Anorectum",3.3,1.0,1.6,5.9,11,332818
"Female","Black","70-74 years","Liver",13.8,2.0,10.1,18.4,46,332818
"Female","Black","70-74 years","Intrahepatic Bile Duct",2.1,0.8,0.8,4.3,7,332818
