"Sex (Male, Female)","Race recode (All, Black)","Age recode (50-54, 60-64, 70-74)","Site recode ICD-O-3/WHO 2008 (Liu et al groupings)","Crude Rate","Standard Error","Lower Confidence Interval","Upper Confidence Interval","Count","Population"
"Male","Black","70-74 years","Breast",0.0,0.0,0.0,0.0,9,51194846
"Male","Black","70-74 years","Cervix Uteri",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Corpus Uteri",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Uterus, NOS",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Ovary",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Vagina",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Vulva",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Other Female Genital Organs",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Prostate",3.0,0.1,2.9,3.2,1546,51194846
"Male","Black","70-74 years","Testis",0.0,NA,0.0,0.0,0,51194846
"Male","Black","70-74 years","Penis",0.0,0.0,0.0,0.0,6,51194846
"Male","Black","70-74 years","Other Male Genital Organs",0.0,0.0,0.0,0.0,3,51194846
"Male","Black","70-74 years","Urinary Bladder",0.3,0.0,0.2,0.3,131,51194846
"Male","Black","70-74 years","Kidney and Renal Pelvis",0.2,0.0,0.2,0.2,96,51194846
"Male","Black","70-74 years","Ureter",0.0,0.0,0.0,0.0,1,51194846
"Male","Black","70-74 years","Other Urinary Organs",0.0,0.0,0.0,0.0,6,51194846
"Male","Black","70-74 years","Eye and Orbit",0.0,0.0,0.0,0.0,1,51194846
"Male","Black","70-74 years","Brain and Other Nervous System",0.1,0.0,0.0,0.1,27,51194846
"Male","Black","70-74 years","Thyroid",0.0,0.0,0.0,0.0,11,51194846
"Male","Black","70-74 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,3,51194846
"Male","Black","70-74 years","Lymphoma",0.2,0.0,0.1,0.2,93,51194846
"Male","Black","70-74 years","Myeloma",0.2,0.0,0.2,0.3,108,51194846
"Male","Black","70-74 years","Leukemia",0.2,0.0,0.2,0.2,97,51194846
"Male","Black","70-74 years","Mesothelioma",0.0,0.0,0.0,0.0,13,51194846
"Male","Black","70-74 years","Kaposi Sarcoma",0.0,NA,0.0,0.0,0,51194846
"Female","All","50-54 years","Lip",0.0,0.0,0.0,0.0,7,476661697
"Female","All","50-54 years","Tongue",0.0,0.0,0.0,0.0,98,476661697
"Female","All","50-54 years","Salivary Gland",0.0,0.0,0.0,0.0,22,476661697
"Female","All","50-54 years","Floor of Mouth",0.0,0.0,0.0,0.0,17,476661697
"Female","All","50-54 years","Gum and Other Mouth",0.0,0.0,0.0,0.0,37,476661697
"Female","All","50-54 years","Nasopharynx",0.0,0.0,0.0,0.0,27,476661697
"Female","All","50-54 years","Tonsil",0.0,0.0,0.0,0.0,35,476661697
"Female","All","50-54 years","Oropharynx",0.0,0.0,0.0,0.0,7,476661697
"Female","All","50-54 years","Hypopharynx",0.0,0.0,0.0,0.0,30,476661697
"Female","All","50-54 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,9,476661697
"Female","All","50-54 years","Esophagus",0.0,0.0,0.0,0.0,89,476661697
"Female","All","50-54 years","Stomach",0.1,0.0,0.0,0.1,269,476661697
"Female","All","50-54 years","Small Intestine",0.0,0.0,0.0,0.0,51,476661697
"Female","All","50-54 years","Colon and Rectum",0.3,0.0,0.3,0.3,1338,476661697
"Female","All","50-54 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,84,476661697
"Female","All","50-54 years","Liver",0.0,0.0,0.0,0.0,174,476661697
"Female","All","50-54 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,26,476661697
"Female","All","50-54 years","Gallbladder",0.0,0.0,0.0,0.0,72,476661697
"Female","All","50-54 years","Other Biliary",0.0,0.0,0.0,0.0,65,476661697
"Female","All","50-54 years","Pancreas",0.1,0.0,0.1,0.1,518,476661697
"Female","All","50-54 years","Retroperitoneum",0.0,0.0,0.0,0.0,21,476661697
"Female","All","50-54 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,58,476661697
"Female","All","50-54 years","Other Digestive Organs",0.0,0.0,0.0,0.0,24,476661697
"Female","All","50-54 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,17,476661697
"Female","All","50-54 years","Larynx",0.0,0.0,0.0,0.0,73,476661697
"Female","All","50-54 years","Lung and Bronchus",0.6,0.0,0.6,0.6,2883,476661697
"Female","All","50-54 years","Pleura",0.0,0.0,0.0,0.0,2,476661697
"Female","All","50-54 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,4,476661697
"Female","All","50-54 years","Bones and Joints",0.0,0.0,0.0,0.0,22,476661697
"Female","All","50-54 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,87,476661697
"Female","All","50-54 years","Melanoma of the Skin",0.1,0.0,0.0,0.1,239,476661697
"Female","All","50-54 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,10,476661697
"Female","All","50-54 years","Breast",0.8,0.0,0.8,0.8,3891,476661697
"Female","All","50-54 years","Cervix Uteri",0.1,0.0,0.1,0.1,448,476661697
"Female","All","50-54 years","Corpus Uteri",0.1,0.0,0.1,0.1,569,476661697
"Female","All","50-54 years","Uterus, NOS",0.0,0.0,0.0,0.0,42,476661697
"Female","All","50-54 years","Ovary",0.2,0.0,0.2,0.2,965,476661697
"Female","All","50-54 years","Vagina",0.0,0.0,0.0,0.0,43,476661697
"Female","All","50-54 years","Vulva",0.0,0.0,0.0,0.0,56,476661697
"Female","All","50-54 years","Other Female Genital Organs",0.0,0.0,0.0,0.0,34,476661697
"Female","All","50-54 years","Prostate",0.0,NA,0.0,0.0,0,476661697
"Female","All","50-54 years","Testis",0.0,NA,0.0,0.0,0,476661697
"Female","All","50-54 years","Penis",0.0,NA,0.0,0.0,0,476661697
"Female","All","50-54 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,476661697
"Female","All","50-54 years","Urinary Bladder",0.0,0.0,0.0,0.0,120,476661697
"Female","All","50-54 years","Kidney and Renal Pelvis",0.1,0.0,0.1,0.1,287,476661697
"Female","All","50-54 years","Ureter",0.0,0.0,0.0,0.0,3,476661697
"Female","All","50-54 years","Other Urinary Organs",0.0,0.0,0.0,0.0,10,476661697
"Female","All","50-54 years","Eye and Orbit",0.0,0.0,0.0,0.0,20,476661697
"Female","All","50-54 years","Brain and Other Nervous System",0.1,0.0,0.1,0.1,379,476661697
"Female","All","50-54 years","Thyroid",0.0,0.0,0.0,0.0,119,476661697
"Female","All","50-54 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,34,476661697
"Female","All","50-54 years","Lymphoma",0.1,0.0,0.1,0.1,465,476661697
"Female","All","50-54 years","Myeloma",0.1,0.0,0.0,0.1,260,476661697
"Female","All","50-54 years","Leukemia",0.1,0.0,0.1,0.1,327,476661697
"Female","All","50-54 years","Mesothelioma",0.0,0.0,0.0,0.0,31,476661697
"Female","All","50-54 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,4,476661697
"Female","All","60-64 years","Lip",0.0,0.0,0.0,0.0,13,476661697
"Female","All","60-64 years","Tongue",0.0,0.0,0.0,0.0,117,476661697
"Female","All","60-64 years","Salivary Gland",0.0,0.0,0.0,0.0,42,476661697
"Female","All","60-64 years","Floor of Mouth",0.0,0.0,0.0,0.0,36,476661697
"Female","All","60-64 years","Gum and Other Mouth",0.0,0.0,0.0,0.0,75,476661697
"Female","All","60-64 years","Nasopharynx",0.0,0.0,0.0,0.0,25,476661697
"Female","All","60-64 years","Tonsil",0.0,0.0,0.0,0.0,55,476661697
"Female","All","60-64 years","Oropharynx",0.0,0.0,0.0,0.0,9,476661697
"Female","All","60-64 years","Hypopharynx",0.0,0.0,0.0,0.0,32,476661697
"Female","All","60-64 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,18,476661697
"Female","All","60-64 years","Esophagus",0.0,0.0,0.0,0.0,196,476661697
"Female","All","60-64 years","Stomach",0.1,0.0,0.1,0.1,368,476661697
"Female","All","60-64 years","Small Intestine",0.0,0.0,0.0,0.0,100,476661697
"Female","All","60-64 years","Colon and Rectum",0.4,0.0,0.4,0.4,2037,476661697
"Female","All","60-64 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,71,476661697
"Female","All","60-64 years","Liver",0.1,0.0,0.1,0.1,309,476661697
"Female","All","60-64 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,52,476661697
"Female","All","60-64 years","Gallbladder",0.0,0.0,0.0,0.0,139,476661697
"Female","All","60-64 years","Other Biliary",0.0,0.0,0.0,0.0,102,476661697
"Female","All","60-64 years","Pancreas",0.2,0.0,0.2,0.2,935,476661697
"Female","All","60-64 years","Retroperitoneum",0.0,0.0,0.0,0.0,26,476661697
"Female","All","60-64 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,122,476661697
"Female","All","60-64 years","Other Digestive Organs",0.0,0.0,0.0,0.0,30,476661697
"Female","All","60-64 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,32,476661697
"Female","All","60-64 years","Larynx",0.0,0.0,0.0,0.0,158,476661697
"Female","All","60-64 years","Lung and Bronchus",1.3,0.0,1.3,1.3,6116,476661697
"Female","All","60-64 years","Pleura",0.0,0.0,0.0,0.0,2,476661697
"Female","All","60-64 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,10,476661697
"Female","All","60-64 years","Bones and Joints",0.0,0.0,0.0,0.0,16,476661697
"Female","All","60-64 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,117,476661697
"Female","All","60-64 years","Melanoma of the Skin",0.1,0.0,0.0,0.1,249,476661697
"Female","All","60-64 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,21,476661697
"Female","All","60-64 years","Breast",0.9,0.0,0.9,0.9,4274,476661697
"Female","All","60-64 years","Cervix Uteri",0.1,0.0,0.1,0.1,329,476661697
"Female","All","60-64 years","Corpus Uteri",0.2,0.0,0.2,0.2,990,476661697
"Female","All","60-64 years","Uterus, NOS",0.0,0.0,0.0,0.0,52,476661697
"Female","All","60-64 years","Ovary",0.3,0.0,0.2,0.3,1247,476661697
"Female","All","60-64 years","Vagina",0.0,0.0,0.0,0.0,62,476661697
"Female","All","60-64 years","Vulva",0.0,0.0,0.0,0.0,72,476661697
"Female","All","60-64 years","Other Female Genital Organs",0.0,0.0,0.0,0.0,44,476661697
"Female","All","60-64 years","Prostate",0.0,NA,0.0,0.0,0,476661697
"Female","All","60-64 years","Testis",0.0,NA,0.0,0.0,0,476661697
"Female","All","60-64 years","Penis",0.0,NA,0.0,0.0,0,476661697
"Female","All","60-64 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,476661697
"Female","All","60-64 years","Urinary Bladder",0.1,0.0,0.1,0.1,313,476661697
"Female","All","60-64 years","Kidney and Renal Pelvis",0.1,0.0,0.1,0.1,456,476661697
"Female","All","60-64 years","Ureter",0.0,0.0,0.0,0.0,11,476661697
"Female","All","60-64 years","Other Urinary Organs",0.0,0.0,0.0,0.0,16,476661697
"Female","All","60-64 years","Eye and Orbit",0.0,0.0,0.0,0.0,29,476661697
"Female","All","60-64 years","Brain and Other Nervous System",0.1,0.0,0.1,0.1,416,476661697
"Female","All","60-64 years","Thyroid",0.0,0.0,0.0,0.0,134,476661697
"Female","All","60-64 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,31,476661697
"Female","All","60-64 years","Lymphoma",0.2,0.0,0.2,0.2,779,476661697
"Female","All","60-64 years","Myeloma",0.1,0.0,0.1,0.1,409,476661697
"Female","All","60-64 years","Leukemia",0.1,0.0,0.1,0.1,499,476661697
"Female","All","60-64 years","Mesothelioma",0.0,0.0,0.0,0.0,34,476661697
"Female","All","60-64 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,1,476661697
"Female","All","70-74 years","Lip",0.0,0.0,0.0,0.0,22,476661697
"Female","All","70-74 years","Tongue",0.0,0.0,0.0,0.0,158,476661697
"Female","All","70-74 years","Salivary Gland",0.0,0.0,0.0,0.0,51,476661697
"Female","All","70-74 years","Floor of Mouth",0.0,0.0,0.0,0.0,50,476661697
"Female","All","70-74 years","Gum and Other Mouth",0.0,0.0,0.0,0.0,142,476661697
"Female","All","70-74 years","Nasopharynx",0.0,0.0,0.0,0.0,25,476661697
"Female","All","70-74 years","Tonsil",0.0,0.0,0.0,0.0,63,476661697
"Female","All","70-74 years","Oropharynx",0.0,0.0,0.0,0.0,24,476661697
"Female","All","70-74 years","Hypopharynx",0.0,0.0,0.0,0.0,54,476661697
"Female","All","70-74 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,29,476661697
"Female","All","70-74 years","Esophagus",0.1,0.0,0.1,0.1,342,476661697
"Female","All","70-74 years","Stomach",0.2,0.0,0.1,0.2,738,476661697
"Female","All","70-74 years","Small Intestine",0.0,0.0,0.0,0.0,149,476661697
"Female","All","70-74 years","Colon and Rectum",0.9,0.0,0.9,0.9,4310,476661697
"Female","All","70-74 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,111,476661697
"Female","All","70-74 years","Liver",0.1,0.0,0.1,0.1,499,476661697
"Female","All","70-74 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,87,476661697
"Female","All","70-74 years","Gallbladder",0.0,0.0,0.0,0.1,212,476661697
"Female","All","70-74 years","Other Biliary",0.0,0.0,0.0,0.0,192,476661697
"Female","All","70-74 years","Pancreas",0.4,0.0,0.4,0.4,1758,476661697
"Female","All","70-74 years","Retroperitoneum",0.0,0.0,0.0,0.0,40,476661697
"Female","All","70-74 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,185,476661697
"Female","All","70-74 years","Other Digestive Organs",0.0,0.0,0.0,0.0,70,476661697
"Female","All","70-74 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,38,476661697
"Female","All","70-74 years","Larynx",0.0,0.0,0.0,0.0,185,476661697
"Female","All","70-74 years","Lung and Bronchus",2.0,0.0,2.0,2.1,9650,476661697
"Female","All","70-74 years","Pleura",0.0,0.0,0.0,0.0,4,476661697
"Female","All","70-74 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,6,476661697
"Female","All","70-74 years","Bones and Joints",0.0,0.0,0.0,0.0,28,476661697
"Female","All","70-74 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,153,476661697
"Female","All","70-74 years","Melanoma of the Skin",0.1,0.0,0.1,0.1,540,476661697
"Female","All","70-74 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,64,476661697
"Female","All","70-74 years","Breast",1.4,0.0,1.4,1.4,6638,476661697
"Female","All","70-74 years","Cervix Uteri",0.1,0.0,0.1,0.1,310,476661697
"Female","All","70-74 years","Corpus Uteri",0.3,0.0,0.3,0.3,1471,476661697
"Female","All","70-74 years","Uterus, NOS",0.0,0.0,0.0,0.0,52,476661697
"Female","All","70-74 years","Ovary",0.3,0.0,0.3,0.3,1484,476661697
"Female","All","70-74 years","Vagina",0.0,0.0,0.0,0.0,65,476661697
"Female","All","70-74 years","Vulva",0.0,0.0,0.0,0.0,160,476661697
"Female","All","70-74 years","Other Female Genital Organs",0.0,0.0,0.0,0.0,69,476661697
"Female","All","70-74 years","Prostate",0.0,NA,0.0,0.0,0,476661697
"Female","All","70-74 years","Testis",0.0,NA,0.0,0.0,0,476661697
"Female","All","70-74 years","Penis",0.0,NA,0.0,0.0,0,476661697
"Female","All","70-74 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,476661697
"Female","All","70-74 years","Urinary Bladder",0.2,0.0,0.2,0.2,887,476661697
"Female","All","70-74 years","Kidney and Renal Pelvis",0.2,0.0,0.2,0.2,800,476661697
"Female","All","70-74 years","Ureter",0.0,0.0,0.0,0.0,53,476661697
"Female","All","70-74 years","Other Urinary Organs",0.0,0.0,0.0,0.0,16,476661697
"Female","All","70-74 years","Eye and Orbit",0.0,0.0,0.0,0.0,38,476661697
"Female","All","70-74 years","Brain and Other Nervous System",0.1,0.0,0.1,0.1,547,476661697
"Female","All","70-74 years","Thyroid",0.0,0.0,0.0,0.1,238,476661697
"Female","All","70-74 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,29,476661697
"Female","All","70-74 years","Lymphoma",0.3,0.0,0.3,0.4,1622,476661697
"Female","All","70-74 years","Myeloma",0.2,0.0,0.1,0.2,732,476661697
"Female","All","70-74 years","Leukemia",0.2,0.0,0.2,0.2,915,476661697
"Female","All","70-74 years","Mesothelioma",0.0,0.0,0.0,0.0,47,476661697
"Female","All","70-74 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,4,476661697
"Female","Black","50-54 years","Lip",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Tongue",0.0,0.0,0.0,0.0,13,55404483
"Female","Black","50-54 years","Salivary Gland",0.0,0.0,0.0,0.0,6,55404483
"Female","Black","50-54 years","Floor of Mouth",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","50-54 years","Gum and Other Mouth",0.0,0.0,0.0,0.0,15,55404483
"Female","Black","50-54 years","Nasopharynx",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","50-54 years","Tonsil",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","50-54 years","Oropharynx",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","50-54 years","Hypopharynx",0.0,0.0,0.0,0.0,9,55404483
"Female","Black","50-54 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","50-54 years","Esophagus",0.0,0.0,0.0,0.1,27,55404483
"Female","Black","50-54 years","Stomach",0.1,0.0,0.1,0.1,46,55404483
"Female","Black","50-54 years","Small Intestine",0.0,0.0,0.0,0.0,13,55404483
"Female","Black","50-54 years","Colon and Rectum",0.4,0.0,0.4,0.5,235,55404483
"Female","Black","50-54 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,14,55404483
"Female","Black","50-54 years","Liver",0.1,0.0,0.0,0.1,30,55404483
"Female","Black","50-54 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","50-54 years","Gallbladder",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","50-54 years","Other Biliary",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","50-54 years","Pancreas",0.1,0.0,0.1,0.2,76,55404483
"Female","Black","50-54 years","Retroperitoneum",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","50-54 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","50-54 years","Other Digestive Organs",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","50-54 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","50-54 years","Larynx",0.0,0.0,0.0,0.1,18,55404483
"Female","Black","50-54 years","Lung and Bronchus",0.7,0.0,0.6,0.8,395,55404483
"Female","Black","50-54 years","Pleura",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Bones and Joints",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","50-54 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,15,55404483
"Female","Black","50-54 years","Melanoma of the Skin",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","50-54 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","50-54 years","Breast",1.1,0.0,1.1,1.2,630,55404483
"Female","Black","50-54 years","Cervix Uteri",0.1,0.0,0.1,0.1,63,55404483
"Female","Black","50-54 years","Corpus Uteri",0.1,0.0,0.1,0.1,64,55404483
"Female","Black","50-54 years","Uterus, NOS",0.0,0.0,0.0,0.0,10,55404483
"Female","Black","50-54 years","Ovary",0.1,0.0,0.1,0.1,59,55404483
"Female","Black","50-54 years","Vagina",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","50-54 years","Vulva",0.0,0.0,0.0,0.0,12,55404483
"Female","Black","50-54 years","Other Female Genital Organs",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","50-54 years","Prostate",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Testis",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Penis",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Urinary Bladder",0.0,0.0,0.0,0.0,17,55404483
"Female","Black","50-54 years","Kidney and Renal Pelvis",0.1,0.0,0.1,0.1,48,55404483
"Female","Black","50-54 years","Ureter",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Other Urinary Organs",0.0,0.0,0.0,0.0,5,55404483
"Female","Black","50-54 years","Eye and Orbit",0.0,NA,0.0,0.0,0,55404483
"Female","Black","50-54 years","Brain and Other Nervous System",0.0,0.0,0.0,0.1,27,55404483
"Female","Black","50-54 years","Thyroid",0.0,0.0,0.0,0.0,10,55404483
"Female","Black","50-54 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","50-54 years","Lymphoma",0.1,0.0,0.1,0.1,62,55404483
"Female","Black","50-54 years","Myeloma",0.1,0.0,0.1,0.2,77,55404483
"Female","Black","50-54 years","Leukemia",0.1,0.0,0.0,0.1,34,55404483
"Female","Black","50-54 years","Mesothelioma",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","50-54 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","60-64 years","Lip",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","60-64 years","Tongue",0.0,0.0,0.0,0.0,12,55404483
"Female","Black","60-64 years","Salivary Gland",0.0,0.0,0.0,0.0,5,55404483
"Female","Black","60-64 years","Floor of Mouth",0.0,0.0,0.0,0.0,6,55404483
"Female","Black","60-64 years","Gum and Other Mouth",0.0,0.0,0.0,0.0,8,55404483
"Female","Black","60-64 years","Nasopharynx",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","60-64 years","Tonsil",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Oropharynx",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","60-64 years","Hypopharynx",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","60-64 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Esophagus",0.1,0.0,0.1,0.1,45,55404483
"Female","Black","60-64 years","Stomach",0.1,0.0,0.1,0.1,63,55404483
"Female","Black","60-64 years","Small Intestine",0.0,0.0,0.0,0.1,20,55404483
"Female","Black","60-64 years","Colon and Rectum",0.6,0.0,0.5,0.7,325,55404483
"Female","Black","60-64 years","Anus, Anal Canal and Anorectum",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","60-64 years","Liver",0.0,0.0,0.0,0.1,27,55404483
"Female","Black","60-64 years","Intrahepatic Bile Duct",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Gallbladder",0.0,0.0,0.0,0.0,15,55404483
"Female","Black","60-64 years","Other Biliary",0.0,0.0,0.0,0.0,11,55404483
"Female","Black","60-64 years","Pancreas",0.2,0.0,0.2,0.3,125,55404483
"Female","Black","60-64 years","Retroperitoneum",0.0,0.0,0.0,0.0,5,55404483
"Female","Black","60-64 years","Peritoneum, Omentum and Mesentery",0.0,0.0,0.0,0.0,5,55404483
"Female","Black","60-64 years","Other Digestive Organs",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Nose, Nasal Cavity and Middle Ear",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Larynx",0.0,0.0,0.0,0.1,22,55404483
"Female","Black","60-64 years","Lung and Bronchus",1.1,0.0,1.0,1.2,598,55404483
"Female","Black","60-64 years","Pleura",0.0,NA,0.0,0.0,0,55404483
"Female","Black","60-64 years","Trachea, Mediastinum and Other Respiratory Organs",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","60-64 years","Bones and Joints",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","60-64 years","Soft Tissue including Heart",0.0,0.0,0.0,0.0,11,55404483
"Female","Black","60-64 years","Melanoma of the Skin",0.0,0.0,0.0,0.0,5,55404483
"Female","Black","60-64 years","Other Non-Epithelial Skin",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","60-64 years","Breast",0.9,0.0,0.8,1.0,500,55404483
"Female","Black","60-64 years","Cervix Uteri",0.1,0.0,0.1,0.1,55,55404483
"Female","Black","60-64 years","Corpus Uteri",0.3,0.0,0.2,0.3,148,55404483
"Female","Black","60-64 years","Uterus, NOS",0.0,0.0,0.0,0.0,13,55404483
"Female","Black","60-64 years","Ovary",0.2,0.0,0.2,0.2,102,55404483
"Female","Black","60-64 years","Vagina",0.0,0.0,0.0,0.0,11,55404483
"Female","Black","60-64 years","Vulva",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","60-64 years","Other Female Genital Organs",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Prostate",0.0,NA,0.0,0.0,0,55404483
"Female","Black","60-64 years","Testis",0.0,NA,0.0,0.0,0,55404483
"Female","Black","60-64 years","Penis",0.0,NA,0.0,0.0,0,55404483
"Female","Black","60-64 years","Other Male Genital Organs",0.0,NA,0.0,0.0,0,55404483
"Female","Black","60-64 years","Urinary Bladder",0.1,0.0,0.1,0.1,40,55404483
"Female","Black","60-64 years","Kidney and Renal Pelvis",0.1,0.0,0.1,0.1,54,55404483
"Female","Black","60-64 years","Ureter",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","60-64 years","Other Urinary Organs",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","60-64 years","Eye and Orbit",0.0,NA,0.0,0.0,0,55404483
"Female","Black","60-64 years","Brain and Other Nervous System",0.0,0.0,0.0,0.1,19,55404483
"Female","Black","60-64 years","Thyroid",0.0,0.0,0.0,0.0,13,55404483
"Female","Black","60-64 years","Other Endocrine including Thymus",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","60-64 years","Lymphoma",0.1,0.0,0.1,0.1,53,55404483
"Female","Black","60-64 years","Myeloma",0.2,0.0,0.1,0.2,89,55404483
"Female","Black","60-64 years","Leukemia",0.1,0.0,0.1,0.1,45,55404483
"Female","Black","60-64 years","Mesothelioma",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","60-64 years","Kaposi Sarcoma",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","70-74 years","Lip",0.0,NA,0.0,0.0,0,55404483
"Female","Black","70-74 years","Tongue",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","70-74 years","Salivary Gland",0.0,0.0,0.0,0.0,7,55404483
"Female","Black","70-74 years","Floor of Mouth",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","70-74 years","Gum and Other Mouth",0.0,0.0,0.0,0.0,8,55404483
"Female","Black","70-74 years","Nasopharynx",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","70-74 years","Tonsil",0.0,0.0,0.0,0.0,3,55404483
"Female","Black","70-74 years","Oropharynx",0.0,0.0,0.0,0.0,2,55404483
"Female","Black","70-74 years","Hypopharynx",0.0,0.0,0.0,0.0,1,55404483
"Female","Black","70-74 years","Other Oral Cavity and Pharynx",0.0,0.0,0.0,0.0,4,55404483
"Female","Black","70-74 years","Esophagus",0.1,0.0,0.1,0.1,49,55404483
