Site,Sex,Race,Age,Population,Diagnosis.Count,Diagnosis.Rate,Diagnosis.Lower,Diagnosis.Upper,Death.Count,Death.Rate,Death.Lower,Death.Upper
Larynx,Male,All,60-64,836793,1098,0.00131,0.001235,0.00139,721,8.616228864247191e-4,8.039543017209752e-4,8.039543017209752e-4
Larynx,Male,All,70-74,592901.4,1046,0.0017649999999999999,0.00166,0.0018750000000000001,827,0.0013948356337158251,0.0011346630856327881,0.0011346630856327881
Larynx,Male,Black,50-54,148162.6,135,9.1e-4,7.650000000000001e-4,0.00108,89,6.006914025536809e-4,5.05587806909436e-4,5.05587806909436e-4
Larynx,Male,Black,60-64,78088,190,0.002435,0.0021000000000000003,0.002805,118,0.0015111156643786497,9.592921319536934e-4,0.0019185842639073867
Larynx,Male,Black,70-74,45789.2,128,0.002795,0.00233,0.0033250000000000003,88,0.0019218505673827017,0.0016359579114725744,0.0016359579114725744
Larynx,Female,All,50-54,1548758.2,166,1.0500000000000002e-4,9e-5,1.25e-4,88,5.681971530481647e-5,0,0
Larynx,Female,All,60-64,918696.2,257,2.8000000000000003e-4,2.4500000000000005e-4,3.15e-4,189,2.0572633260048317e-4,0,0
Larynx,Female,All,70-74,750127.4,266,3.55e-4,3.1499999999999996e-4,3.9999999999999996e-4,216,2.8795108670873773e-4,0,0
Larynx,Female,Black,50-54,172564.2,30,1.7499999999999997e-4,1.1499999999999999e-4,2.5e-4,19,1.1010394971842363e-4,0,0
Larynx,Female,Black,60-64,96576.4,41,4.2500000000000003e-4,3.05e-4,5.75e-4,29,3.002803997664026e-4,0,8.379943236649949e-4
Larynx,Female,Black,70-74,66563.6,29,4.349999999999999e-4,2.8999999999999995e-4,6.249999999999999e-4,23,3.4553419586681006e-4,0,0
Leukemia,Male,All,50-54,1482093,1019,6.900000000000001e-4,6.45e-4,7.3e-4,563,3.798681999037847e-4,4.539143845899009e-4,4.539143845899009e-4
Leukemia,Male,All,60-64,836793,1457,0.00174,0.001655,0.001835,1027,0.0012273047217173183,8.039543017209752e-4,0.0016079086034419504
Leukemia,Male,All,70-74,592901.4,2092,0.0035299999999999997,0.0033799999999999998,0.0036850000000000003,1752,0.002954960133337516,0.0022693261712655763,0.0034039892568983646
Leukemia,Male,Black,50-54,148162.6,108,7.299999999999999e-4,6e-4,8.8e-4,67,4.5220588731569234e-4,5.05587806909436e-4,5.05587806909436e-4
Leukemia,Male,Black,60-64,78088,117,0.0015,0.00124,0.001795,83,0.0010629033910459994,9.592921319536934e-4,9.592921319536934e-4
Leukemia,Male,Black,70-74,45789.2,127,0.002775,0.0023100000000000004,0.0033000000000000004,101,0.00220576031029151,0.0016359579114725744,0.003271915822945149
Leukemia,Female,All,50-54,1548758.2,676,4.3499999999999995e-4,4.049999999999999e-4,4.7000000000000004e-4,366,2.3631836138139577e-4,0,4.45210576447634e-4
Leukemia,Female,All,60-64,918696.2,940,0.001025,9.6e-4,0.00109,574,6.247984916014674e-4,7.505457527744211e-4,7.505457527744211e-4
Leukemia,Female,All,70-74,750127.4,1349,0.0017999999999999997,0.0017050000000000001,0.0018949999999999995,1041,0.0013877642651101666,9.192085651050742e-4,0.0018384171302101484
Leukemia,Female,Black,50-54,172564.2,62,3.5999999999999997e-4,2.7499999999999996e-4,4.5999999999999996e-4,38,2.2020789943684725e-4,0,4.689876289520074e-4
Leukemia,Female,Black,60-64,96576.4,83,8.6e-4,6.85e-4,0.001065,51,5.280793237271218e-4,0,8.379943236649949e-4
Leukemia,Female,Black,70-74,66563.6,110,0.001655,0.0013599999999999999,0.0019899999999999996,85,0.001276974202116472,0.0012158368087062598,0.0012158368087062598
Lip,Male,All,50-54,1482093,121,8e-5,7e-5,1e-4,32,2.1591087738758635e-5,0,0
Lip,Male,All,60-64,836793,152,1.7999999999999998e-4,1.55e-4,2.15e-4,67,8.006759138759526e-5,0,0
Lip,Male,All,70-74,592901.4,212,3.6e-4,3.1e-4,4.1e-4,144,2.4287343561678215e-4,0,0
Lip,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Lip,Male,Black,60-64,78088,1,1.4999999999999999e-5,0,7.000000000000001e-5,1,1.2806064952361439e-5,0,0
Lip,Male,Black,70-74,45789.2,4,8.5e-5,2.5e-5,2.25e-4,2,4.36784219859705e-5,0,0
Lip,Female,All,50-54,1548758.2,36,2.5e-5,1.4999999999999999e-5,2.9999999999999997e-5,7,4.519750081064946e-6,0,0
Lip,Female,All,60-64,918696.2,38,4.000000000000001e-5,3e-5,5.500000000000001e-5,18,1.9592984057188873e-5,0,0
Lip,Female,All,70-74,750127.4,55,7.5e-5,5.5e-5,9.499999999999999e-5,35,4.66587409018788e-5,0,0
Lip,Female,Black,50-54,172564.2,2,1e-5,0,4e-5,0,0,0,0
Lip,Female,Black,60-64,96576.4,2,2e-5,5e-6,7.500000000000001e-5,1,1.0354496543669054e-5,0,0
Lip,Female,Black,70-74,66563.6,0,0,0,5.5e-5,0,0,0,0
Liver,Male,All,50-54,1482093,1116,7.55e-4,7.1e-4,8e-4,946,6.382865312770521e-4,4.539143845899009e-4,4.539143845899009e-4
Liver,Male,All,60-64,836793,969,0.00116,0.001085,0.001235,835,9.978572956513738e-4,8.039543017209752e-4,8.039543017209752e-4
Liver,Male,All,70-74,592901.4,1054,0.00178,0.0016699999999999998,0.00189,943,0.0015904836790737887,0.0011346630856327881,0.0011346630856327881
Liver,Male,Black,50-54,148162.6,200,0.0013499999999999999,0.0011699999999999998,0.00155,162,0.0010933933394797336,0.001011175613818872,0.0015167634207283078
Liver,Male,Black,60-64,78088,121,0.00155,0.001285,0.0018499999999999999,94,0.0012037701055219751,9.592921319536934e-4,0.0019185842639073867
Liver,Male,Black,70-74,45789.2,89,0.0019450000000000001,0.00156,0.0023899999999999998,75,0.0016379408244738935,0.0016359579114725744,0.0016359579114725744
Liver,Female,All,50-54,1548758.2,215,1.4e-4,1.1999999999999999e-4,1.6e-4,179,1.1557646635866077e-4,0,0
Liver,Female,All,60-64,918696.2,368,4e-4,3.6e-4,4.45e-4,314,3.41788721886517e-4,0,7.505457527744211e-4
Liver,Female,All,70-74,750127.4,553,7.349999999999999e-4,6.75e-4,7.999999999999999e-4,506,6.745520827528763e-4,9.192085651050742e-4,9.192085651050742e-4
Liver,Female,Black,50-54,172564.2,37,2.15e-4,1.5e-4,2.95e-4,30,1.7384834166066888e-4,0,4.689876289520074e-4
Liver,Female,Black,60-64,96576.4,36,3.75e-4,2.6e-4,5.15e-4,27,2.7957140667906444e-4,0,0
Liver,Female,Black,70-74,66563.6,46,6.9e-4,5.049999999999999e-4,9.199999999999998e-4,41,6.15952262197357e-4,0,0.0012158368087062598
Lung and Bronchus,Male,All,50-54,1482093,4779,0.003225,0.003135,0.003315,3952,0.002666499335736691,0.0027234863075394056,0.0027234863075394056
Lung and Bronchus,Male,All,60-64,836793,10451,0.01249,0.01225,0.012729999999999998,8840,0.010564141908452868,0.010451405922372677,0.010451405922372677
Lung and Bronchus,Male,All,70-74,592901.4,14927,0.025175,0.024775,0.025584999999999997,13037,0.021988479028722144,0.021558598627022973,0.022693261712655764
Lung and Bronchus,Male,Black,50-54,148162.6,865,0.005839999999999999,0.005455,0.006239999999999999,637,0.0042993306002999405,0.004044702455275488,0.004550290262184924
Lung and Bronchus,Male,Black,60-64,78088,1428,0.018285,0.01735,0.01926,1095,0.014022641122835775,0.013430089847351705,0.015348674111259094
Lung and Bronchus,Male,Black,70-74,45789.2,1396,0.03049,0.02891,0.03213,1090,0.02380473998235392,0.02290341076061604,0.024539368672088616
Lung and Bronchus,Female,All,50-54,1548758.2,3803,0.002455,0.00238,0.0025350000000000004,3002,0.0019383271061938526,0.001780842305790536,0.00222605288223817
Lung and Bronchus,Female,All,60-64,918696.2,7603,0.008275,0.008090000000000002,0.008465000000000002,6428,0.006996872306645005,0.0067549117749697895,0.00750545752774421
Lung and Bronchus,Female,All,70-74,750127.4,11441,0.015249999999999998,0.014975,0.015534999999999998,10028,0.013368395821829731,0.012868919911471037,0.013788128476576112
Lung and Bronchus,Female,Black,50-54,172564.2,547,0.0031699999999999996,0.00291,0.003445,405,0.00234695261241903,0.002344938144760037,0.0028139257737120446
Lung and Bronchus,Female,Black,60-64,96576.4,769,0.007965000000000002,0.007409999999999999,0.008545,624,0.00646120584324949,0.005865960265654964,0.006703954589319959
Lung and Bronchus,Female,Black,70-74,66563.6,869,0.013055,0.012199999999999999,0.013955,714,0.010726583297778364,0.009726694469650079,0.010942531278356338
Lymphoma,Male,All,50-54,1482093,2251,0.0015199999999999999,0.001455,0.001585,1066,7.19253110297397e-4,4.539143845899009e-4,9.078287691798018e-4
Lymphoma,Male,All,60-64,836793,2323,0.002775,0.002665,0.0028899999999999998,1432,0.0017112953860751704,0.0016079086034419504,0.0016079086034419504
Lymphoma,Male,All,70-74,592901.4,2930,0.004939999999999999,0.004764999999999999,0.005124999999999999,2323,0.003918020770401284,0.0034039892568983646,0.0045386523425311525
Lymphoma,Male,Black,50-54,148162.6,233,0.001575,0.001375,0.00179,140,9.449078242417452e-4,0.001011175613818872,0.001011175613818872
Lymphoma,Male,Black,60-64,78088,153,0.0019600000000000004,0.0016600000000000005,0.002295,105,0.001344636819997951,9.592921319536934e-4,0.0019185842639073867
Lymphoma,Male,Black,70-74,45789.2,150,0.003275,0.002775,0.0038450000000000008,103,0.0022494387322774803,0.0016359579114725744,0.003271915822945149
Lymphoma,Female,All,50-54,1548758.2,1578,0.0010199999999999999,9.699999999999999e-4,0.00107,567,3.6609975656626064e-4,4.45210576447634e-4,4.45210576447634e-4
Lymphoma,Female,All,60-64,918696.2,1877,0.002045,0.0019500000000000001,0.00214,976,0.0010623751355453522,7.505457527744211e-4,0.0015010915055488421
Lymphoma,Female,All,70-74,750127.4,2703,0.0036049999999999997,0.00347,0.00374,1973,0.0026302198799830535,0.002757625695315222,0.002757625695315222
Lymphoma,Female,Black,50-54,172564.2,169,9.8e-4,8.349999999999999e-4,0.00114,73,4.230309647076276e-4,4.689876289520074e-4,4.689876289520074e-4
Lymphoma,Female,Black,60-64,96576.4,129,0.001335,0.0011149999999999999,0.0015850000000000003,65,6.730422753384886e-4,8.379943236649949e-4,8.379943236649949e-4
Lymphoma,Female,Black,70-74,66563.6,144,0.0021649999999999994,0.001825,0.0025449999999999995,98,0.001472276138910756,0.0012158368087062598,0.0012158368087062598
Melanoma of the Skin,Male,All,50-54,1482093,2517,0.0017000000000000001,0.0016350000000000002,0.0017649999999999999,634,4.2777342582415545e-4,4.539143845899009e-4,4.539143845899009e-4
Melanoma of the Skin,Male,All,60-64,836793,2342,0.0028,0.002685,0.002915,906,0.0010827050417486761,8.039543017209752e-4,8.039543017209752e-4
Melanoma of the Skin,Male,All,70-74,592901.4,2662,0.00449,0.00432,0.004665,1721,0.002902674879836681,0.0022693261712655763,0.0034039892568983646
Melanoma of the Skin,Male,Black,50-54,148162.6,9,6e-5,3e-5,1.1499999999999998e-4,4,2.6997366406907005e-5,0,0
Melanoma of the Skin,Male,Black,60-64,78088,19,2.4500000000000005e-4,1.45e-4,3.7999999999999997e-4,12,1.5367277942833726e-4,0,0
Melanoma of the Skin,Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,4,8.7356843971941e-5,0,0
Melanoma of the Skin,Female,All,50-54,1548758.2,1798,0.00116,0.00111,0.0012150000000000002,308,1.9886900356685762e-4,0,0
Melanoma of the Skin,Female,All,60-64,918696.2,1318,0.001435,0.00136,0.0015150000000000003,354,3.8532868645804784e-4,0,7.505457527744211e-4
Melanoma of the Skin,Female,All,70-74,750127.4,1438,0.0019149999999999998,0.0018199999999999998,0.0020199999999999997,773,0.0010304916204900661,9.192085651050742e-4,9.192085651050742e-4
Melanoma of the Skin,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,1,5.794944722022296e-6,0,0
Melanoma of the Skin,Female,Black,60-64,96576.4,11,1.1499999999999999e-4,5.500000000000001e-5,2.05e-4,5,5.1772482718345275e-5,0,0
Melanoma of the Skin,Female,Black,70-74,66563.6,8,1.1999999999999999e-4,4.9999999999999996e-5,2.35e-4,4,6.0092903629010445e-5,0,0
Mesothelioma,Male,All,50-54,1482093,67,4.5e-5,3.5e-5,5.500000000000001e-5,56,3.778440354282761e-5,0,0
Mesothelioma,Male,All,60-64,836793,152,1.7999999999999998e-4,1.55e-4,2.15e-4,135,1.6133022145261731e-4,0,0
Mesothelioma,Male,All,70-74,592901.4,364,6.15e-4,5.5e-4,6.799999999999999e-4,323,5.447786090570877e-4,0,0.0011346630856327881
Mesothelioma,Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,3,2.0248024805180255e-5,0,0
Mesothelioma,Male,Black,60-64,78088,6,7.500000000000001e-5,2.9999999999999997e-5,1.65e-4,4,5.1224259809445757e-5,0,0
Mesothelioma,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,13,2.839097429088082e-4,0,0
Mesothelioma,Female,All,50-54,1548758.2,41,2.5e-5,2e-5,3.5e-5,32,2.0661714656296897e-5,0,0
Mesothelioma,Female,All,60-64,918696.2,45,5e-5,3.5000000000000004e-5,6.5e-5,37,4.0274467228666016e-5,0,0
Mesothelioma,Female,All,70-74,750127.4,54,7e-5,5.5e-5,9.499999999999999e-5,47,6.265602349680867e-5,0,0
Mesothelioma,Female,Black,50-54,172564.2,4,2.4999999999999998e-5,5e-6,5.9999999999999995e-5,1,5.794944722022296e-6,0,0
Mesothelioma,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Mesothelioma,Female,Black,70-74,66563.6,5,7.5e-5,2.4999999999999998e-5,1.75e-4,4,6.0092903629010445e-5,0,0
Myeloma,Male,All,50-54,1482093,562,3.7999999999999997e-4,3.4999999999999994e-4,4.0999999999999994e-4,417,2.8135886209569843e-4,4.539143845899009e-4,4.539143845899009e-4
Myeloma,Male,All,60-64,836793,746,8.9e-4,8.3e-4,9.6e-4,616,7.361438252949056e-4,8.039543017209752e-4,8.039543017209752e-4
Myeloma,Male,All,70-74,592901.4,1100,0.0018549999999999999,0.0017449999999999996,0.00197,960,0.0016191562374452142,0.0011346630856327881,0.0022693261712655763
Myeloma,Male,Black,50-54,148162.6,121,8.15e-4,6.799999999999998e-4,9.750000000000001e-4,88,5.939420609519541e-4,5.05587806909436e-4,5.05587806909436e-4
Myeloma,Male,Black,60-64,78088,136,0.0017399999999999996,0.0014600000000000001,0.00206,103,0.0013190246900932282,9.592921319536934e-4,0.0019185842639073867
Myeloma,Male,Black,70-74,45789.2,141,0.00308,0.00259,0.0036300000000000004,111,0.002424152420221362,0.0016359579114725744,0.003271915822945149
Myeloma,Female,All,50-54,1548758.2,413,2.65e-4,2.3999999999999998e-4,2.9500000000000007e-4,293,1.8918382482171846e-4,0,0
Myeloma,Female,All,60-64,918696.2,578,6.3e-4,5.8e-4,6.85e-4,451,4.909131005440101e-4,7.505457527744211e-4,7.505457527744211e-4
Myeloma,Female,All,70-74,750127.4,904,0.0012050000000000001,0.00113,0.001285,787,0.0010491551168508176,9.192085651050742e-4,9.192085651050742e-4
Myeloma,Female,Black,50-54,172564.2,125,7.25e-4,6.05e-4,8.65e-4,89,5.157500802599844e-4,4.689876289520074e-4,4.689876289520074e-4
Myeloma,Female,Black,60-64,96576.4,124,0.0012850000000000001,0.00107,0.0015300000000000003,93,9.62968178561222e-4,8.379943236649949e-4,8.379943236649949e-4
Myeloma,Female,Black,70-74,66563.6,159,0.0023899999999999993,0.00203,0.0027899999999999995,132,0.0019830658197573445,0.0012158368087062598,0.0024316736174125196
Nasopharynx,Male,All,50-54,1482093,138,9.499999999999999e-5,8e-5,1.1000000000000002e-4,89,6.005021277342245e-5,0,0
Nasopharynx,Male,All,60-64,836793,125,1.5000000000000001e-4,1.25e-4,1.7999999999999998e-4,95,1.1352867435554551e-4,0,0
Nasopharynx,Male,All,70-74,592901.4,73,1.2499999999999998e-4,9.499999999999999e-5,1.55e-4,63,1.0625712808234219e-4,0,0
Nasopharynx,Male,Black,50-54,148162.6,13,9e-5,4.5e-5,1.5e-4,6,4.049604961036051e-5,0,0
Nasopharynx,Male,Black,60-64,78088,13,1.65e-4,9e-5,2.85e-4,8,1.0244851961889151e-4,0,0
Nasopharynx,Male,Black,70-74,45789.2,6,1.3000000000000002e-4,5e-5,2.85e-4,3,6.551763297895574e-5,0,0
Nasopharynx,Female,All,50-54,1548758.2,59,4e-5,2.9999999999999997e-5,5e-5,33,2.1307393239306174e-5,0,0
Nasopharynx,Female,All,60-64,918696.2,45,5e-5,3.5000000000000004e-5,6.5e-5,30,3.265497342864812e-5,0,0
Nasopharynx,Female,All,70-74,750127.4,43,5.5e-5,4e-5,7.5e-5,33,4.399252713605715e-5,0,0
Nasopharynx,Female,Black,50-54,172564.2,6,3.5e-5,1.4999999999999999e-5,7.5e-5,3,1.7384834166066887e-5,0,0
Nasopharynx,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Nasopharynx,Female,Black,70-74,66563.6,1,1.4999999999999999e-5,0,8.499999999999999e-5,1,1.5023225907252611e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,50-54,1482093,106,7e-5,5.9999999999999995e-5,8.5e-5,65,4.3856896969353476e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,60-64,836793,100,1.2e-4,9.499999999999999e-5,1.45e-4,70,8.365270741987564e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,All,70-74,592901.4,92,1.55e-4,1.2499999999999998e-4,1.8999999999999998e-4,69,1.1637685456637477e-4,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,6,4.049604961036051e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,60-64,78088,12,1.55e-4,8e-5,2.7e-4,7,8.964245466653007e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,5,1.0919605496492624e-4,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,50-54,1548758.2,45,2.9999999999999997e-5,2e-5,4e-5,22,1.4204928826204117e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,60-64,918696.2,62,6.5e-5,5e-5,8.5e-5,37,4.0274467228666016e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,All,70-74,750127.4,61,8e-5,5.999999999999999e-5,1.05e-4,43,5.732359596516538e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,3,1.7384834166066887e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,60-64,96576.4,5,5.000000000000001e-5,1.5000000000000002e-5,1.2000000000000002e-4,3,3.1063489631007164e-5,0,0
"Nose, Nasal Cavity and Middle Ear",Female,Black,70-74,66563.6,3,4.4999999999999996e-5,9.999999999999999e-6,1.3e-4,1,1.5023225907252611e-5,0,0
Oropharynx,Male,All,50-54,1482093,81,5.500000000000001e-5,4.5e-5,7e-5,58,3.913384652650003e-5,0,0
Oropharynx,Male,All,60-64,836793,88,1.05e-4,8.499999999999999e-5,1.3e-4,66,7.887255271016846e-5,0,0
Oropharynx,Male,All,70-74,592901.4,61,1.0499999999999999e-4,8e-5,1.3000000000000002e-4,53,8.93909172756212e-5,0,0
Oropharynx,Male,Black,50-54,148162.6,16,1.1e-4,6e-5,1.75e-4,14,9.449078242417452e-5,0,0
Oropharynx,Male,Black,60-64,78088,15,1.8999999999999998e-4,1.1000000000000002e-4,3.15e-4,10,1.2806064952361438e-4,0,0
Oropharynx,Male,Black,70-74,45789.2,9,1.95e-4,9e-5,3.7500000000000006e-4,8,1.74713687943882e-4,0,0
Oropharynx,Female,All,50-54,1548758.2,13,1e-5,5e-6,1.4999999999999999e-5,9,5.811107247083502e-6,0,0
Oropharynx,Female,All,60-64,918696.2,17,2.0000000000000005e-5,1.0000000000000003e-5,3e-5,10,1.0884991142882707e-5,0,0
Oropharynx,Female,All,70-74,750127.4,30,4e-5,2.4999999999999998e-5,5.5e-5,25,3.332767207277057e-5,0,0
Oropharynx,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,1,5.794944722022296e-6,0,0
Oropharynx,Female,Black,60-64,96576.4,3,3.0000000000000004e-5,5e-6,9e-5,2,2.0708993087338108e-5,0,0
Oropharynx,Female,Black,70-74,66563.6,3,4.4999999999999996e-5,9.999999999999999e-6,1.3e-4,2,3.0046451814505222e-5,0,0
Other Biliary,Male,All,50-54,1482093,102,7e-5,5.500000000000001e-5,8.5e-5,79,5.330299785506038e-5,0,0
Other Biliary,Male,All,60-64,836793,178,2.15e-4,1.85e-4,2.45e-4,149,1.7806076293659244e-4,0,0
Other Biliary,Male,All,70-74,592901.4,296,4.999999999999999e-4,4.45e-4,5.6e-4,255,4.3008837557138505e-4,0,0
Other Biliary,Male,Black,50-54,148162.6,10,6.5e-5,3e-5,1.25e-4,9,6.074407441554076e-5,0,0
Other Biliary,Male,Black,60-64,78088,14,1.8e-4,9.999999999999999e-5,3.0000000000000003e-4,12,1.5367277942833726e-4,0,0
Other Biliary,Male,Black,70-74,45789.2,16,3.5e-4,2e-4,5.650000000000001e-4,10,2.1839210992985247e-4,0,0
Other Biliary,Female,All,50-54,1548758.2,81,5e-5,4e-5,6.500000000000001e-5,66,4.261478647861235e-5,0,0
Other Biliary,Female,All,60-64,918696.2,135,1.45e-4,1.25e-4,1.7500000000000003e-4,106,1.153809061145567e-4,0,0
Other Biliary,Female,All,70-74,750127.4,237,3.1499999999999996e-4,2.7499999999999996e-4,3.5999999999999997e-4,201,2.679544834650754e-4,0,0
Other Biliary,Female,Black,50-54,172564.2,5,2.9999999999999997e-5,1e-5,7e-5,4,2.3179778888089184e-5,0,0
Other Biliary,Female,Black,60-64,96576.4,16,1.65e-4,9.499999999999999e-5,2.7000000000000006e-4,12,1.2425395852402865e-4,0,0
Other Biliary,Female,Black,70-74,66563.6,17,2.5499999999999996e-4,1.5e-4,4.0999999999999994e-4,14,2.1032516270153655e-4,0,0
Other Digestive Organs,Male,All,50-54,1482093,39,2.5e-5,2e-5,3.5e-5,36,2.4289973706103462e-5,0,0
Other Digestive Organs,Male,All,60-64,836793,43,4.9999999999999996e-5,3.5000000000000004e-5,7.000000000000001e-5,40,4.780154709707179e-5,0,0
Other Digestive Organs,Male,All,70-74,592901.4,73,1.2499999999999998e-4,9.499999999999999e-5,1.55e-4,69,1.1637685456637477e-4,0,0
Other Digestive Organs,Male,Black,50-54,148162.6,4,2.4999999999999998e-5,5e-6,7e-5,4,2.6997366406907005e-5,0,0
Other Digestive Organs,Male,Black,60-64,78088,11,1.4000000000000001e-4,7.000000000000001e-5,2.5e-4,10,1.2806064952361438e-4,0,0
Other Digestive Organs,Male,Black,70-74,45789.2,7,1.55e-4,6.000000000000001e-5,3.15e-4,7,1.5287447695089672e-4,0,0
Other Digestive Organs,Female,All,50-54,1548758.2,29,2e-5,1.4999999999999999e-5,2.5e-5,25,1.614196457523195e-5,0,0
Other Digestive Organs,Female,All,60-64,918696.2,35,4.000000000000001e-5,2.5e-5,5.500000000000001e-5,31,3.374347254293639e-5,0,0
Other Digestive Organs,Female,All,70-74,750127.4,76,9.999999999999999e-5,8e-5,1.25e-4,70,9.33174818037576e-5,0,0
Other Digestive Organs,Female,Black,50-54,172564.2,3,1.4999999999999999e-5,5e-6,4.9999999999999996e-5,2,1.1589889444044592e-5,0,0
Other Digestive Organs,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,3,3.1063489631007164e-5,0,0
Other Digestive Organs,Female,Black,70-74,66563.6,15,2.25e-4,1.2499999999999998e-4,3.7e-4,13,1.9530193679428396e-4,0,0
Other Endocrine including Thymus,Male,All,50-54,1482093,62,4e-5,2.9999999999999997e-5,5.500000000000001e-5,35,2.3615252214267256e-5,0,0
Other Endocrine including Thymus,Male,All,60-64,836793,73,8.499999999999999e-5,7.000000000000001e-5,1.1e-4,54,6.453208858104693e-5,0,0
Other Endocrine including Thymus,Male,All,70-74,592901.4,65,1.1e-4,8.499999999999999e-5,1.4e-4,55,9.27641594369654e-5,0,0
Other Endocrine including Thymus,Male,Black,50-54,148162.6,11,7.5e-5,3.5e-5,1.35e-4,4,2.6997366406907005e-5,0,0
Other Endocrine including Thymus,Male,Black,60-64,78088,8,9.999999999999999e-5,4.5e-5,1.9999999999999998e-4,5,6.403032476180719e-5,0,0
Other Endocrine including Thymus,Male,Black,70-74,45789.2,3,6.500000000000001e-5,1.5000000000000002e-5,1.8999999999999998e-4,3,6.551763297895574e-5,0,0
Other Endocrine including Thymus,Female,All,50-54,1548758.2,60,4e-5,2.9999999999999997e-5,5e-5,39,2.5181464737361843e-5,0,0
Other Endocrine including Thymus,Female,All,60-64,918696.2,56,6e-5,4.5e-5,8.000000000000002e-5,31,3.374347254293639e-5,0,0
Other Endocrine including Thymus,Female,All,70-74,750127.4,62,8.499999999999999e-5,6.500000000000001e-5,1.05e-4,39,5.199116843352209e-5,0,0
Other Endocrine including Thymus,Female,Black,50-54,172564.2,9,4.9999999999999996e-5,2.4999999999999998e-5,9.999999999999999e-5,6,3.4769668332133775e-5,0,0
Other Endocrine including Thymus,Female,Black,60-64,96576.4,4,4e-5,1e-5,1.0500000000000002e-4,2,2.0708993087338108e-5,0,0
Other Endocrine including Thymus,Female,Black,70-74,66563.6,9,1.35e-4,5.9999999999999995e-5,2.5499999999999996e-4,6,9.013935544351567e-5,0,0
Other Female Genital Organs,Male,All,50-54,1482093,0,0,0,0,0,0,0,0
Other Female Genital Organs,Male,All,60-64,836793,0,0,0,4.9999999999999996e-6,0,0,0,0
Other Female Genital Organs,Male,All,70-74,592901.4,0,0,0,5e-6,0,0,0,0
Other Female Genital Organs,Male,Black,50-54,148162.6,0,0,0,2.4999999999999998e-5,0,0,0,0
Other Female Genital Organs,Male,Black,60-64,78088,0,0,0,4.5e-5,0,0,0,0
Other Female Genital Organs,Male,Black,70-74,45789.2,0,0,0,8e-5,0,0,0,0
Other Female Genital Organs,Female,All,50-54,1548758.2,85,5.5000000000000016e-5,4.5e-5,7e-5,36,2.3244428988334008e-5,0,0
Other Female Genital Organs,Female,All,60-64,918696.2,97,1.05e-4,8.5e-5,1.3e-4,49,5.333645660012527e-5,0,0
Other Female Genital Organs,Female,All,70-74,750127.4,101,1.35e-4,1.1e-4,1.6499999999999997e-4,76,1.0131612310122254e-4,0,0
Other Female Genital Organs,Female,Black,50-54,172564.2,8,4.4999999999999996e-5,2e-5,8.999999999999999e-5,4,2.3179778888089184e-5,0,0
Other Female Genital Organs,Female,Black,60-64,96576.4,7,7e-5,3.0000000000000004e-5,1.5000000000000001e-4,5,5.1772482718345275e-5,0,0
Other Female Genital Organs,Female,Black,70-74,66563.6,6,8.999999999999999e-5,3.5e-5,1.9499999999999997e-4,2,3.0046451814505222e-5,0,0
Other Male Genital Organs,Male,All,50-54,1482093,23,1.4999999999999999e-5,1e-5,2.5e-5,7,4.723050442853451e-6,0,0
Other Male Genital Organs,Male,All,60-64,836793,27,3e-5,1.9999999999999998e-5,4.4999999999999996e-5,6,7.1702320645607695e-6,0,0
Other Male Genital Organs,Male,All,70-74,592901.4,38,6.500000000000001e-5,4.5e-5,9e-5,26,4.385214809747455e-5,0,0
Other Male Genital Organs,Male,Black,50-54,148162.6,3,2e-5,5e-6,6e-5,2,1.3498683203453502e-5,0,0
Other Male Genital Organs,Male,Black,60-64,78088,1,1.4999999999999999e-5,0,7.000000000000001e-5,0,0,0,0
